step,resource,observation_0,action_0,personal_reward_0,empathic_reward_0,combined_reward_0,observation_1,action_1,personal_reward_1,empathic_reward_1,combined_reward_1,observation_2,action_2,personal_reward_2,empathic_reward_2,combined_reward_2,observation_3,action_3,personal_reward_3,empathic_reward_3,combined_reward_3,observation_4,action_4,personal_reward_4,empathic_reward_4,combined_reward_4
267,2382.0,[-0.35],1,0.48999999999999994,-0.3095238095238094,0.1804761904761905,[-0.35],0,0.48999999999999994,-0.3095238095238094,0.1804761904761905,[-0.175],1,0.51,-0.1666666666666666,0.3433333333333334,[-0.1],0,0.0,-0.05952380952380945,-0.05952380952380945,[-0.425],1,0.8599999999999999,-0.39285714285714285,0.467142857142857
268,2380.0,[-0.325],1,0.42,-0.2738095238095237,0.14619047619047626,[-0.325],1,0.7899999999999999,-0.3095238095238094,0.4804761904761905,[-0.175],1,0.58,-0.2023809523809523,0.37761904761904763,[-0.075],0,0.0,-0.05952380952380942,-0.05952380952380942,[-0.4],1,0.5599999999999999,-0.3928571428571428,0.16714285714285715
269,2378.0,[-0.275],1,0.35,-0.2738095238095237,0.07619047619047625,[-0.3],0,0.42,-0.3095238095238094,0.11047619047619056,[-0.2],1,0.6499999999999999,-0.2738095238095237,0.3761904761904762,[-0.05],0,0.0,-0.09523809523809515,-0.09523809523809515,[-0.375],1,0.8599999999999999,-0.42857142857142855,0.43142857142857133
270,2375.0,[-0.275],1,0.6499999999999999,-0.3095238095238094,0.3404761904761905,[-0.325],0,0.35,-0.3095238095238094,0.040476190476190554,[-0.275],1,0.6499999999999999,-0.3095238095238094,0.3404761904761905,[-0.1],0,0.0,-0.13095238095238085,-0.13095238095238085,[-0.425],1,0.8599999999999999,-0.46428571428571425,0.39571428571428563
271,2372.0,[-0.325],1,0.6499999999999999,-0.2738095238095237,0.3761904761904762,[-0.325],0,0.35,-0.2738095238095237,0.07619047619047625,[-0.325],1,0.72,-0.3095238095238094,0.41047619047619055,[-0.15],0,0.0,-0.09523809523809512,-0.09523809523809512,[-0.475],1,0.8599999999999999,-0.4285714285714285,0.4314285714285714
272,2369.0,[-0.275],1,0.6499999999999999,-0.2738095238095237,0.3761904761904762,[-0.275],0,0.27999999999999997,-0.238095238095238,0.04190476190476197,[-0.325],1,0.7899999999999999,-0.3452380952380951,0.4447619047619048,[-0.1],0,0.0,-0.09523809523809515,-0.09523809523809515,[-0.425],1,0.8599999999999999,-0.42857142857142855,0.43142857142857133
273,2366.0,[-0.275],1,0.6499999999999999,-0.22619047619047603,0.42380952380952386,[-0.25],0,0.21,-0.15476190476190463,0.055238095238095364,[-0.35],1,0.8599999999999999,-0.3809523809523808,0.47904761904761906,[-0.1],0,0.0,-0.04761904761904745,-0.04761904761904745,[-0.425],1,0.8599999999999999,-0.3809523809523808,0.47904761904761906
274,2364.0,[-0.25],1,0.72,-0.17857142857142846,0.5414285714285715,[-0.175],0,0.13999999999999999,-0.035714285714285615,0.10428571428571437,[-0.4],1,0.9299999999999999,-0.38095238095238093,0.549047619047619,[-0.075],0,0.0,0.03571428571428581,0.03571428571428581,[-0.4],1,0.5599999999999999,-0.29761904761904756,0.2623809523809524
275,2363.0,[-0.175],0,0.42,-0.21428571428571422,0.20571428571428577,[-0.025],0,0.06999999999999999,-0.035714285714285615,0.03428571428571438,[-0.375],0,0.63,-0.41666666666666663,0.21333333333333337,[0.05],0,0.0,8.326672684688674e-17,8.326672684688674e-17,[-0.275],1,0.8599999999999999,-0.3333333333333333,0.5266666666666666
276,2361.0,[-0.225],1,0.72,-0.3452380952380952,0.3747619047619048,[-0.025],1,0.43999999999999995,-0.2023809523809523,0.23761904761904765,[-0.425],0,0.5599999999999999,-0.4642857142857143,0.09571428571428564,[-1.38777878e-17],0,0.0,-0.13095238095238088,-0.13095238095238088,[-0.325],1,0.48999999999999994,-0.3809523809523809,0.10904761904761906
277,2360.0,[-0.35],1,0.42,-0.4285714285714286,-0.008571428571428619,[-0.2],0,0.13999999999999999,-0.2857142857142857,-0.1457142857142857,[-0.45],0,0.48999999999999994,-0.4642857142857143,0.025714285714285634,[-0.125],0,0.0,-0.21428571428571427,-0.21428571428571427,[-0.375],1,0.7899999999999999,-0.4642857142857143,0.3257142857142856
278,2358.0,[-0.425],1,0.7899999999999999,-0.41666666666666663,0.3733333333333333,[-0.275],0,0.06999999999999999,-0.2023809523809523,-0.13238095238095232,[-0.45],1,0.42,-0.38095238095238093,0.03904761904761905,[-0.2],0,0.0,-0.1666666666666666,-0.1666666666666666,[-0.45],1,0.8599999999999999,-0.5,0.3599999999999999
279,2356.0,[-0.425],1,0.8599999999999999,-0.5,0.3599999999999999,[-0.2],0,0.06999999999999999,-0.20238095238095233,-0.13238095238095232,[-0.4],0,0.35,-0.34523809523809523,0.004761904761904745,[-0.175],1,0.37,-0.20238095238095233,0.16761904761904767,[-0.5],1,0.48999999999999994,-0.41666666666666663,0.0733333333333333
280,2355.0,[-0.525],0,0.48999999999999994,-0.5357142857142857,-0.04571428571428576,[-0.225],0,0.06999999999999999,-0.3214285714285714,-0.2514285714285714,[-0.375],0,0.27999999999999997,-0.4285714285714286,-0.14857142857142863,[-0.225],1,0.06999999999999999,-0.3214285714285714,-0.2514285714285714,[-0.45],1,0.7899999999999999,-0.5357142857142857,0.2542857142857142
281,2353.0,[-0.55],0,0.42,-0.5357142857142857,-0.11571428571428571,[-0.325],0,0.06999999999999999,-0.3571428571428571,-0.2871428571428571,[-0.45],0,0.21,-0.4285714285714286,-0.2185714285714286,[-0.325],1,0.43999999999999995,-0.39285714285714285,0.0471428571428571,[-0.55],1,0.7899999999999999,-0.5714285714285714,0.21857142857142853
282,2351.0,[-0.55],0,0.35,-0.5357142857142857,-0.18571428571428572,[-0.35],0,0.06999999999999999,-0.3928571428571428,-0.3228571428571428,[-0.425],1,0.51,-0.46428571428571425,0.04571428571428576,[-0.4],1,0.51,-0.46428571428571425,0.04571428571428576,[-0.575],1,0.42,-0.5714285714285714,-0.1514285714285714
283,2350.0,[-0.55],0,0.27999999999999997,-0.5714285714285714,-0.2914285714285714,[-0.4],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.475],0,0.13999999999999999,-0.4999999999999999,-0.3599999999999999,[-0.475],1,0.58,-0.5714285714285714,0.008571428571428563,[-0.6],0,0.35,-0.6071428571428571,-0.2571428571428571
284,2349.0,[-0.575],0,0.21,-0.5714285714285714,-0.36142857142857143,[-0.45],0,0.06999999999999999,-0.5,-0.43,[-0.5],0,0.06999999999999999,-0.5,-0.43,[-0.575],0,0.27999999999999997,-0.6071428571428571,-0.3271428571428571,[-0.6],1,0.72,-0.6785714285714285,0.04142857142857148
285,2346.0,[-0.575],0,0.21,-0.5,-0.29000000000000004,[-0.5],0,0.06999999999999999,-0.4285714285714285,-0.3585714285714285,[-0.5],1,0.43999999999999995,-0.46428571428571425,-0.0242857142857143,[-0.625],1,0.6499999999999999,-0.5714285714285714,0.07857142857142851,[-0.7],1,0.72,-0.6071428571428571,0.11285714285714288
286,2343.0,[-0.5],0,0.13999999999999999,-0.42857142857142855,-0.2885714285714286,[-0.425],1,0.37,-0.3928571428571428,-0.022857142857142798,[-0.475],1,0.51,-0.4642857142857143,0.04571428571428571,[-0.575],1,0.72,-0.5714285714285715,0.14857142857142847,[-0.625],0,0.42,-0.5714285714285715,-0.15142857142857152
287,2341.0,[-0.425],0,0.13999999999999999,-0.39285714285714285,-0.2528571428571429,[-0.375],1,0.06999999999999999,-0.3571428571428571,-0.2871428571428571,[-0.45],0,0.21,-0.4285714285714286,-0.2185714285714286,[-0.575],1,0.7899999999999999,-0.5714285714285715,0.21857142857142842,[-0.575],1,0.72,-0.5357142857142858,0.18428571428571416
288,2341.0,[-0.4],0,0.06999999999999999,-0.42857142857142855,-0.35857142857142854,[-0.35],0,0.06999999999999999,-0.42857142857142855,-0.35857142857142854,[-0.425],1,0.21,-0.5,-0.29000000000000004,[-0.575],1,0.48999999999999994,-0.6428571428571428,-0.15285714285714286,[-0.55],0,0.35,-0.5714285714285714,-0.22142857142857142
289,2339.0,[-0.45],0,0.0,-0.39285714285714285,-0.39285714285714285,[-0.45],0,0.06999999999999999,-0.42857142857142855,-0.35857142857142854,[-0.525],0,0.21,-0.5,-0.29000000000000004,[-0.675],1,0.7899999999999999,-0.6428571428571429,0.14714285714285702,[-0.6],1,0.72,-0.6071428571428572,0.11285714285714277
290,2337.0,[-0.4],0,0.0,-0.3095238095238094,-0.3095238095238094,[-0.425],0,0.06999999999999999,-0.3452380952380951,-0.2752380952380951,[-0.5],1,0.58,-0.45238095238095233,0.12761904761904763,[-0.65],1,0.8599999999999999,-0.6428571428571428,0.21714285714285708,[-0.625],0,0.35,-0.488095238095238,-0.13809523809523805
291,2335.0,[-0.325],0,0.0,-0.3571428571428571,-0.3571428571428571,[-0.35],1,0.43999999999999995,-0.4285714285714285,0.011428571428571455,[-0.475],1,0.6499999999999999,-0.5357142857142857,0.11428571428571421,[-0.65],1,0.48999999999999994,-0.6071428571428571,-0.11714285714285716,[-0.5],0,0.27999999999999997,-0.5,-0.22000000000000003
292,2335.0,[-0.35],0,0.0,-0.4285714285714285,-0.4285714285714285,[-0.425],1,0.13999999999999999,-0.4999999999999999,-0.3599999999999999,[-0.525],1,0.27999999999999997,-0.5714285714285714,-0.2914285714285714,[-0.6],0,0.42,-0.6428571428571428,-0.2228571428571428,[-0.5],0,0.27999999999999997,-0.5714285714285714,-0.2914285714285714
293,2333.0,[-0.4],1,0.37,-0.4285714285714285,-0.0585714285714285,[-0.475],0,0.13999999999999999,-0.4642857142857142,-0.3242857142857142,[-0.55],0,0.27999999999999997,-0.5357142857142857,-0.2557142857142857,[-0.625],1,0.72,-0.6071428571428571,0.11285714285714288,[-0.55],0,0.27999999999999997,-0.5357142857142857,-0.2557142857142857
294,2332.0,[-0.4],1,0.43999999999999995,-0.46428571428571425,-0.0242857142857143,[-0.45],0,0.13999999999999999,-0.46428571428571425,-0.3242857142857143,[-0.525],0,0.27999999999999997,-0.5357142857142857,-0.2557142857142857,[-0.6],0,0.42,-0.6071428571428572,-0.18714285714285722,[-0.525],0,0.21,-0.5,-0.29000000000000004
295,2331.0,[-0.45],1,0.51,-0.5714285714285714,-0.06142857142857139,[-0.45],0,0.13999999999999999,-0.5357142857142857,-0.3957142857142857,[-0.525],0,0.21,-0.5714285714285714,-0.36142857142857143,[-0.6],0,0.35,-0.6428571428571428,-0.2928571428571428,[-0.475],0,0.13999999999999999,-0.5357142857142857,-0.3957142857142857
296,2330.0,[-0.575],0,0.21,-0.6428571428571429,-0.43285714285714294,[-0.55],0,0.06999999999999999,-0.5714285714285714,-0.5014285714285714,[-0.575],1,0.51,-0.6428571428571429,-0.1328571428571429,[-0.65],0,0.27999999999999997,-0.6785714285714286,-0.39857142857142863,[-0.55],0,0.13999999999999999,-0.6071428571428571,-0.4671428571428571
297,2330.0,[-0.65],0,0.21,-0.7142857142857143,-0.5042857142857143,[-0.575],0,0.06999999999999999,-0.6428571428571428,-0.5728571428571428,[-0.65],0,0.21,-0.7142857142857143,-0.5042857142857143,[-0.7],0,0.21,-0.7142857142857143,-0.5042857142857143,[-0.625],0,0.06999999999999999,-0.6428571428571428,-0.5728571428571428
298,2330.0,[-0.75],1,0.21,-0.7142857142857143,-0.5042857142857143,[-0.675],0,0.06999999999999999,-0.6428571428571428,-0.5728571428571428,[-0.75],0,0.21,-0.7142857142857143,-0.5042857142857143,[-0.75],0,0.21,-0.7142857142857143,-0.5042857142857143,[-0.675],0,0.06999999999999999,-0.6428571428571428,-0.5728571428571428
299,2329.0,[-0.75],1,0.58,-0.7857142857142857,-0.20571428571428574,[-0.675],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.75],0,0.21,-0.75,-0.54,[-0.75],0,0.13999999999999999,-0.7142857142857142,-0.5742857142857142,[-0.675],0,0.0,-0.6428571428571428,-0.6428571428571428
300,2329.0,[-0.8],0,0.27999999999999997,-0.8571428571428572,-0.5771428571428572,[-0.675],0,0.06999999999999999,-0.75,-0.68,[-0.75],0,0.13999999999999999,-0.7857142857142857,-0.6457142857142857,[-0.725],0,0.06999999999999999,-0.75,-0.68,[-0.65],0,0.0,-0.7142857142857143,-0.7142857142857143
301,2328.0,[-0.875],1,0.27999999999999997,-0.8928571428571429,-0.612857142857143,[-0.75],0,0.0,-0.75,-0.75,[-0.8],0,0.06999999999999999,-0.7857142857142857,-0.7157142857142857,[-0.75],0,0.06999999999999999,-0.7857142857142857,-0.7157142857142857,[-0.725],1,0.37,-0.7857142857142857,-0.4157142857142857
302,2326.0,[-0.925],1,0.6499999999999999,-0.8571428571428572,-0.2071428571428573,[-0.775],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.8],0,0.06999999999999999,-0.7142857142857143,-0.6442857142857144,[-0.8],0,0.06999999999999999,-0.7142857142857143,-0.6442857142857144,[-0.8],1,0.43999999999999995,-0.75,-0.31000000000000005
303,2325.0,[-0.875],1,0.27999999999999997,-0.8571428571428572,-0.5771428571428572,[-0.7],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.725],0,0.06999999999999999,-0.75,-0.68,[-0.725],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.775],1,0.51,-0.8214285714285714,-0.3114285714285714
304,2325.0,[-0.875],0,0.21,-0.8571428571428572,-0.6471428571428572,[-0.725],0,0.0,-0.75,-0.75,[-0.75],0,0.06999999999999999,-0.7857142857142856,-0.7157142857142856,[-0.725],0,0.0,-0.75,-0.75,[-0.825],1,0.21,-0.8571428571428572,-0.6471428571428572
305,2325.0,[-0.875],0,0.13999999999999999,-0.8571428571428572,-0.7171428571428572,[-0.775],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.8],0,0.06999999999999999,-0.8214285714285714,-0.7514285714285714,[-0.775],0,0.0,-0.7857142857142858,-0.7857142857142858,[-0.875],1,0.21,-0.8928571428571429,-0.6828571428571429
306,2322.0,[-0.875],0,0.13999999999999999,-0.7857142857142857,-0.6457142857142857,[-0.8],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.825],1,0.37,-0.75,-0.38,[-0.8],1,0.37,-0.75,-0.38,[-0.9],1,0.58,-0.8571428571428572,-0.27714285714285725
307,2320.0,[-0.8],1,0.51,-0.75,-0.24,[-0.725],1,0.0,-0.6428571428571428,-0.6428571428571428,[-0.75],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.75],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.875],1,0.6499999999999999,-0.8214285714285715,-0.1714285714285716
308,2319.0,[-0.775],1,0.58,-0.75,-0.17000000000000004,[-0.675],1,0.0,-0.6071428571428571,-0.6071428571428571,[-0.7],0,0.06999999999999999,-0.6428571428571428,-0.5728571428571428,[-0.7],0,0.06999999999999999,-0.6428571428571428,-0.5728571428571428,[-0.85],0,0.35,-0.7857142857142857,-0.4357142857142857
309,2317.0,[-0.775],0,0.21,-0.6785714285714286,-0.46857142857142864,[-0.625],1,0.37,-0.6071428571428571,-0.2371428571428571,[-0.65],1,0.43999999999999995,-0.6428571428571428,-0.20285714285714285,[-0.65],0,0.06999999999999999,-0.6071428571428571,-0.5371428571428571,[-0.8],1,0.35,-0.75,-0.4
310,2316.0,[-0.7],0,0.21,-0.6428571428571428,-0.43285714285714283,[-0.625],1,0.06999999999999999,-0.5714285714285714,-0.5014285714285714,[-0.675],1,0.51,-0.6428571428571428,-0.13285714285714278,[-0.625],0,0.06999999999999999,-0.5714285714285714,-0.5014285714285714,[-0.775],1,0.35,-0.7142857142857143,-0.3642857142857143
311,2313.0,[-0.675],0,0.21,-0.5714285714285714,-0.36142857142857143,[-0.6],1,0.43999999999999995,-0.5357142857142857,-0.09571428571428575,[-0.675],1,0.58,-0.6071428571428571,-0.027142857142857135,[-0.6],0,0.06999999999999999,-0.4999999999999999,-0.4299999999999999,[-0.75],1,0.6499999999999999,-0.6428571428571428,0.0071428571428571175
312,2310.0,[-0.575],0,0.13999999999999999,-0.49999999999999994,-0.36,[-0.55],1,0.51,-0.5357142857142857,-0.02571428571428569,[-0.625],1,0.6499999999999999,-0.6071428571428571,0.042857142857142816,[-0.5],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.65],1,0.6499999999999999,-0.6071428571428571,0.042857142857142816
313,2307.0,[-0.525],0,0.13999999999999999,-0.4285714285714285,-0.2885714285714285,[-0.55],1,0.21,-0.46428571428571425,-0.2542857142857142,[-0.625],1,0.72,-0.5714285714285714,0.14857142857142858,[-0.475],1,0.43999999999999995,-0.4285714285714285,0.011428571428571455,[-0.625],1,0.6499999999999999,-0.5357142857142857,0.11428571428571421
314,2304.0,[-0.425],0,0.13999999999999999,-0.3214285714285714,-0.1814285714285714,[-0.45],1,0.58,-0.39285714285714285,0.1871428571428571,[-0.575],1,0.7899999999999999,-0.5,0.2899999999999999,[-0.425],0,0.13999999999999999,-0.3214285714285714,-0.1814285714285714,[-0.525],1,0.72,-0.4642857142857143,0.25571428571428567
315,2302.0,[-0.3],0,0.13999999999999999,-0.20238095238095227,-0.06238095238095229,[-0.375],1,0.6499999999999999,-0.3095238095238094,0.3404761904761905,[-0.475],1,0.8599999999999999,-0.4642857142857143,0.3957142857142856,[-0.3],0,0.13999999999999999,-0.2023809523809523,-0.062380952380952315,[-0.45],1,0.42,-0.3452380952380952,0.07476190476190481
316,2300.0,[-0.2],0,0.13999999999999999,-0.23809523809523803,-0.09809523809523804,[-0.3],1,0.35,-0.3452380952380952,0.0047619047619048005,[-0.45],1,0.8599999999999999,-0.5,0.3599999999999999,[-0.2],0,0.06999999999999999,-0.2023809523809523,-0.13238095238095232,[-0.35],1,0.72,-0.38095238095238093,0.33904761904761904
317,2297.0,[-0.25],1,0.43999999999999995,-0.1547619047619047,0.28523809523809524,[-0.35],0,0.35,-0.26190476190476186,0.08809523809523812,[-0.5],1,0.9299999999999999,-0.5,0.42999999999999994,[-0.2],1,0.43999999999999995,-0.1547619047619047,0.28523809523809524,[-0.4],0,0.35,-0.26190476190476186,0.08809523809523812
318,2295.0,[-0.15],1,0.43999999999999995,-0.119047619047619,0.32095238095238093,[-0.25],1,0.72,-0.26190476190476186,0.4580952380952381,[-0.5],0,0.63,-0.46428571428571425,0.16571428571428576,[-0.15],0,0.13999999999999999,-0.119047619047619,0.020952380952380986,[-0.25],0,0.35,-0.22619047619047616,0.12380952380952381
319,2293.0,[-0.1],1,0.51,-0.20238095238095227,0.30761904761904774,[-0.25],1,0.35,-0.2738095238095237,0.07619047619047625,[-0.45],0,0.5599999999999999,-0.4285714285714285,0.13142857142857145,[-0.1],0,0.13999999999999999,-0.16666666666666655,-0.02666666666666656,[-0.2],1,0.72,-0.3095238095238094,0.41047619047619055
320,2293.0,[-0.2],0,0.21,-0.2857142857142857,-0.0757142857142857,[-0.275],1,0.35,-0.3571428571428571,-0.0071428571428571175,[-0.425],0,0.48999999999999994,-0.4285714285714285,0.061428571428571443,[-0.175],0,0.13999999999999999,-0.24999999999999994,-0.10999999999999996,[-0.325],0,0.42,-0.3928571428571428,0.02714285714285719
321,2292.0,[-0.275],0,0.21,-0.3571428571428571,-0.1471428571428571,[-0.35],1,0.6499999999999999,-0.4285714285714285,0.22142857142857142,[-0.425],0,0.42,-0.4642857142857142,-0.044285714285714206,[-0.25],0,0.13999999999999999,-0.32142857142857134,-0.18142857142857136,[-0.4],0,0.35,-0.4285714285714285,-0.07857142857142851
322,2291.0,[-0.35],0,0.21,-0.4285714285714285,-0.2185714285714285,[-0.425],1,0.6499999999999999,-0.4999999999999999,0.15000000000000002,[-0.475],0,0.35,-0.4999999999999999,-0.1499999999999999,[-0.325],0,0.13999999999999999,-0.3928571428571428,-0.2528571428571428,[-0.425],0,0.27999999999999997,-0.4642857142857142,-0.18428571428571422
323,2291.0,[-0.425],0,0.21,-0.5357142857142857,-0.32571428571428573,[-0.5],0,0.35,-0.6071428571428572,-0.25714285714285723,[-0.5],0,0.27999999999999997,-0.5714285714285714,-0.2914285714285714,[-0.4],0,0.06999999999999999,-0.46428571428571425,-0.39428571428571424,[-0.475],0,0.21,-0.5357142857142857,-0.32571428571428573
324,2291.0,[-0.55],0,0.21,-0.6428571428571429,-0.43285714285714294,[-0.625],0,0.27999999999999997,-0.6785714285714286,-0.39857142857142863,[-0.6],0,0.21,-0.6428571428571429,-0.43285714285714294,[-0.475],0,0.06999999999999999,-0.5714285714285714,-0.5014285714285714,[-0.55],0,0.13999999999999999,-0.6071428571428571,-0.4671428571428571
325,2291.0,[-0.65],0,0.21,-0.7142857142857143,-0.5042857142857143,[-0.7],0,0.21,-0.7142857142857143,-0.5042857142857143,[-0.65],0,0.13999999999999999,-0.6785714285714286,-0.5385714285714286,[-0.575],0,0.06999999999999999,-0.6428571428571429,-0.572857142857143,[-0.625],0,0.13999999999999999,-0.6785714285714286,-0.5385714285714286
326,2290.0,[-0.725],0,0.21,-0.75,-0.54,[-0.725],0,0.21,-0.75,-0.54,[-0.7],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.65],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.7],1,0.43999999999999995,-0.7142857142857143,-0.27428571428571435
327,2290.0,[-0.775],0,0.13999999999999999,-0.8214285714285714,-0.6814285714285714,[-0.775],0,0.21,-0.8571428571428572,-0.6471428571428572,[-0.7],0,0.0,-0.75,-0.75,[-0.7],0,0.0,-0.75,-0.75,[-0.75],0,0.13999999999999999,-0.8214285714285714,-0.6814285714285714
328,2290.0,[-0.825],0,0.06999999999999999,-0.8571428571428572,-0.7871428571428573,[-0.85],0,0.13999999999999999,-0.8928571428571429,-0.7528571428571429,[-0.75],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.75],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.825],0,0.13999999999999999,-0.8928571428571429,-0.7528571428571429
329,2289.0,[-0.85],1,0.37,-0.8928571428571429,-0.5228571428571429,[-0.9],0,0.13999999999999999,-0.9285714285714286,-0.7885714285714286,[-0.825],0,0.0,-0.8571428571428572,-0.8571428571428572,[-0.825],0,0.0,-0.8571428571428572,-0.8571428571428572,[-0.9],0,0.06999999999999999,-0.8928571428571429,-0.822857142857143
330,2288.0,[-0.9],1,0.43999999999999995,-0.8928571428571429,-0.45285714285714296,[-0.95],0,0.13999999999999999,-0.8928571428571429,-0.7528571428571429,[-0.875],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.875],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.9],0,0.06999999999999999,-0.8571428571428572,-0.7871428571428573
331,2287.0,[-0.9],1,0.51,-0.9285714285714286,-0.4185714285714286,[-0.9],0,0.06999999999999999,-0.8571428571428571,-0.7871428571428571,[-0.825],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.825],0,0.0,-0.8214285714285715,-0.8214285714285715,[-0.85],0,0.06999999999999999,-0.8571428571428572,-0.7871428571428573
332,2284.0,[-0.95],1,0.58,-0.8928571428571429,-0.31285714285714294,[-0.875],0,0.0,-0.75,-0.75,[-0.85],1,0.37,-0.7857142857142857,-0.4157142857142857,[-0.85],0,0.0,-0.75,-0.75,[-0.875],1,0.43999999999999995,-0.8214285714285714,-0.38142857142857145
333,2282.0,[-0.9],1,0.27999999999999997,-0.8214285714285714,-0.5414285714285714,[-0.75],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.775],1,0.43999999999999995,-0.75,-0.31000000000000005,[-0.75],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.825],1,0.51,-0.7857142857142857,-0.2757142857142857
334,2279.0,[-0.825],1,0.6499999999999999,-0.7499999999999999,-0.09999999999999998,[-0.675],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.75],1,0.51,-0.6785714285714285,-0.16857142857142848,[-0.675],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.775],1,0.58,-0.7142857142857142,-0.13428571428571423
335,2276.0,[-0.75],1,0.72,-0.6785714285714285,0.04142857142857148,[-0.575],1,0.37,-0.4999999999999999,-0.1299999999999999,[-0.675],1,0.58,-0.6071428571428571,-0.027142857142857135,[-0.575],0,0.0,-0.4642857142857142,-0.4642857142857142,[-0.725],1,0.27999999999999997,-0.6071428571428571,-0.3271428571428571
336,2275.0,[-0.675],0,0.42,-0.6785714285714286,-0.2585714285714286,[-0.475],0,0.06999999999999999,-0.49999999999999994,-0.42999999999999994,[-0.6],1,0.6499999999999999,-0.6428571428571428,0.0071428571428571175,[-0.45],0,0.0,-0.46428571428571425,-0.46428571428571425,[-0.6],0,0.21,-0.5714285714285714,-0.36142857142857143
337,2273.0,[-0.7],0,0.42,-0.6071428571428572,-0.18714285714285722,[-0.5],1,0.43999999999999995,-0.46428571428571425,-0.0242857142857143,[-0.65],1,0.72,-0.6071428571428572,0.11285714285714277,[-0.475],0,0.0,-0.3928571428571428,-0.3928571428571428,[-0.575],1,0.21,-0.5,-0.29000000000000004
338,2270.0,[-0.6],1,0.42,-0.5,-0.08000000000000002,[-0.45],1,0.51,-0.3928571428571428,0.11714285714285722,[-0.6],1,0.7899999999999999,-0.5357142857142857,0.2542857142857142,[-0.375],0,0.0,-0.2857142857142857,-0.2857142857142857,[-0.475],1,0.58,-0.42857142857142855,0.1514285714285714
339,2268.0,[-0.5],0,0.35,-0.4285714285714285,-0.07857142857142851,[-0.375],1,0.58,-0.3928571428571428,0.18714285714285717,[-0.525],1,0.48999999999999994,-0.49999999999999994,-0.010000000000000009,[-0.275],0,0.0,-0.24999999999999994,-0.24999999999999994,[-0.425],1,0.6499999999999999,-0.42857142857142855,0.22142857142857136
340,2265.0,[-0.425],0,0.27999999999999997,-0.2738095238095237,0.006190476190476246,[-0.4],1,0.6499999999999999,-0.3095238095238094,0.3404761904761905,[-0.5],1,0.8599999999999999,-0.46428571428571425,0.39571428571428563,[-0.25],0,0.0,-0.13095238095238085,-0.13095238095238085,[-0.425],1,0.72,-0.3452380952380951,0.37476190476190485
341,2263.0,[-0.275],0,0.21,-0.2023809523809523,0.007619047619047692,[-0.3],1,0.72,-0.3095238095238094,0.41047619047619055,[-0.45],0,0.5599999999999999,-0.42857142857142855,0.1314285714285714,[-0.125],0,0.0,-0.09523809523809515,-0.09523809523809515,[-0.35],1,0.7899999999999999,-0.3452380952380951,0.4447619047619048
342,2262.0,[-0.2],0,0.13999999999999999,-0.2857142857142857,-0.1457142857142857,[-0.325],1,0.42,-0.4285714285714286,-0.008571428571428619,[-0.425],0,0.48999999999999994,-0.4642857142857143,0.025714285714285634,[-0.1],0,0.0,-0.21428571428571427,-0.21428571428571427,[-0.35],1,0.7899999999999999,-0.4642857142857143,0.3257142857142856
343,2261.0,[-0.275],1,0.13999999999999999,-0.3214285714285714,-0.1814285714285714,[-0.425],1,0.42,-0.4642857142857143,-0.04428571428571432,[-0.45],0,0.42,-0.4642857142857143,-0.04428571428571432,[-0.2],0,0.0,-0.24999999999999997,-0.24999999999999997,[-0.45],1,0.7899999999999999,-0.5,0.2899999999999999
344,2258.0,[-0.3],1,0.43999999999999995,-0.3214285714285714,0.11857142857142855,[-0.45],1,0.7899999999999999,-0.5,0.2899999999999999,[-0.45],0,0.35,-0.4285714285714286,-0.07857142857142863,[-0.225],1,0.0,-0.25,-0.25,[-0.475],1,0.7899999999999999,-0.5,0.2899999999999999
345,2256.0,[-0.325],1,0.43999999999999995,-0.3095238095238094,0.13047619047619052,[-0.5],0,0.42,-0.45238095238095233,-0.032380952380952344,[-0.425],0,0.27999999999999997,-0.38095238095238093,-0.10095238095238096,[-0.25],0,0.0,-0.238095238095238,-0.238095238095238,[-0.5],1,0.8599999999999999,-0.5714285714285714,0.2885714285714285
