step,resource,observation_0,action_0,personal_reward_0,empathic_reward_0,combined_reward_0,observation_1,action_1,personal_reward_1,empathic_reward_1,combined_reward_1,observation_2,action_2,personal_reward_2,empathic_reward_2,combined_reward_2,observation_3,action_3,personal_reward_3,empathic_reward_3,combined_reward_3,observation_4,action_4,personal_reward_4,empathic_reward_4,combined_reward_4
487,2006.0,[-0.375],0,0.27999999999999997,-0.4285714285714285,-0.14857142857142852,[-0.375],0,0.27999999999999997,-0.4285714285714285,-0.14857142857142852,[-0.375],0,0.21,-0.3928571428571428,-0.1828571428571428,[-0.375],0,0.21,-0.3928571428571428,-0.1828571428571428,[-0.4],1,0.72,-0.49999999999999994,0.22000000000000003
488,2005.0,[-0.425],0,0.27999999999999997,-0.49999999999999994,-0.21999999999999997,[-0.425],1,0.58,-0.49999999999999994,0.08000000000000002,[-0.375],0,0.13999999999999999,-0.4285714285714285,-0.2885714285714285,[-0.375],0,0.21,-0.4642857142857142,-0.2542857142857142,[-0.5],0,0.35,-0.5357142857142856,-0.1857142857142856
489,2003.0,[-0.5],0,0.27999999999999997,-0.49999999999999994,-0.21999999999999997,[-0.5],1,0.6499999999999999,-0.5357142857142857,0.11428571428571421,[-0.425],0,0.06999999999999999,-0.3928571428571428,-0.3228571428571428,[-0.45],1,0.51,-0.46428571428571425,0.04571428571428576,[-0.525],0,0.35,-0.5357142857142857,-0.18571428571428572
490,2003.0,[-0.525],0,0.21,-0.5357142857142857,-0.32571428571428573,[-0.55],0,0.35,-0.6071428571428571,-0.2571428571428571,[-0.4],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.475],0,0.13999999999999999,-0.49999999999999994,-0.36,[-0.55],0,0.35,-0.6071428571428571,-0.2571428571428571
491,2003.0,[-0.55],0,0.13999999999999999,-0.6428571428571428,-0.5028571428571428,[-0.625],0,0.27999999999999997,-0.7142857142857143,-0.43428571428571433,[-0.475],0,0.06999999999999999,-0.6071428571428571,-0.5371428571428571,[-0.525],0,0.06999999999999999,-0.6071428571428571,-0.5371428571428571,[-0.625],0,0.27999999999999997,-0.7142857142857143,-0.43428571428571433
492,2003.0,[-0.65],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.725],0,0.27999999999999997,-0.7857142857142858,-0.5057142857142858,[-0.6],1,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.6],0,0.06999999999999999,-0.6785714285714286,-0.6085714285714287,[-0.725],0,0.21,-0.75,-0.54
493,2003.0,[-0.7],0,0.06999999999999999,-0.75,-0.68,[-0.825],0,0.21,-0.8214285714285715,-0.6114285714285715,[-0.7],0,0.06999999999999999,-0.75,-0.68,[-0.7],0,0.06999999999999999,-0.75,-0.68,[-0.775],1,0.13999999999999999,-0.7857142857142857,-0.6457142857142857
494,2001.0,[-0.775],0,0.06999999999999999,-0.7142857142857142,-0.6442857142857142,[-0.85],0,0.13999999999999999,-0.75,-0.61,[-0.775],1,0.43999999999999995,-0.75,-0.31000000000000005,[-0.775],0,0.06999999999999999,-0.7142857142857144,-0.6442857142857145,[-0.825],1,0.51,-0.7857142857142858,-0.2757142857142858
495,2000.0,[-0.725],0,0.0,-0.7142857142857143,-0.7142857142857143,[-0.775],0,0.13999999999999999,-0.7857142857142858,-0.6457142857142858,[-0.775],1,0.13999999999999999,-0.7857142857142858,-0.6457142857142858,[-0.725],1,0.43999999999999995,-0.7857142857142858,-0.34571428571428586,[-0.8],1,0.13999999999999999,-0.7857142857142858,-0.6457142857142858
496,1999.0,[-0.7],0,0.0,-0.7142857142857144,-0.7142857142857144,[-0.775],0,0.13999999999999999,-0.7857142857142858,-0.6457142857142858,[-0.775],1,0.06999999999999999,-0.75,-0.68,[-0.775],0,0.13999999999999999,-0.7857142857142858,-0.6457142857142858,[-0.775],1,0.51,-0.8214285714285715,-0.3114285714285715
497,1997.0,[-0.725],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.8],0,0.13999999999999999,-0.75,-0.61,[-0.75],1,0.43999999999999995,-0.75,-0.31000000000000005,[-0.8],0,0.13999999999999999,-0.75,-0.61,[-0.825],1,0.51,-0.7857142857142858,-0.2757142857142858
498,1996.0,[-0.675],0,0.0,-0.6785714285714286,-0.6785714285714286,[-0.75],0,0.06999999999999999,-0.7142857142857142,-0.6442857142857142,[-0.75],1,0.51,-0.7857142857142858,-0.2757142857142858,[-0.75],0,0.13999999999999999,-0.75,-0.61,[-0.775],1,0.21,-0.7857142857142858,-0.5757142857142858
499,1995.0,[-0.7],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.725],0,0.0,-0.7142857142857142,-0.7142857142857142,[-0.8],1,0.58,-0.8571428571428572,-0.27714285714285725,[-0.775],0,0.06999999999999999,-0.75,-0.68,[-0.8],1,0.21,-0.8214285714285714,-0.6114285714285714
500,1993.0,[-0.725],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.725],0,0.0,-0.6428571428571428,-0.6428571428571428,[-0.875],1,0.6499999999999999,-0.8214285714285714,-0.17142857142857149,[-0.75],0,0.06999999999999999,-0.6785714285714285,-0.6085714285714285,[-0.825],1,0.58,-0.7857142857142857,-0.20571428571428574
501,1991.0,[-0.65],1,0.37,-0.6071428571428571,-0.2371428571428571,[-0.65],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.825],1,0.72,-0.7857142857142857,-0.06571428571428573,[-0.675],0,0.06999999999999999,-0.6071428571428571,-0.5371428571428571,[-0.8],1,0.27999999999999997,-0.7142857142857143,-0.43428571428571433
502,1988.0,[-0.6],1,0.43999999999999995,-0.5357142857142857,-0.09571428571428575,[-0.575],1,0.37,-0.5,-0.13,[-0.8],1,0.7899999999999999,-0.7142857142857143,0.07571428571428562,[-0.6],0,0.06999999999999999,-0.5,-0.43,[-0.725],1,0.27999999999999997,-0.6071428571428572,-0.32714285714285724
503,1986.0,[-0.55],1,0.51,-0.45238095238095233,0.05761904761904768,[-0.5],1,0.06999999999999999,-0.3809523809523808,-0.3109523809523808,[-0.725],1,0.8599999999999999,-0.6785714285714285,0.18142857142857138,[-0.5],0,0.06999999999999999,-0.3809523809523808,-0.3109523809523808,[-0.625],1,0.27999999999999997,-0.488095238095238,-0.20809523809523806
504,1984.0,[-0.475],1,0.58,-0.5357142857142858,0.04428571428571415,[-0.4],1,0.43999999999999995,-0.46428571428571425,-0.0242857142857143,[-0.7],1,0.48999999999999994,-0.6428571428571428,-0.15285714285714286,[-0.4],1,0.06999999999999999,-0.42857142857142855,-0.35857142857142854,[-0.525],1,0.21,-0.5,-0.29000000000000004
505,1980.0,[-0.55],1,0.6499999999999999,-0.4166666666666665,0.2333333333333334,[-0.475],1,0.51,-0.3452380952380951,0.1647619047619049,[-0.65],1,0.8599999999999999,-0.5714285714285714,0.2885714285714285,[-0.425],0,0.0,-0.23809523809523797,-0.23809523809523797,[-0.5],1,0.58,-0.3809523809523808,0.19904761904761914
506,1978.0,[-0.425],1,0.72,-0.4166666666666666,0.3033333333333334,[-0.35],1,0.58,-0.3452380952380951,0.23476190476190484,[-0.575],1,0.5599999999999999,-0.5357142857142856,0.024285714285714355,[-0.25],0,0.0,-0.20238095238095227,-0.20238095238095227,[-0.4],1,0.21,-0.3095238095238094,-0.09952380952380943
507,1977.0,[-0.425],1,0.42,-0.45238095238095233,-0.032380952380952344,[-0.35],1,0.27999999999999997,-0.3809523809523809,-0.1009523809523809,[-0.525],1,0.8599999999999999,-0.5714285714285714,0.2885714285714285,[-0.2],0,0.0,-0.238095238095238,-0.238095238095238,[-0.3],1,0.13999999999999999,-0.3095238095238094,-0.16952380952380944
508,1974.0,[-0.45],1,0.7899999999999999,-0.46428571428571425,0.3257142857142857,[-0.375],1,0.6499999999999999,-0.39285714285714285,0.25714285714285706,[-0.55],1,0.48999999999999994,-0.46428571428571425,0.02571428571428569,[-0.225],0,0.0,-0.21428571428571425,-0.21428571428571425,[-0.3],1,0.51,-0.3214285714285714,0.1885714285714286
509,1972.0,[-0.475],1,0.48999999999999994,-0.4285714285714285,0.061428571428571443,[-0.4],1,0.72,-0.3928571428571428,0.3271428571428572,[-0.475],0,0.42,-0.3928571428571428,0.02714285714285719,[-0.225],0,0.0,-0.17857142857142855,-0.17857142857142855,[-0.325],1,0.58,-0.3214285714285714,0.25857142857142856
510,1970.0,[-0.4],1,0.8599999999999999,-0.46428571428571425,0.39571428571428563,[-0.375],1,0.7899999999999999,-0.3809523809523809,0.40904761904761905,[-0.375],0,0.35,-0.3095238095238094,0.040476190476190554,[-0.15],0,0.0,-0.13095238095238088,-0.13095238095238088,[-0.3],1,0.21,-0.23809523809523803,-0.028095238095238034
511,1968.0,[-0.475],1,0.48999999999999994,-0.3809523809523808,0.10904761904761912,[-0.4],1,0.8599999999999999,-0.4642857142857142,0.3957142857142857,[-0.325],0,0.27999999999999997,-0.2738095238095237,0.006190476190476246,[-0.15],0,0.0,-0.13095238095238085,-0.13095238095238085,[-0.25],1,0.58,-0.2738095238095237,0.30619047619047624
512,1966.0,[-0.375],1,0.7899999999999999,-0.46428571428571425,0.3257142857142857,[-0.45],0,0.48999999999999994,-0.46428571428571425,0.02571428571428569,[-0.275],0,0.21,-0.3214285714285714,-0.1114285714285714,[-0.125],0,0.0,-0.21428571428571425,-0.21428571428571425,[-0.275],1,0.6499999999999999,-0.39285714285714285,0.25714285714285706
513,1966.0,[-0.475],0,0.42,-0.5,-0.08000000000000002,[-0.475],0,0.48999999999999994,-0.5357142857142857,-0.04571428571428576,[-0.325],0,0.13999999999999999,-0.3571428571428571,-0.2171428571428571,[-0.225],0,0.0,-0.2857142857142857,-0.2857142857142857,[-0.4],1,0.35,-0.4642857142857143,-0.11428571428571432
514,1964.0,[-0.5],1,0.72,-0.5,0.21999999999999997,[-0.525],0,0.42,-0.5,-0.08000000000000002,[-0.35],0,0.13999999999999999,-0.3571428571428571,-0.2171428571428571,[-0.275],0,0.0,-0.2857142857142857,-0.2857142857142857,[-0.45],1,0.72,-0.5,0.21999999999999997
515,1963.0,[-0.475],1,0.72,-0.6071428571428571,0.11285714285714288,[-0.475],0,0.35,-0.5714285714285714,-0.22142857142857142,[-0.325],0,0.06999999999999999,-0.4285714285714285,-0.3585714285714285,[-0.25],0,0.0,-0.3928571428571428,-0.3928571428571428,[-0.475],0,0.35,-0.5714285714285714,-0.22142857142857142
516,1962.0,[-0.625],1,0.72,-0.6428571428571428,0.07714285714285718,[-0.575],0,0.27999999999999997,-0.5714285714285714,-0.2914285714285714,[-0.425],0,0.06999999999999999,-0.4642857142857142,-0.3942857142857142,[-0.4],0,0.0,-0.4285714285714285,-0.4285714285714285,[-0.575],0,0.35,-0.6071428571428571,-0.2571428571428571
517,1962.0,[-0.65],1,0.42,-0.6785714285714285,-0.2585714285714285,[-0.575],0,0.27999999999999997,-0.6071428571428571,-0.3271428571428571,[-0.45],0,0.0,-0.4642857142857142,-0.4642857142857142,[-0.425],0,0.0,-0.4642857142857142,-0.4642857142857142,[-0.6],0,0.35,-0.6428571428571428,-0.2928571428571428
518,1961.0,[-0.675],1,0.72,-0.7499999999999999,-0.029999999999999916,[-0.6],0,0.21,-0.6428571428571428,-0.43285714285714283,[-0.45],0,0.0,-0.5357142857142857,-0.5357142857142857,[-0.45],0,0.0,-0.5357142857142857,-0.5357142857142857,[-0.625],0,0.27999999999999997,-0.6785714285714286,-0.39857142857142863
519,1959.0,[-0.75],1,0.7899999999999999,-0.7857142857142858,0.004285714285714115,[-0.625],0,0.13999999999999999,-0.6071428571428572,-0.4671428571428572,[-0.525],1,0.37,-0.5714285714285714,-0.2014285714285714,[-0.525],0,0.0,-0.5357142857142858,-0.5357142857142858,[-0.675],1,0.21,-0.6428571428571429,-0.43285714285714294
520,1955.0,[-0.8],1,0.7899999999999999,-0.7142857142857143,0.07571428571428562,[-0.625],1,0.43999999999999995,-0.5357142857142857,-0.09571428571428575,[-0.575],1,0.43999999999999995,-0.5357142857142857,-0.09571428571428575,[-0.55],0,0.0,-0.4642857142857143,-0.4642857142857143,[-0.65],1,0.58,-0.6071428571428572,-0.027142857142857246
521,1953.0,[-0.7],0,0.48999999999999994,-0.7142857142857143,-0.22428571428571437,[-0.525],0,0.06999999999999999,-0.5,-0.43,[-0.525],1,0.51,-0.5714285714285714,-0.06142857142857139,[-0.45],0,0.0,-0.4642857142857143,-0.4642857142857143,[-0.6],1,0.58,-0.6071428571428572,-0.027142857142857246
522,1950.0,[-0.725],0,0.42,-0.6428571428571428,-0.2228571428571428,[-0.5],1,0.43999999999999995,-0.4999999999999999,-0.05999999999999994,[-0.575],1,0.58,-0.5714285714285714,0.008571428571428563,[-0.475],0,0.0,-0.4285714285714285,-0.4285714285714285,[-0.625],1,0.58,-0.5714285714285714,0.008571428571428563
523,1948.0,[-0.625],0,0.42,-0.5714285714285714,-0.1514285714285714,[-0.475],1,0.51,-0.4642857142857142,0.04571428571428582,[-0.55],1,0.6499999999999999,-0.5357142857142857,0.11428571428571421,[-0.4],0,0.0,-0.3571428571428571,-0.3571428571428571,[-0.55],0,0.27999999999999997,-0.49999999999999994,-0.21999999999999997
524,1945.0,[-0.575],1,0.72,-0.5357142857142857,0.18428571428571427,[-0.45],1,0.21,-0.4285714285714285,-0.2185714285714285,[-0.525],1,0.72,-0.5357142857142857,0.18428571428571427,[-0.35],0,0.0,-0.3214285714285714,-0.3214285714285714,[-0.5],1,0.58,-0.46428571428571425,0.11571428571428571
525,1942.0,[-0.525],0,0.35,-0.4285714285714285,-0.07857142857142851,[-0.4],1,0.58,-0.3928571428571428,0.18714285714285717,[-0.525],1,0.7899999999999999,-0.49999999999999994,0.29,[-0.3],0,0.0,-0.24999999999999994,-0.24999999999999994,[-0.45],1,0.6499999999999999,-0.42857142857142855,0.22142857142857136
526,1940.0,[-0.425],0,0.27999999999999997,-0.3571428571428571,-0.07714285714285712,[-0.4],1,0.6499999999999999,-0.3928571428571428,0.2571428571428571,[-0.5],1,0.48999999999999994,-0.46428571428571425,0.02571428571428569,[-0.25],0,0.0,-0.21428571428571425,-0.21428571428571425,[-0.425],1,0.72,-0.42857142857142855,0.2914285714285714
527,1939.0,[-0.35],0,0.27999999999999997,-0.3214285714285714,-0.041428571428571426,[-0.375],1,0.35,-0.3571428571428571,-0.0071428571428571175,[-0.45],1,0.48999999999999994,-0.42857142857142855,0.06142857142857139,[-0.2],0,0.0,-0.17857142857142855,-0.17857142857142855,[-0.425],1,0.7899999999999999,-0.42857142857142855,0.3614285714285714
528,1937.0,[-0.325],0,0.21,-0.2023809523809523,0.007619047619047692,[-0.35],1,0.72,-0.3095238095238094,0.41047619047619055,[-0.425],1,0.48999999999999994,-0.3452380952380951,0.1447619047619048,[-0.175],0,0.0,-0.09523809523809515,-0.09523809523809515,[-0.425],1,0.8599999999999999,-0.42857142857142855,0.43142857142857133
529,1935.0,[-0.2],0,0.13999999999999999,-0.11904761904761901,0.020952380952380972,[-0.325],1,0.42,-0.2619047619047619,0.15809523809523807,[-0.35],1,0.7899999999999999,-0.2976190476190476,0.4923809523809523,[-0.1],0,0.0,-0.04761904761904759,-0.04761904761904759,[-0.425],1,0.9299999999999999,-0.4642857142857143,0.46571428571428564
530,1932.0,[-0.1],0,0.06999999999999999,-0.11904761904761901,-0.04904761904761902,[-0.25],1,0.72,-0.2976190476190476,0.42238095238095236,[-0.275],1,0.7899999999999999,-0.3333333333333333,0.4566666666666666,[-0.025],1,0.0,-0.08333333333333331,-0.08333333333333331,[-0.45],1,0.9299999999999999,-0.5,0.42999999999999994
531,1929.0,[-0.1],0,0.06999999999999999,-0.08333333333333331,-0.013333333333333322,[-0.3],1,0.7899999999999999,-0.2976190476190476,0.4923809523809523,[-0.325],1,0.42,-0.2619047619047619,0.15809523809523807,[-0.075],1,0.37,-0.08333333333333331,0.2866666666666667,[-0.5],1,0.9299999999999999,-0.4642857142857143,0.46571428571428564
532,1927.0,[-0.075],0,0.06999999999999999,-0.1666666666666666,-0.09666666666666661,[-0.3],1,0.7899999999999999,-0.38095238095238093,0.409047619047619,[-0.275],0,0.35,-0.30952380952380953,0.04047619047619044,[-0.075],1,0.43999999999999995,-0.2023809523809523,0.23761904761904765,[-0.475],1,0.5599999999999999,-0.4642857142857143,0.09571428571428564
533,1925.0,[-0.175],0,0.06999999999999999,-0.11904761904761901,-0.04904761904761902,[-0.4],1,0.7899999999999999,-0.3333333333333333,0.4566666666666666,[-0.325],0,0.27999999999999997,-0.22619047619047622,0.05380952380952375,[-0.225],0,0.13999999999999999,-0.1547619047619047,-0.014761904761904726,[-0.475],1,0.9299999999999999,-0.5,0.42999999999999994
534,1923.0,[-0.1],1,0.0,-0.11904761904761901,-0.11904761904761901,[-0.325],1,0.48999999999999994,-0.369047619047619,0.12095238095238092,[-0.225],0,0.21,-0.22619047619047616,-0.016190476190476172,[-0.15],1,0.51,-0.22619047619047616,0.28380952380952384,[-0.5],1,0.9299999999999999,-0.5357142857142857,0.39428571428571424
535,1922.0,[-0.125],1,0.0,-0.238095238095238,-0.238095238095238,[-0.375],0,0.42,-0.45238095238095233,-0.032380952380952344,[-0.225],0,0.13999999999999999,-0.3095238095238094,-0.16952380952380944,[-0.225],1,0.58,-0.38095238095238093,0.19904761904761903,[-0.55],1,0.5599999999999999,-0.5714285714285714,-0.011428571428571455
536,1920.0,[-0.225],1,0.0,-0.238095238095238,-0.238095238095238,[-0.45],1,0.35,-0.41666666666666663,-0.06666666666666665,[-0.3],0,0.13999999999999999,-0.3095238095238094,-0.16952380952380944,[-0.375],1,0.6499999999999999,-0.41666666666666663,0.23333333333333328,[-0.55],1,0.8599999999999999,-0.5714285714285714,0.2885714285714285
537,1920.0,[-0.25],1,0.0,-0.3214285714285714,-0.3214285714285714,[-0.425],0,0.35,-0.5,-0.15000000000000002,[-0.325],0,0.13999999999999999,-0.3928571428571428,-0.2528571428571428,[-0.425],1,0.35,-0.5,-0.15000000000000002,[-0.575],1,0.48999999999999994,-0.5714285714285714,-0.08142857142857146
538,1919.0,[-0.325],1,0.0,-0.3571428571428571,-0.3571428571428571,[-0.5],0,0.27999999999999997,-0.5,-0.22000000000000003,[-0.4],0,0.13999999999999999,-0.4285714285714285,-0.2885714285714285,[-0.5],0,0.35,-0.5357142857142857,-0.18571428571428572,[-0.575],1,0.7899999999999999,-0.6071428571428571,0.18285714285714283
539,1918.0,[-0.35],1,0.37,-0.4285714285714285,-0.0585714285714285,[-0.5],0,0.27999999999999997,-0.5357142857142857,-0.2557142857142857,[-0.425],0,0.06999999999999999,-0.4285714285714285,-0.3585714285714285,[-0.525],0,0.35,-0.5714285714285714,-0.22142857142857142,[-0.6],0,0.42,-0.6071428571428571,-0.1871428571428571
540,1917.0,[-0.425],1,0.43999999999999995,-0.5357142857142857,-0.09571428571428575,[-0.55],0,0.21,-0.5714285714285714,-0.36142857142857143,[-0.425],0,0.0,-0.4642857142857142,-0.4642857142857142,[-0.575],0,0.35,-0.6428571428571428,-0.2928571428571428,[-0.625],0,0.35,-0.6428571428571428,-0.2928571428571428
541,1916.0,[-0.55],1,0.51,-0.6428571428571428,-0.13285714285714278,[-0.575],0,0.13999999999999999,-0.6071428571428571,-0.4671428571428571,[-0.475],0,0.0,-0.5357142857142856,-0.5357142857142856,[-0.65],0,0.27999999999999997,-0.6785714285714285,-0.3985714285714285,[-0.65],0,0.27999999999999997,-0.6785714285714285,-0.3985714285714285
542,1915.0,[-0.625],1,0.58,-0.7142857142857143,-0.13428571428571434,[-0.6],1,0.06999999999999999,-0.6071428571428571,-0.5371428571428571,[-0.525],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.675],0,0.21,-0.6785714285714285,-0.4685714285714285,[-0.675],0,0.27999999999999997,-0.7142857142857142,-0.4342857142857142
543,1913.0,[-0.725],1,0.6499999999999999,-0.75,-0.10000000000000009,[-0.6],1,0.37,-0.6071428571428571,-0.2371428571428571,[-0.575],0,0.0,-0.5714285714285714,-0.5714285714285714,[-0.675],0,0.21,-0.6785714285714286,-0.46857142857142864,[-0.725],0,0.21,-0.6785714285714286,-0.46857142857142864
544,1912.0,[-0.775],1,0.72,-0.8214285714285715,-0.10142857142857153,[-0.625],1,0.06999999999999999,-0.6428571428571429,-0.572857142857143,[-0.6],0,0.0,-0.6071428571428572,-0.6071428571428572,[-0.7],0,0.13999999999999999,-0.6785714285714286,-0.5385714285714286,[-0.7],0,0.13999999999999999,-0.6785714285714286,-0.5385714285714286
545,1911.0,[-0.825],1,0.7899999999999999,-0.8571428571428572,-0.06714285714285728,[-0.625],1,0.06999999999999999,-0.6428571428571429,-0.572857142857143,[-0.6],0,0.0,-0.6071428571428572,-0.6071428571428572,[-0.675],0,0.06999999999999999,-0.6428571428571429,-0.572857142857143,[-0.675],0,0.13999999999999999,-0.6785714285714286,-0.5385714285714286
546,1909.0,[-0.875],1,0.8599999999999999,-0.8928571428571429,-0.03285714285714303,[-0.65],1,0.43999999999999995,-0.6309523809523809,-0.19095238095238098,[-0.625],0,0.0,-0.5595238095238095,-0.5595238095238095,[-0.65],0,0.0,-0.5595238095238095,-0.5595238095238095,[-0.7],0,0.06999999999999999,-0.5952380952380951,-0.5252380952380952
547,1908.0,[-0.9],1,0.9299999999999999,-0.8928571428571429,0.03714285714285703,[-0.65],1,0.13999999999999999,-0.5476190476190477,-0.40761904761904766,[-0.575],0,0.0,-0.47619047619047616,-0.47619047619047616,[-0.575],0,0.0,-0.47619047619047616,-0.47619047619047616,[-0.6],0,0.06999999999999999,-0.5119047619047619,-0.44190476190476186
548,1907.0,[-0.9],0,0.63,-0.8928571428571428,-0.2628571428571428,[-0.55],1,0.51,-0.5833333333333333,-0.07333333333333325,[-0.475],1,0.0,-0.47619047619047616,-0.47619047619047616,[-0.475],0,0.0,-0.47619047619047616,-0.47619047619047616,[-0.5],0,0.0,-0.47619047619047616,-0.47619047619047616
549,1906.0,[-0.9],0,0.5599999999999999,-0.8571428571428572,-0.29714285714285726,[-0.575],1,0.21,-0.6309523809523809,-0.42095238095238097,[-0.475],1,0.37,-0.5595238095238094,-0.18952380952380943,[-0.475],0,0.0,-0.5238095238095237,-0.5238095238095237,[-0.475],0,0.0,-0.5238095238095237,-0.5238095238095237
550,1904.0,[-0.875],0,0.48999999999999994,-0.7857142857142857,-0.29571428571428576,[-0.65],1,0.58,-0.6785714285714286,-0.09857142857142864,[-0.575],1,0.43999999999999995,-0.6071428571428571,-0.16714285714285715,[-0.55],0,0.0,-0.5357142857142857,-0.5357142857142857,[-0.55],0,0.0,-0.5357142857142857,-0.5357142857142857
551,1902.0,[-0.775],0,0.42,-0.7142857142857143,-0.2942857142857143,[-0.675],0,0.27999999999999997,-0.6428571428571428,-0.3628571428571428,[-0.6],1,0.51,-0.6071428571428571,-0.09714285714285709,[-0.525],0,0.0,-0.5,-0.5,[-0.525],1,0.37,-0.5357142857142857,-0.1657142857142857
552,1901.0,[-0.725],0,0.35,-0.6785714285714286,-0.3285714285714286,[-0.65],0,0.27999999999999997,-0.6428571428571428,-0.3628571428571428,[-0.6],1,0.21,-0.6071428571428571,-0.39714285714285713,[-0.5],0,0.0,-0.5,-0.5,[-0.525],1,0.43999999999999995,-0.5714285714285714,-0.13142857142857145
553,1899.0,[-0.675],0,0.27999999999999997,-0.6428571428571428,-0.3628571428571428,[-0.65],0,0.21,-0.6071428571428571,-0.39714285714285713,[-0.6],1,0.58,-0.6428571428571428,-0.06285714285714283,[-0.5],1,0.0,-0.49999999999999994,-0.49999999999999994,[-0.575],1,0.51,-0.6071428571428571,-0.09714285714285709
554,1898.0,[-0.65],0,0.21,-0.6071428571428571,-0.39714285714285713,[-0.6],0,0.21,-0.6071428571428571,-0.39714285714285713,[-0.65],1,0.27999999999999997,-0.6428571428571428,-0.3628571428571428,[-0.5],0,0.0,-0.4999999999999999,-0.4999999999999999,[-0.6],1,0.58,-0.6428571428571428,-0.06285714285714283
555,1896.0,[-0.6],0,0.13999999999999999,-0.5357142857142857,-0.3957142857142857,[-0.6],0,0.21,-0.5714285714285714,-0.36142857142857143,[-0.65],1,0.27999999999999997,-0.6071428571428571,-0.3271428571428571,[-0.5],1,0.37,-0.4999999999999999,-0.1299999999999999,[-0.65],1,0.6499999999999999,-0.6428571428571428,0.0071428571428571175
556,1895.0,[-0.55],0,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.575],0,0.13999999999999999,-0.5714285714285714,-0.4314285714285714,[-0.625],1,0.6499999999999999,-0.6785714285714286,-0.028571428571428692,[-0.5],0,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.65],1,0.35,-0.6785714285714286,-0.3285714285714286
557,1894.0,[-0.55],0,0.0,-0.5,-0.5,[-0.6],1,0.13999999999999999,-0.5714285714285714,-0.4314285714285714,[-0.7],1,0.72,-0.7142857142857143,0.005714285714285672,[-0.55],0,0.06999999999999999,-0.5357142857142857,-0.4657142857142857,[-0.7],1,0.35,-0.6785714285714286,-0.3285714285714286
558,1892.0,[-0.5],0,0.0,-0.46428571428571425,-0.46428571428571425,[-0.575],1,0.43999999999999995,-0.5357142857142857,-0.09571428571428575,[-0.725],0,0.42,-0.6785714285714286,-0.2585714285714286,[-0.525],1,0.43999999999999995,-0.5357142857142857,-0.09571428571428575,[-0.675],1,0.35,-0.6428571428571429,-0.2928571428571429
559,1890.0,[-0.45],0,0.0,-0.42857142857142855,-0.42857142857142855,[-0.525],1,0.13999999999999999,-0.49999999999999994,-0.36,[-0.675],1,0.35,-0.6071428571428571,-0.2571428571428571,[-0.525],1,0.51,-0.5357142857142857,-0.02571428571428569,[-0.625],1,0.72,-0.6428571428571428,0.07714285714285718
560,1887.0,[-0.425],0,0.0,-0.3928571428571428,-0.3928571428571428,[-0.5],1,0.43999999999999995,-0.4642857142857142,-0.024285714285714244,[-0.6],1,0.6499999999999999,-0.5714285714285714,0.07857142857142851,[-0.525],1,0.58,-0.5357142857142857,0.04428571428571426,[-0.65],1,0.42,-0.6071428571428571,-0.1871428571428571
561,1884.0,[-0.375],0,0.0,-0.3571428571428571,-0.3571428571428571,[-0.45],1,0.51,-0.4642857142857142,0.04571428571428582,[-0.55],1,0.27999999999999997,-0.49999999999999994,-0.21999999999999997,[-0.525],1,0.6499999999999999,-0.5357142857142857,0.11428571428571421,[-0.6],1,0.72,-0.5714285714285714,0.14857142857142858
562,1882.0,[-0.35],0,0.0,-0.32142857142857134,-0.32142857142857134,[-0.45],1,0.58,-0.4642857142857142,0.11571428571428577,[-0.5],1,0.6499999999999999,-0.4999999999999999,0.15000000000000002,[-0.525],1,0.35,-0.4999999999999999,-0.1499999999999999,[-0.575],1,0.35,-0.4999999999999999,-0.1499999999999999
563,1882.0,[-0.325],1,0.0,-0.3928571428571428,-0.3928571428571428,[-0.475],1,0.27999999999999997,-0.5357142857142856,-0.2557142857142856,[-0.5],0,0.27999999999999997,-0.5357142857142856,-0.2557142857142856,[-0.5],1,0.35,-0.5714285714285713,-0.2214285714285713,[-0.5],0,0.27999999999999997,-0.5357142857142856,-0.2557142857142856
564,1880.0,[-0.375],1,0.0,-0.3571428571428571,-0.3571428571428571,[-0.525],1,0.6499999999999999,-0.5357142857142856,0.11428571428571432,[-0.525],0,0.27999999999999997,-0.4999999999999999,-0.21999999999999992,[-0.55],1,0.35,-0.5357142857142856,-0.1857142857142856,[-0.525],1,0.58,-0.4999999999999999,0.08000000000000007
565,1878.0,[-0.35],1,0.37,-0.3928571428571428,-0.022857142857142798,[-0.525],0,0.35,-0.5357142857142856,-0.1857142857142856,[-0.5],0,0.27999999999999997,-0.4999999999999999,-0.21999999999999992,[-0.525],1,0.27999999999999997,-0.4999999999999999,-0.21999999999999992,[-0.5],1,0.58,-0.4999999999999999,0.08000000000000007
