step,resource,emotion_0,emotion_1,emotion_2,emotion_3,emotion_4,reward_0,reward_1,reward_2,reward_3,reward_4,action_0,action_1,action_2,action_3,action_4
35,1920.0,0.18571428571428572,0.18571428571428572,0.22857142857142856,0.22857142857142856,0.7714285714285714,0.39409722222222227,1.5868055555555556,1.6024305555555556,1.6024305555555556,0.4253472222222222,0,1,1,1,1
36,1918.0,0.18055555555555555,0.6944444444444444,0.7361111111111112,0.7361111111111112,0.2638888888888889,1.5219594594594597,0.3344594594594595,1.5422297297297298,0.34966216216216217,0.3597972972972973,1,0,1,0,0
37,1915.0,0.6891891891891893,0.1891891891891892,0.7432432432432432,0.22972972972972974,0.25675675675675674,0.3963815789473684,1.5888157894736843,1.6085526315789473,1.6036184210526316,0.4210526315789474,0,1,1,1,0
38,1914.0,0.18421052631578946,0.6973684210526316,0.75,0.7368421052631579,0.25,0.2676282051282051,0.27243589743589747,0.2916666666666667,1.4791666666666667,0.2916666666666667,0,0,0,1,0
39,1913.0,0.1794871794871795,0.19230769230769232,0.24358974358974358,0.7435897435897436,0.24358974358974358,0.2640625,0.26875000000000004,1.4796875,0.2875,0.2875,0,0,1,0,0
40,1912.0,0.175,0.1875,0.75,0.2375,0.2375,1.4527439024390243,0.2652439024390244,0.28810975609756095,0.28353658536585363,0.28353658536585363,1,0,0,0,0
41,1910.0,0.6829268292682926,0.18292682926829268,0.24390243902439024,0.23170731707317074,0.23170731707317074,0.32589285714285715,1.5178571428571428,0.3482142857142857,1.5357142857142858,0.34375,0,1,0,1,0
42,1907.0,0.17857142857142858,0.6904761904761905,0.23809523809523808,0.7380952380952381,0.2261904761904762,0.3880813953488372,1.5843023255813953,0.4098837209302325,1.6017441860465116,1.5973837209302326,0,1,0,1,1
43,1905.0,0.1744186046511628,0.6976744186046512,0.23255813953488372,0.7441860465116279,0.7325581395348837,0.32386363636363635,1.5241477272727273,0.3451704545454546,0.3494318181818182,1.5369318181818181,0,1,0,0,1
44,1901.0,0.17045454545454544,0.7045454545454546,0.22727272727272727,0.23863636363636365,0.7386363636363636,1.6416666666666666,1.6541666666666668,1.6625,1.6666666666666667,0.475,1,1,1,1,0
45,1898.0,0.6777777777777778,0.7111111111111111,0.7333333333333334,0.7444444444444445,0.23333333333333334,1.5828804347826086,1.5951086956521738,0.4116847826086956,1.607336956521739,0.4116847826086956,1,1,0,1,0
46,1896.0,0.6847826086956521,0.717391304347826,0.22826086956521738,0.75,0.22826086956521738,0.3311170212765957,0.3430851063829787,1.538563829787234,1.5465425531914894,0.34707446808510634,0,0,1,1,0
47,1894.0,0.18085106382978725,0.2127659574468085,0.7340425531914894,0.7553191489361701,0.22340425531914893,1.5208333333333333,0.3411458333333333,0.3489583333333333,0.3567708333333333,1.5364583333333333,1,0,0,0,1
48,1892.0,0.6875,0.20833333333333334,0.22916666666666666,0.25,0.7291666666666666,0.3316326530612245,1.5306122448979593,1.538265306122449,0.35459183673469385,0.3469387755102041,0,1,1,0,0
49,1891.0,0.1836734693877551,0.7142857142857143,0.7346938775510204,0.24489795918367346,0.22448979591836735,0.26625,0.27749999999999997,0.285,0.28875,1.4725,0,0,0,0,1
50,1888.0,0.18,0.21,0.23,0.24,0.73,1.5821078431372548,1.593137254901961,1.6004901960784315,0.41299019607843135,0.40931372549019607,1,1,1,0,1
51,1886.0,0.6862745098039216,0.7156862745098039,0.7352941176470589,0.23529411764705882,0.22549019607843138,0.33052884615384615,0.34134615384615385,1.5396634615384617,0.3485576923076923,1.5360576923076923,0,0,1,0,1
52,1884.0,0.18269230769230768,0.21153846153846154,0.7403846153846154,0.23076923076923078,0.7307692307692308,0.3290094339622641,0.339622641509434,1.5412735849056602,1.5377358490566038,0.3466981132075472,0,0,1,1,0
53,1882.0,0.1792452830188679,0.20754716981132076,0.7452830188679245,0.7358490566037736,0.22641509433962265,0.3275462962962963,0.33796296296296297,1.542824074074074,1.5393518518518519,0.34490740740740744,0,0,1,1,0
54,1880.0,0.17592592592592593,0.2037037037037037,0.75,0.7407407407407407,0.2222222222222222,0.32613636363636367,1.5272727272727273,0.35340909090909095,1.540909090909091,0.34318181818181814,0,1,0,1,0
55,1878.0,0.17272727272727273,0.7090909090909091,0.24545454545454545,0.7454545454545455,0.21818181818181817,0.3247767857142857,1.5290178571428572,0.3515625,1.5424107142857144,0.34151785714285715,0,1,0,1,0
56,1875.0,0.16964285714285715,0.7142857142857143,0.24107142857142858,0.75,0.21428571428571427,1.5778508771929824,0.40350877192982454,0.4133771929824561,1.6074561403508771,1.594298245614035,1,0,0,1,1
57,1873.0,0.6754385964912281,0.21052631578947367,0.23684210526315788,0.7543859649122807,0.7192982456140351,1.5172413793103448,0.33943965517241376,0.3491379310344827,0.35560344827586204,1.5334051724137931,1,0,0,0,1
58,1870.0,0.6810344827586207,0.20689655172413793,0.23275862068965517,0.25,0.7241379310344828,0.3919491525423729,1.5921610169491527,1.6016949152542375,1.6080508474576272,0.4078389830508475,0,1,1,1,0
59,1870.0,0.17796610169491525,0.711864406779661,0.7372881355932204,0.7542372881355932,0.22033898305084745,0.20104166666666667,0.21354166666666669,0.22291666666666665,0.22916666666666669,0.21666666666666667,0,0,0,0,0
60,1870.0,0.175,0.20833333333333334,0.23333333333333334,0.25,0.21666666666666667,0.19774590163934425,0.21004098360655737,0.2192622950819672,0.22540983606557377,0.21311475409836067,0,0,0,0,1
61,1869.0,0.1721311475409836,0.20491803278688525,0.22950819672131148,0.2459016393442623,0.21311475409836064,0.25806451612903225,0.2701612903225806,0.27923387096774194,1.4758064516129032,0.27318548387096775,0,0,0,1,0
62,1866.0,0.1693548387096774,0.20161290322580644,0.22580645161290322,0.75,0.20967741935483872,0.3829365079365079,1.5853174603174602,0.4037698412698413,1.6031746031746033,1.5882936507936507,0,1,0,1,1
63,1863.0,0.16666666666666666,0.7063492063492063,0.2222222222222222,0.753968253968254,0.7142857142857143,0.3828125,1.587890625,1.59375,0.4150390625,1.5908203125,0,1,1,0,1
64,1862.0,0.1640625,0.7109375,0.7265625,0.25,0.71875,0.25576923076923075,1.4634615384615386,0.27884615384615385,0.28750000000000003,0.2759615384615385,0,1,0,0,0
65,1862.0,0.16153846153846155,0.7153846153846154,0.2230769230769231,0.24615384615384617,0.2153846153846154,0.19034090909090912,0.21022727272727273,0.21306818181818182,0.22159090909090912,0.21022727272727273,0,0,0,1,0
66,1861.0,0.1590909090909091,0.21212121212121213,0.2196969696969697,0.24242424242424243,0.21212121212121213,0.25093283582089554,0.27052238805970147,1.4636194029850746,0.28171641791044777,0.2705223880597015,0,0,1,0,0
67,1860.0,0.15671641791044777,0.208955223880597,0.7238805970149254,0.23880597014925373,0.208955223880597,0.24908088235294118,0.2683823529411765,0.27389705882352944,0.27941176470588236,1.4586397058823528,0,0,0,0,1
68,1857.0,0.15441176470588236,0.20588235294117646,0.22058823529411764,0.23529411764705882,0.7132352941176471,1.5643115942028984,1.5833333333333335,1.588768115942029,0.40398550724637683,0.39583333333333337,1,1,1,0,0
69,1856.0,0.6594202898550725,0.7101449275362319,0.7246376811594203,0.2318840579710145,0.21014492753623187,0.25,1.4589285714285714,0.2741071428571429,0.2767857142857143,0.26875000000000004,0,1,0,0,0
70,1854.0,0.15714285714285714,0.7142857142857143,0.22142857142857142,0.22857142857142856,0.20714285714285716,0.31161971830985913,1.522887323943662,0.33538732394366194,0.3380281690140845,1.5202464788732395,0,1,0,0,1
71,1852.0,0.15492957746478872,0.7183098591549295,0.21830985915492956,0.22535211267605634,0.7112676056338028,1.5008680555555556,0.33420138888888884,1.5243055555555556,0.3368055555555556,0.33159722222222227,1,0,1,0,0
72,1851.0,0.6597222222222222,0.2152777777777778,0.7222222222222222,0.2222222222222222,0.20833333333333334,0.24914383561643832,1.4597602739726028,0.2722602739726027,0.2722602739726027,0.26712328767123283,0,1,0,0,0
73,1849.0,0.15753424657534246,0.7191780821917808,0.2191780821917808,0.2191780821917808,0.2054794520547945,1.5008445945945947,0.3336148648648649,0.3336148648648649,0.3336148648648649,1.5185810810810811,1,0,0,0,1
74,1847.0,0.6621621621621622,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.7094594594594594,1.5025,1.5225,0.3325,0.3325,0.33,1,1,0,0,0
75,1847.0,0.6666666666666666,0.72,0.21333333333333335,0.21333333333333335,0.20666666666666667,0.1875,0.20723684210526316,0.20476973684210525,0.20476973684210525,0.20230263157894735,0,0,0,0,0
76,1844.0,0.16447368421052633,0.21710526315789475,0.21052631578947367,0.21052631578947367,0.20394736842105263,1.5649350649350648,1.5844155844155843,1.5819805194805194,0.3920454545454546,0.38961038961038963,1,1,1,0,0
77,1840.0,0.6688311688311688,0.7207792207792207,0.7142857142857143,0.2077922077922078,0.2012987012987013,1.6306089743589745,0.4599358974358974,1.6474358974358974,1.6450320512820513,1.642628205128205,1,0,1,1,1
78,1839.0,0.6730769230769231,0.21794871794871795,0.717948717948718,0.7115384615384616,0.7051282051282051,0.25395569620253167,0.27056962025316456,0.27056962025316456,1.4580696202531644,0.26582278481012656,0,0,0,1,0
79,1838.0,0.17088607594936708,0.21518987341772153,0.21518987341772153,0.7151898734177216,0.20253164556962025,0.25234375,0.26875,0.26875,0.26875,1.45390625,0,0,0,0,1
80,1836.0,0.16875,0.2125,0.2125,0.2125,0.70625,0.3140432098765432,0.33024691358024694,0.33024691358024694,1.5200617283950617,1.5177469135802468,0,0,0,1,1
81,1833.0,0.16666666666666666,0.20987654320987653,0.20987654320987653,0.7160493827160493,0.7098765432098766,1.5663109756097562,0.39253048780487804,1.5823170731707317,1.5846036585365852,0.392530487804878,1,0,1,1,0
82,1831.0,0.6707317073170732,0.2073170731707317,0.7134146341463414,0.7195121951219512,0.2073170731707317,0.31551204819277107,1.5188253012048192,0.3313253012048193,1.5233433734939759,0.32906626506024095,0,1,0,1,0
83,1829.0,0.1686746987951807,0.7108433734939759,0.21084337349397592,0.7228915662650602,0.20481927710843373,0.31473214285714285,0.3303571428571429,1.5200892857142856,0.3348214285714286,1.5178571428571428,0,0,1,0,1
84,1827.0,0.16666666666666666,0.20833333333333334,0.7142857142857143,0.22023809523809523,0.7083333333333334,0.3139705882352941,0.32941176470588235,1.5213235294117649,1.5235294117647058,0.3294117647058824,0,0,1,1,1
85,1827.0,0.16470588235294117,0.20588235294117646,0.7176470588235294,0.7235294117647059,0.20588235294117646,0.1867732558139535,0.20203488372093023,0.20639534883720928,0.20857558139534882,0.2020348837209302,0,0,0,0,0
86,1826.0,0.16279069767441862,0.20348837209302326,0.21511627906976744,0.22093023255813954,0.20348837209302326,0.2478448275862069,1.4525862068965516,0.2672413793103448,0.2693965517241379,0.2629310344827586,1,1,0,0,0
87,1825.0,0.16091954022988506,0.7068965517241379,0.21264367816091953,0.21839080459770116,0.20114942528735633,0.2464488636363636,0.2634943181818182,0.265625,1.4573863636363638,0.26136363636363635,0,0,0,1,0
88,1824.0,0.1590909090909091,0.20454545454545456,0.21022727272727273,0.7215909090909091,0.19886363636363635,0.24508426966292132,0.261938202247191,1.4536516853932584,0.2682584269662921,0.2598314606741573,0,0,1,0,0
89,1822.0,0.15730337078651685,0.20224719101123595,0.7134831460674157,0.21910112359550563,0.19662921348314608,0.30694444444444446,0.3236111111111111,1.5173611111111112,1.5194444444444444,0.32152777777777775,0,0,1,1,0
90,1822.0,0.15555555555555556,0.2,0.7166666666666667,0.7222222222222222,0.19444444444444445,0.17994505494505494,0.19642857142857142,0.2026098901098901,0.20467032967032966,0.19436813186813187,0,0,0,0,0
91,1822.0,0.15384615384615385,0.1978021978021978,0.21428571428571427,0.21978021978021978,0.19230769230769232,0.17798913043478262,0.19429347826086957,0.20040760869565216,0.20244565217391303,0.1922554347826087,0,0,0,0,0
92,1820.0,0.15217391304347827,0.1956521739130435,0.21195652173913043,0.21739130434782608,0.19021739130434784,1.4919354838709677,0.3185483870967742,0.3245967741935484,0.32661290322580644,1.5060483870967742,1,0,0,0,1
93,1818.0,0.6559139784946236,0.1935483870967742,0.20967741935483872,0.21505376344086022,0.6935483870967742,1.4933510638297873,0.31781914893617025,1.5132978723404256,0.3257978723404255,0.31781914893617025,1,0,1,0,0
94,1816.0,0.6595744680851063,0.19148936170212766,0.7127659574468085,0.2127659574468085,0.19148936170212766,0.30526315789473685,0.3171052631578947,1.5144736842105262,1.5144736842105262,0.3171052631578947,0,1,1,1,0
95,1813.0,0.15789473684210525,0.18947368421052632,0.7157894736842105,0.7157894736842105,0.18947368421052632,1.5572916666666667,1.5690104166666667,1.5787760416666667,0.3893229166666667,0.3795572916666667,1,1,1,0,0
96,1811.0,0.6614583333333334,0.6927083333333334,0.71875,0.21354166666666666,0.1875,0.30670103092783507,0.31829896907216493,1.5173969072164948,1.5154639175257731,0.3163659793814433,0,0,1,1,0
97,1811.0,0.15979381443298968,0.19072164948453607,0.7216494845360825,0.7164948453608248,0.18556701030927836,0.17984693877551022,0.1913265306122449,0.20280612244897958,0.20089285714285715,0.18941326530612246,0,0,0,0,0
98,1810.0,0.15816326530612246,0.18877551020408162,0.2193877551020408,0.21428571428571427,0.1836734693877551,0.2411616161616162,0.25252525252525254,0.2638888888888889,0.2619949494949495,1.4400252525252526,0,0,0,0,1
99,1808.0,0.15656565656565657,0.18686868686868688,0.21717171717171718,0.21212121212121213,0.6868686868686869,0.303125,1.50375,1.5150000000000001,0.32375,0.31437499999999996,0,1,1,0,0
100,1806.0,0.155,0.69,0.72,0.21,0.185,0.3025990099009901,0.3155940594059406,0.32673267326732675,1.5123762376237624,1.5030940594059405,0,0,0,1,1
101,1805.0,0.15346534653465346,0.18811881188118812,0.21782178217821782,0.7128712871287128,0.6881188118811881,0.2389705882352941,1.4411764705882353,0.26286764705882354,0.2610294117647059,0.25183823529411764,0,1,0,0,0
102,1803.0,0.15196078431372548,0.6911764705882353,0.21568627450980393,0.2107843137254902,0.18627450980392157,0.30097087378640774,1.5048543689320388,0.3246359223300971,0.32281553398058255,1.5030339805825244,0,1,0,0,1
103,1802.0,0.15048543689320387,0.6941747572815534,0.21359223300970873,0.2087378640776699,0.6893203883495146,0.2373798076923077,0.2536057692307692,1.4501201923076923,0.2590144230769231,0.2518028846153846,0,0,1,0,0
104,1801.0,0.14903846153846154,0.19230769230769232,0.7163461538461539,0.20673076923076922,0.1875,0.2363095238095238,0.2523809523809524,0.2613095238095238,1.4470238095238095,0.2505952380952381,0,0,0,1,0
105,1799.0,0.14761904761904762,0.19047619047619047,0.21428571428571427,0.7095238095238096,0.18571428571428572,0.2983490566037736,1.5035377358490565,1.5123820754716981,0.32134433962264153,0.3125,0,1,1,0,0
106,1798.0,0.14622641509433962,0.6933962264150944,0.7169811320754718,0.20754716981132076,0.18396226415094338,1.4240654205607477,0.2523364485981308,0.2610981308411215,0.25759345794392524,0.24883177570093457,1,0,1,0,0
107,1795.0,0.6495327102803738,0.19158878504672897,0.21495327102803738,0.205607476635514,0.1822429906542056,1.550925925925926,1.566550925925926,1.5752314814814814,0.38252314814814814,0.3738425925925926,1,1,1,0,0
108,1793.0,0.6527777777777778,0.6944444444444444,0.7175925925925926,0.2037037037037037,0.18055555555555555,1.489678899082569,0.31594036697247707,0.3245412844036697,1.5086009174311927,0.31077981651376146,1,0,0,1,0
109,1792.0,0.6559633027522935,0.1926605504587156,0.21559633027522937,0.7064220183486238,0.17889908256880735,0.23863636363636365,0.2522727272727273,0.26079545454545455,0.25738636363636364,1.4363636363636365,0,0,0,0,1
110,1792.0,0.15454545454545454,0.19090909090909092,0.21363636363636362,0.20454545454545456,0.6818181818181819,0.17454954954954954,0.18806306306306306,0.196509009009009,0.19313063063063063,0.18468468468468469,0,0,0,0,0
111,1790.0,0.15315315315315314,0.1891891891891892,0.21171171171171171,0.20270270270270271,0.18018018018018017,0.29910714285714285,0.3125,1.5100446428571428,0.3175223214285714,1.4983258928571428,0,0,1,0,1
112,1789.0,0.15178571428571427,0.1875,0.7142857142857143,0.20089285714285715,0.6830357142857143,0.23561946902654868,0.2488938053097345,1.448008849557522,0.2538716814159292,0.2472345132743363,0,0,1,0,0
113,1788.0,0.1504424778761062,0.18584070796460178,0.7168141592920354,0.19911504424778761,0.18141592920353983,0.23464912280701755,0.24780701754385964,0.2593201754385965,1.4418859649122808,0.2461622807017544,0,0,0,1,0
114,1788.0,0.14912280701754385,0.18421052631578946,0.2149122807017544,0.7017543859649122,0.17982456140350878,0.1706521739130435,0.18369565217391304,0.19510869565217392,0.19021739130434784,0.18206521739130432,0,0,0,0,1
115,1786.0,0.14782608695652175,0.1826086956521739,0.21304347826086956,0.2,0.1782608695652174,0.2952586206896552,1.4973060344827585,0.3195043103448276,0.3146551724137931,1.4956896551724137,0,1,1,0,1
116,1784.0,0.14655172413793102,0.6853448275862069,0.21120689655172414,0.19827586206896552,0.6810344827586207,0.2948717948717949,1.498397435897436,1.5080128205128205,0.3141025641025641,0.3076923076923077,0,1,1,0,0
117,1783.0,0.1452991452991453,0.688034188034188,0.7136752136752137,0.19658119658119658,0.1794871794871795,0.23146186440677965,1.4364406779661016,0.256885593220339,0.2505296610169492,0.2441737288135593,0,1,0,0,0
118,1782.0,0.1440677966101695,0.6906779661016949,0.211864406779661,0.19491525423728814,0.17796610169491525,1.4196428571428572,0.24789915966386555,0.2557773109243698,0.2494747899159664,0.24317226890756305,1,0,0,0,0
119,1781.0,0.6470588235294118,0.18907563025210083,0.21008403361344538,0.19327731092436976,0.17647058823529413,0.23125,0.246875,1.44375,0.24843750000000003,0.2421875,0,0,1,0,0
120,1780.0,0.14583333333333334,0.1875,0.7125,0.19166666666666668,0.175,0.23037190082644626,1.4349173553719008,0.25516528925619836,0.24741735537190085,0.2412190082644628,0,1,0,0,0
121,1779.0,0.1446280991735537,0.6900826446280992,0.21074380165289255,0.19008264462809918,0.17355371900826447,0.22950819672131148,0.2464139344262295,0.2540983606557377,0.2464139344262295,1.4293032786885247,0,0,0,0,1
122,1779.0,0.14344262295081966,0.1885245901639344,0.20901639344262296,0.1885245901639344,0.6762295081967213,0.16565040650406504,0.18241869918699188,0.19004065040650406,0.18241869918699186,0.17784552845528456,0,0,0,0,0
123,1778.0,0.14227642276422764,0.18699186991869918,0.2073170731707317,0.18699186991869918,0.17479674796747968,1.4163306451612903,0.2439516129032258,0.25151209677419356,0.24395161290322578,0.23941532258064516,1,0,0,0,0
124,1777.0,0.6451612903225806,0.18548387096774194,0.2056451612903226,0.18548387096774194,0.17338709677419356,0.22799999999999998,1.432,0.2505,0.243,0.2385,0,1,0,1,0
125,1777.0,0.144,0.688,0.204,0.184,0.172,0.16418650793650794,0.18055555555555555,0.1865079365079365,0.1790674603174603,0.1746031746031746,0,0,0,0,0
126,1775.0,0.14285714285714285,0.1865079365079365,0.20238095238095238,0.18253968253968253,0.17063492063492064,0.2888779527559055,0.3051181102362205,1.5,1.4926181102362204,0.2992125984251969,0,0,1,1,0
127,1774.0,0.14173228346456693,0.18503937007874016,0.7047244094488189,0.6850393700787402,0.16929133858267717,1.41455078125,0.24169921875,0.2490234375,0.24169921875,0.23583984375,1,0,1,1,0
128,1772.0,0.64453125,0.18359375,0.203125,0.18359375,0.16796875,0.28924418604651164,0.30377906976744184,1.5,1.4927325581395348,0.29796511627906974,0,0,1,1,0
129,1770.0,0.1434108527131783,0.1821705426356589,0.7054263565891473,0.686046511627907,0.16666666666666666,1.4778846153846155,0.30336538461538465,1.5009615384615385,0.30480769230769234,0.29759615384615384,1,0,1,0,0
130,1770.0,0.6461538461538462,0.18076923076923077,0.7076923076923077,0.18461538461538463,0.16538461538461538,0.16412213740458015,0.17700381679389313,0.18702290076335878,0.1784351145038168,0.17127862595419846,0,0,0,0,0
131,1769.0,0.1450381679389313,0.17938931297709923,0.20610687022900764,0.183206106870229,0.16412213740458015,0.2258522727272727,0.23863636363636362,0.24857954545454547,0.2400568181818182,1.421875,0,0,0,0,1
132,1767.0,0.14393939393939395,0.17803030303030304,0.20454545454545456,0.18181818181818182,0.6666666666666666,0.2880639097744361,1.4896616541353382,0.3106203007518797,0.30216165413533835,1.4854323308270676,0,1,0,0,1
133,1765.0,0.14285714285714285,0.6804511278195489,0.20300751879699247,0.18045112781954886,0.6691729323308271,1.476679104477612,0.30177238805970147,0.3101679104477612,0.30177238805970147,1.486473880597015,1,0,0,0,1
134,1764.0,0.6455223880597015,0.1791044776119403,0.20149253731343283,0.1791044776119403,0.6716417910447761,0.22592592592592592,0.23842592592592593,0.24675925925925926,0.23842592592592593,1.424537037037037,0,0,0,0,1
135,1763.0,0.14444444444444443,0.17777777777777778,0.2,0.17777777777777778,0.674074074074074,0.22518382352941177,0.2375919117647059,0.24586397058823528,0.2375919117647059,1.4250919117647058,0,0,1,0,1
136,1760.0,0.14338235294117646,0.17647058823529413,0.19852941176470587,0.17647058823529413,0.6764705882352942,1.5392335766423357,0.3626824817518248,1.5597627737226278,0.3626824817518248,1.551551094890511,1,1,1,0,1
137,1759.0,0.6459854014598541,0.17518248175182483,0.7007299270072993,0.17518248175182483,0.6788321167883211,1.414855072463768,0.23686594202898553,0.24637681159420288,0.23686594202898553,0.23822463768115942,1,0,0,0,0
138,1759.0,0.6485507246376812,0.17391304347826086,0.19927536231884058,0.17391304347826086,0.17753623188405798,0.16366906474820145,0.1731115107913669,0.18255395683453238,0.1731115107913669,0.17446043165467626,0,0,0,0,0
