step,resource,observation_0,action_0,personal_reward_0,empathic_reward_0,combined_reward_0,observation_1,action_1,personal_reward_1,empathic_reward_1,combined_reward_1,observation_2,action_2,personal_reward_2,empathic_reward_2,combined_reward_2,observation_3,action_3,personal_reward_3,empathic_reward_3,combined_reward_3,observation_4,action_4,personal_reward_4,empathic_reward_4,combined_reward_4
187,2590.0,[0.05],0,0.13999999999999999,2.7755575615628914e-17,2.7755575615628914e-17,[-0.15],0,0.35,-0.14999999999999997,-0.14999999999999997,[0.05],1,0.13999999999999999,2.7755575615628914e-17,2.7755575615628914e-17,[-0.1],0,0.35,-0.14999999999999997,-0.14999999999999997,[-0.25],1,0.8599999999999999,-0.3,-0.3
188,2588.0,[0.],1,0.51,-0.1,-0.1,[-0.15],1,0.27999999999999997,-0.15000000000000002,-0.15000000000000002,[0.],0,0.13999999999999999,-0.05000000000000002,-0.05000000000000002,[-0.15],1,0.6499999999999999,-0.2,-0.2,[-0.3],0,0.48999999999999994,-0.3,-0.3
189,2585.0,[-0.1],0,0.21,-0.15000000000000002,-0.15000000000000002,[-0.15],1,0.58,-0.20000000000000007,-0.20000000000000007,[-0.05],0,0.06999999999999999,-0.05000000000000002,-0.05000000000000002,[-0.2],1,0.6499999999999999,-0.25,-0.25,[-0.3],1,0.7899999999999999,-0.35,-0.35
190,2583.0,[-0.15],0,0.21,-0.14999999999999997,-0.14999999999999997,[-0.2],1,0.58,-0.2,-0.2,[-0.05],0,0.06999999999999999,-0.04999999999999996,-0.04999999999999996,[-0.25],0,0.27999999999999997,-0.19999999999999996,-0.19999999999999996,[-0.35],1,0.8599999999999999,-0.39999999999999997,-0.39999999999999997
191,2581.0,[-0.15],0,0.21,-0.15000000000000002,-0.15000000000000002,[-0.2],1,0.6499999999999999,-0.25,-0.25,[-0.05],0,0.06999999999999999,-0.04999999999999999,-0.04999999999999999,[-0.2],0,0.21,-0.15000000000000002,-0.15000000000000002,[-0.4],1,0.8599999999999999,-0.4,-0.4
192,2579.0,[-0.15],0,0.21,-0.09999999999999998,-0.09999999999999998,[-0.25],1,0.72,-0.25,-0.25,[-0.05],0,0.06999999999999999,0.0,0.0,[-0.15],0,0.21,-0.09999999999999998,-0.09999999999999998,[-0.4],1,0.8599999999999999,-0.35,-0.35
193,2576.0,[-0.1],0,0.13999999999999999,-0.04999999999999999,-0.04999999999999999,[-0.25],1,0.72,-0.24999999999999994,-0.24999999999999994,[-2.77555756e-17],1,0.43999999999999995,-0.04999999999999999,-0.04999999999999999,[-0.1],0,0.13999999999999999,-0.04999999999999999,-0.04999999999999999,[-0.35],1,0.9299999999999999,-0.4,-0.4
194,2572.0,[-0.05],1,0.51,0.0,0.0,[-0.25],1,0.7899999999999999,-0.2,-0.2,[-0.05],1,0.43999999999999995,0.04999999999999999,0.04999999999999999,[-0.05],0,0.13999999999999999,0.04999999999999999,0.04999999999999999,[-0.4],1,0.9299999999999999,-0.30000000000000004,-0.30000000000000004
195,2570.0,[2.77555756e-17],0,0.13999999999999999,0.0,0.0,[-0.2],0,0.42,-0.2,-0.2,[0.05],0,0.13999999999999999,0.0,0.0,[0.05],1,0.51,-0.04999999999999999,-0.04999999999999999,[-0.3],1,0.9299999999999999,-0.35,-0.35
196,2569.0,[0.],0,0.13999999999999999,0.0,0.0,[-0.2],1,0.7899999999999999,-0.25,-0.25,[0.],0,0.13999999999999999,0.0,0.0,[-0.05],0,0.21,-0.04999999999999999,-0.04999999999999999,[-0.35],0,0.5599999999999999,-0.30000000000000004,-0.30000000000000004
197,2565.0,[0.],1,0.51,0.10000000000000006,0.10000000000000006,[-0.25],1,0.8599999999999999,-0.14999999999999997,-0.14999999999999997,[0.],0,0.13999999999999999,0.15000000000000005,0.15000000000000005,[-0.05],1,0.58,0.050000000000000044,0.050000000000000044,[-0.3],1,0.8599999999999999,-0.14999999999999997,-0.14999999999999997
198,2563.0,[0.1],0,0.13999999999999999,0.15000000000000005,0.15000000000000005,[-0.15],1,0.9299999999999999,-0.19999999999999996,-0.19999999999999996,[0.15],0,0.13999999999999999,0.15000000000000005,0.15000000000000005,[0.05],1,0.58,0.050000000000000044,0.050000000000000044,[-0.15],0,0.5599999999999999,-0.14999999999999997,-0.14999999999999997
199,2560.0,[0.15],1,0.13999999999999999,0.15000000000000005,0.15000000000000005,[-0.2],1,0.9299999999999999,-0.19999999999999996,-0.19999999999999996,[0.15],0,0.13999999999999999,0.15000000000000005,0.15000000000000005,[0.05],1,0.58,0.050000000000000044,0.050000000000000044,[-0.15],1,0.8599999999999999,-0.14999999999999997,-0.14999999999999997
200,2558.0,[0.15],0,0.13999999999999999,0.15000000000000005,0.15000000000000005,[-0.2],0,0.5599999999999999,-0.14999999999999997,-0.14999999999999997,[0.15],1,0.51,0.10000000000000006,0.10000000000000006,[0.05],0,0.27999999999999997,0.050000000000000044,0.050000000000000044,[-0.15],1,0.8599999999999999,-0.14999999999999997,-0.14999999999999997
201,2554.0,[0.15],1,0.51,0.20000000000000004,0.20000000000000004,[-0.15],1,0.8599999999999999,-0.04999999999999999,-0.04999999999999999,[0.1],0,0.21,0.20000000000000004,0.20000000000000004,[0.05],1,0.6499999999999999,0.10000000000000003,0.10000000000000003,[-0.15],1,0.8599999999999999,-0.04999999999999999,-0.04999999999999999
202,2551.0,[0.2],1,0.58,0.20000000000000004,0.20000000000000004,[-0.05],1,0.8599999999999999,2.7755575615628914e-17,2.7755575615628914e-17,[0.2],0,0.21,0.25000000000000006,0.25000000000000006,[0.1],0,0.35,0.15000000000000005,0.15000000000000005,[-0.05],1,0.8599999999999999,2.7755575615628914e-17,2.7755575615628914e-17
203,2548.0,[0.2],0,0.27999999999999997,0.20000000000000004,0.20000000000000004,[-2.77555756e-17],1,0.8599999999999999,2.7755575615628914e-17,2.7755575615628914e-17,[0.25],1,0.51,0.25000000000000006,0.25000000000000006,[0.15],1,0.35,0.15000000000000005,0.15000000000000005,[-1.38777878e-17],1,0.8599999999999999,2.7755575615628914e-17,2.7755575615628914e-17
204,2544.0,[0.2],1,0.58,0.20000000000000004,0.20000000000000004,[-2.77555756e-17],1,0.8599999999999999,2.7755575615628914e-17,2.7755575615628914e-17,[0.25],1,0.51,0.25000000000000006,0.25000000000000006,[0.15],1,0.35,0.15000000000000005,0.15000000000000005,[-1.38777878e-17],1,0.8599999999999999,2.7755575615628914e-17,2.7755575615628914e-17
205,2541.0,[0.2],0,0.27999999999999997,0.25000000000000006,0.25000000000000006,[-2.77555756e-17],1,0.5599999999999999,0.050000000000000044,0.050000000000000044,[0.25],1,0.58,0.25000000000000006,0.25000000000000006,[0.15],1,0.6499999999999999,0.20000000000000007,0.20000000000000007,[-1.38777878e-17],1,0.8599999999999999,0.050000000000000044,0.050000000000000044
206,2538.0,[0.25],0,0.27999999999999997,0.35000000000000003,0.35000000000000003,[0.05],1,0.8599999999999999,0.15000000000000002,0.15000000000000002,[0.25],1,0.6499999999999999,0.30000000000000004,0.30000000000000004,[0.2],0,0.35,0.30000000000000004,0.30000000000000004,[0.05],1,0.9299999999999999,0.10000000000000003,0.10000000000000003
207,2535.0,[0.35],1,0.58,0.3,0.3,[0.15],0,0.48999999999999994,0.15000000000000002,0.15000000000000002,[0.3],1,0.72,0.2,0.2,[0.3],1,0.6499999999999999,0.25,0.25,[0.1],0,0.5599999999999999,0.09999999999999998,0.09999999999999998
208,2533.0,[0.3],0,0.27999999999999997,0.3,0.3,[0.15],1,0.42,0.2,0.2,[0.2],1,0.7899999999999999,0.15000000000000002,0.15000000000000002,[0.25],1,0.6499999999999999,0.25,0.25,[0.1],0,0.5599999999999999,0.09999999999999998,0.09999999999999998
209,2533.0,[0.3],0,0.27999999999999997,0.14999999999999997,0.14999999999999997,[0.2],0,0.35,0.09999999999999998,0.09999999999999998,[0.15],0,0.48999999999999994,0.0,0.0,[0.25],1,0.27999999999999997,0.14999999999999997,0.14999999999999997,[0.1],0,0.48999999999999994,0.0,0.0
210,2531.0,[0.15],0,0.27999999999999997,0.14999999999999997,0.14999999999999997,[0.1],1,0.35,0.09999999999999998,0.09999999999999998,[0.],0,0.42,0.04999999999999999,0.04999999999999999,[0.15],1,0.6499999999999999,0.09999999999999998,0.09999999999999998,[0.],1,0.7899999999999999,0.0,0.0
211,2528.0,[0.15],0,0.21,0.14999999999999997,0.14999999999999997,[0.1],1,0.6499999999999999,0.04999999999999996,0.04999999999999996,[0.05],0,0.42,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.1],1,0.6499999999999999,0.04999999999999996,0.04999999999999996,[0.],1,0.7899999999999999,-0.05000000000000002,-0.05000000000000002
212,2526.0,[0.15],1,0.13999999999999999,0.14999999999999997,0.14999999999999997,[0.05],1,0.6499999999999999,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.],0,0.42,-0.05000000000000002,-0.05000000000000002,[0.05],1,0.72,-0.05000000000000002,-0.05000000000000002,[-0.05],0,0.42,-0.05000000000000002,-0.05000000000000002
213,2524.0,[0.15],0,0.13999999999999999,0.09999999999999998,0.09999999999999998,[1.38777878e-17],1,0.6499999999999999,-0.05000000000000002,-0.05000000000000002,[-0.05],0,0.35,-0.05000000000000002,-0.05000000000000002,[-0.05],1,0.7899999999999999,-0.15,-0.15,[-0.05],0,0.35,-0.05000000000000002,-0.05000000000000002
214,2522.0,[0.1],0,0.06999999999999999,0.050000000000000044,0.050000000000000044,[-0.05],1,0.6499999999999999,-0.14999999999999997,-0.14999999999999997,[-0.05],0,0.27999999999999997,-0.09999999999999998,-0.09999999999999998,[-0.15],1,0.8599999999999999,-0.3,-0.3,[-0.05],0,0.27999999999999997,-0.09999999999999998,-0.09999999999999998
215,2519.0,[0.05],0,0.06999999999999999,0.05000000000000002,0.05000000000000002,[-0.15],1,0.72,-0.2,-0.2,[-0.1],1,0.21,-0.04999999999999999,-0.04999999999999999,[-0.3],1,0.8599999999999999,-0.3,-0.3,[-0.1],1,0.58,-0.09999999999999998,-0.09999999999999998
216,2516.0,[0.05],0,0.06999999999999999,0.05000000000000002,0.05000000000000002,[-0.2],1,0.72,-0.19999999999999996,-0.19999999999999996,[-0.05],0,0.13999999999999999,0.0,0.0,[-0.3],1,0.9299999999999999,-0.35000000000000003,-0.35000000000000003,[-0.1],1,0.58,-0.10000000000000003,-0.10000000000000003
217,2514.0,[0.05],0,0.0,0.04999999999999999,0.04999999999999999,[-0.2],0,0.42,-0.25,-0.25,[-1.38777878e-17],0,0.06999999999999999,0.0,0.0,[-0.35],1,0.9299999999999999,-0.4,-0.4,[-0.1],1,0.6499999999999999,-0.2,-0.2
218,2511.0,[0.05],0,0.0,0.09999999999999998,0.09999999999999998,[-0.25],1,0.7899999999999999,-0.25,-0.25,[0.],0,0.0,0.09999999999999998,0.09999999999999998,[-0.4],1,0.9299999999999999,-0.35000000000000003,-0.35000000000000003,[-0.2],1,0.72,-0.2,-0.2
219,2508.0,[0.1],0,0.0,0.25,0.25,[-0.25],1,0.8599999999999999,-0.15000000000000002,-0.15000000000000002,[0.1],0,0.0,0.25,0.25,[-0.35],1,1.0,-0.25,-0.25,[-0.2],1,0.7899999999999999,-0.09999999999999998,-0.09999999999999998
220,2507.0,[0.25],1,0.37,0.15000000000000002,0.15000000000000002,[-0.15],0,0.5599999999999999,-0.2,-0.2,[0.25],0,0.0,0.2,0.2,[-0.25],0,0.63,-0.25,-0.25,[-0.1],0,0.42,-0.09999999999999998,-0.09999999999999998
221,2504.0,[0.15],1,0.43999999999999995,0.10000000000000003,0.10000000000000003,[-0.2],1,0.8599999999999999,-0.2,-0.2,[0.2],1,0.0,0.20000000000000004,0.20000000000000004,[-0.25],1,0.9299999999999999,-0.24999999999999997,-0.24999999999999997,[-0.1],0,0.35,-0.04999999999999996,-0.04999999999999996
222,2502.0,[0.1],1,0.51,0.04999999999999999,0.04999999999999999,[-0.2],0,0.48999999999999994,-0.14999999999999997,-0.14999999999999997,[0.2],0,0.0,0.19999999999999998,0.19999999999999998,[-0.25],1,0.9299999999999999,-0.25,-0.25,[-0.05],0,0.35,-0.04999999999999999,-0.04999999999999999
223,2500.0,[0.05],1,0.58,0.0,0.0,[-0.15],0,0.42,-0.09999999999999998,-0.09999999999999998,[0.2],1,0.0,0.2,0.2,[-0.25],1,0.9299999999999999,-0.25,-0.25,[-0.05],0,0.35,-0.04999999999999999,-0.04999999999999999
224,2498.0,[0.],0,0.27999999999999997,0.0,0.0,[-0.1],0,0.35,-0.04999999999999999,-0.04999999999999999,[0.2],1,0.37,0.15000000000000002,0.15000000000000002,[-0.25],1,0.9299999999999999,-0.25,-0.25,[-0.05],1,0.35,-0.04999999999999999,-0.04999999999999999
225,2496.0,[0.],1,0.6499999999999999,-0.09999999999999998,-0.09999999999999998,[-0.05],0,0.27999999999999997,-0.04999999999999999,-0.04999999999999999,[0.15],0,0.06999999999999999,0.10000000000000003,0.10000000000000003,[-0.25],1,0.9299999999999999,-0.3,-0.3,[-0.05],0,0.27999999999999997,-0.04999999999999999,-0.04999999999999999
226,2495.0,[-0.1],1,0.72,-0.25,-0.25,[-0.05],1,0.21,-0.1,-0.1,[0.1],0,0.06999999999999999,0.0,0.0,[-0.3],1,0.5599999999999999,-0.35,-0.35,[-0.05],0,0.21,-0.09999999999999998,-0.09999999999999998
227,2493.0,[-0.25],1,0.7899999999999999,-0.30000000000000004,-0.30000000000000004,[-0.1],0,0.21,-0.1,-0.1,[-1.38777878e-17],0,0.06999999999999999,0.0,0.0,[-0.35],1,0.8599999999999999,-0.35000000000000003,-0.35000000000000003,[-0.1],0,0.13999999999999999,-0.05000000000000002,-0.05000000000000002
228,2490.0,[-0.3],1,0.8599999999999999,-0.35000000000000003,-0.35000000000000003,[-0.1],1,0.51,-0.09999999999999998,-0.09999999999999998,[0.],0,0.06999999999999999,2.7755575615628914e-17,2.7755575615628914e-17,[-0.35],1,0.8599999999999999,-0.35,-0.35,[-0.05],1,0.06999999999999999,2.7755575615628914e-17,2.7755575615628914e-17
229,2488.0,[-0.35],1,0.5599999999999999,-0.39999999999999997,-0.39999999999999997,[-0.1],0,0.13999999999999999,-0.09999999999999998,-0.09999999999999998,[-2.77555756e-17],0,0.06999999999999999,-0.04999999999999996,-0.04999999999999996,[-0.35],1,0.8599999999999999,-0.4,-0.4,[-2.77555756e-17],1,0.37,-0.04999999999999996,-0.04999999999999996
230,2486.0,[-0.4],1,0.8599999999999999,-0.35,-0.35,[-0.1],0,0.13999999999999999,-0.04999999999999996,-0.04999999999999996,[-0.05],0,0.06999999999999999,5.551115123125783e-17,5.551115123125783e-17,[-0.4],0,0.5599999999999999,-0.35,-0.35,[-0.05],1,0.43999999999999995,-0.04999999999999996,-0.04999999999999996
231,2484.0,[-0.35],1,0.8599999999999999,-0.4,-0.4,[-0.05],0,0.06999999999999999,-0.04999999999999996,-0.04999999999999996,[0.],0,0.06999999999999999,-0.04999999999999996,-0.04999999999999996,[-0.35],1,0.8599999999999999,-0.4,-0.4,[-0.05],0,0.13999999999999999,-0.09999999999999998,-0.09999999999999998
232,2481.0,[-0.4],1,0.8599999999999999,-0.35,-0.35,[-0.05],1,0.43999999999999995,-0.04999999999999996,-0.04999999999999996,[-0.05],0,0.06999999999999999,5.551115123125783e-17,5.551115123125783e-17,[-0.4],1,0.8599999999999999,-0.35,-0.35,[-0.1],0,0.13999999999999999,-0.04999999999999996,-0.04999999999999996
233,2480.0,[-0.35],1,0.8599999999999999,-0.4,-0.4,[-0.05],1,0.13999999999999999,-0.1,-0.1,[0.],0,0.06999999999999999,-0.04999999999999999,-0.04999999999999999,[-0.35],1,0.48999999999999994,-0.35,-0.35,[-0.05],0,0.13999999999999999,-0.1,-0.1
234,2477.0,[-0.4],1,0.9299999999999999,-0.4,-0.4,[-0.1],1,0.51,-0.1,-0.1,[-0.05],0,0.0,0.04999999999999999,0.04999999999999999,[-0.35],1,0.7899999999999999,-0.3,-0.3,[-0.1],0,0.13999999999999999,-0.05000000000000002,-0.05000000000000002
235,2474.0,[-0.4],1,0.9299999999999999,-0.35,-0.35,[-0.1],1,0.58,-0.1,-0.1,[0.05],0,0.0,0.1,0.1,[-0.3],1,0.7899999999999999,-0.24999999999999997,-0.24999999999999997,[-0.05],0,0.13999999999999999,0.0,0.0
236,2472.0,[-0.35],1,0.5599999999999999,-0.24999999999999997,-0.24999999999999997,[-0.1],1,0.6499999999999999,-0.09999999999999995,-0.09999999999999995,[0.1],0,0.0,0.15000000000000005,0.15000000000000005,[-0.25],1,0.8599999999999999,-0.24999999999999997,-0.24999999999999997,[2.77555756e-17],0,0.13999999999999999,0.050000000000000044,0.050000000000000044
237,2470.0,[-0.25],1,0.8599999999999999,-0.25,-0.25,[-0.1],1,0.72,-0.15,-0.15,[0.15],0,0.0,0.15,0.15,[-0.25],0,0.48999999999999994,-0.19999999999999998,-0.19999999999999998,[0.05],0,0.13999999999999999,0.04999999999999999,0.04999999999999999
238,2469.0,[-0.25],0,0.48999999999999994,-0.30000000000000004,-0.30000000000000004,[-0.15],1,0.72,-0.25,-0.25,[0.15],0,0.0,0.04999999999999996,0.04999999999999996,[-0.2],0,0.42,-0.25,-0.25,[0.05],0,0.13999999999999999,-0.050000000000000044,-0.050000000000000044
239,2469.0,[-0.3],0,0.48999999999999994,-0.4,-0.4,[-0.25],0,0.42,-0.35000000000000003,-0.35000000000000003,[0.05],0,0.0,-0.050000000000000044,-0.050000000000000044,[-0.25],0,0.35,-0.30000000000000004,-0.30000000000000004,[-0.05],0,0.06999999999999999,-0.10000000000000003,-0.10000000000000003
240,2469.0,[-0.4],0,0.42,-0.45,-0.45,[-0.35],0,0.42,-0.45,-0.45,[-0.05],0,0.0,-0.15000000000000002,-0.15000000000000002,[-0.3],0,0.35,-0.4,-0.4,[-0.1],0,0.0,-0.15000000000000002,-0.15000000000000002
241,2467.0,[-0.45],0,0.35,-0.4,-0.4,[-0.45],1,0.42,-0.45,-0.45,[-0.15],1,0.37,-0.2,-0.2,[-0.4],0,0.27999999999999997,-0.35000000000000003,-0.35000000000000003,[-0.15],1,0.37,-0.2,-0.2
242,2465.0,[-0.4],0,0.27999999999999997,-0.4,-0.4,[-0.45],1,0.72,-0.5,-0.5,[-0.2],1,0.06999999999999999,-0.25,-0.25,[-0.35],0,0.21,-0.35,-0.35,[-0.2],1,0.43999999999999995,-0.30000000000000004,-0.30000000000000004
243,2464.0,[-0.4],0,0.21,-0.35,-0.35,[-0.5],0,0.42,-0.5,-0.5,[-0.25],0,0.06999999999999999,-0.25,-0.25,[-0.35],0,0.21,-0.35,-0.35,[-0.3],1,0.51,-0.35,-0.35
244,2463.0,[-0.35],0,0.13999999999999999,-0.39999999999999997,-0.39999999999999997,[-0.5],1,0.35,-0.55,-0.55,[-0.25],0,0.06999999999999999,-0.35,-0.35,[-0.35],0,0.13999999999999999,-0.39999999999999997,-0.39999999999999997,[-0.35],1,0.58,-0.5,-0.5
245,2462.0,[-0.4],0,0.06999999999999999,-0.45,-0.45,[-0.55],1,0.27999999999999997,-0.6000000000000001,-0.6000000000000001,[-0.35],1,0.06999999999999999,-0.45,-0.45,[-0.4],0,0.06999999999999999,-0.45,-0.45,[-0.5],1,0.6499999999999999,-0.65,-0.65
246,2461.0,[-0.45],0,0.06999999999999999,-0.5,-0.5,[-0.6],0,0.21,-0.6000000000000001,-0.6000000000000001,[-0.45],0,0.06999999999999999,-0.5,-0.5,[-0.45],0,0.0,-0.45,-0.45,[-0.65],1,0.72,-0.75,-0.75
247,2459.0,[-0.5],0,0.0,-0.45000000000000007,-0.45000000000000007,[-0.6],1,0.51,-0.6,-0.6,[-0.5],0,0.06999999999999999,-0.5,-0.5,[-0.45],0,0.0,-0.45000000000000007,-0.45000000000000007,[-0.75],1,0.7899999999999999,-0.8,-0.8
248,2458.0,[-0.45],0,0.0,-0.45000000000000007,-0.45000000000000007,[-0.6],1,0.51,-0.6,-0.6,[-0.5],0,0.06999999999999999,-0.5,-0.5,[-0.45],0,0.0,-0.45000000000000007,-0.45000000000000007,[-0.8],0,0.48999999999999994,-0.8,-0.8
249,2456.0,[-0.45],1,0.37,-0.4,-0.4,[-0.6],1,0.58,-0.55,-0.55,[-0.5],0,0.06999999999999999,-0.4,-0.4,[-0.45],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.8],0,0.48999999999999994,-0.7,-0.7
250,2455.0,[-0.4],0,0.06999999999999999,-0.35,-0.35,[-0.55],0,0.27999999999999997,-0.5,-0.5,[-0.4],0,0.06999999999999999,-0.35,-0.35,[-0.35],0,0.0,-0.3,-0.3,[-0.7],1,0.8599999999999999,-0.7,-0.7
251,2454.0,[-0.35],0,0.06999999999999999,-0.4,-0.4,[-0.5],0,0.27999999999999997,-0.5499999999999999,-0.5499999999999999,[-0.35],0,0.0,-0.35,-0.35,[-0.3],0,0.0,-0.35,-0.35,[-0.7],1,0.8599999999999999,-0.75,-0.75
252,2453.0,[-0.4],0,0.06999999999999999,-0.44999999999999996,-0.44999999999999996,[-0.55],0,0.21,-0.5499999999999999,-0.5499999999999999,[-0.35],0,0.0,-0.4,-0.4,[-0.35],0,0.0,-0.4,-0.4,[-0.75],1,0.8599999999999999,-0.8,-0.8
253,2451.0,[-0.45],0,0.06999999999999999,-0.4,-0.4,[-0.55],0,0.21,-0.5,-0.5,[-0.4],0,0.0,-0.35,-0.35,[-0.4],1,0.37,-0.4,-0.4,[-0.8],1,0.8599999999999999,-0.75,-0.75
254,2450.0,[-0.4],0,0.06999999999999999,-0.4,-0.4,[-0.5],0,0.21,-0.5,-0.5,[-0.35],1,0.0,-0.35,-0.35,[-0.4],0,0.06999999999999999,-0.4,-0.4,[-0.75],1,0.8599999999999999,-0.75,-0.75
255,2448.0,[-0.4],0,0.06999999999999999,-0.35,-0.35,[-0.5],0,0.21,-0.44999999999999996,-0.44999999999999996,[-0.35],0,0.0,-0.30000000000000004,-0.30000000000000004,[-0.4],1,0.43999999999999995,-0.4,-0.4,[-0.75],1,0.8599999999999999,-0.7000000000000001,-0.7000000000000001
256,2445.0,[-0.35],0,0.06999999999999999,-0.25,-0.25,[-0.45],1,0.58,-0.4,-0.4,[-0.3],0,0.0,-0.19999999999999996,-0.19999999999999996,[-0.4],1,0.51,-0.35,-0.35,[-0.7],1,0.8599999999999999,-0.6,-0.6
257,2443.0,[-0.25],0,0.06999999999999999,-0.25,-0.25,[-0.4],1,0.58,-0.4,-0.4,[-0.2],0,0.0,-0.19999999999999996,-0.19999999999999996,[-0.35],1,0.21,-0.35,-0.35,[-0.6],1,0.8599999999999999,-0.6,-0.6
258,2442.0,[-0.25],0,0.06999999999999999,-0.25,-0.25,[-0.4],0,0.21,-0.35,-0.35,[-0.2],1,0.37,-0.25,-0.25,[-0.35],1,0.21,-0.35,-0.35,[-0.6],0,0.5599999999999999,-0.6,-0.6
259,2439.0,[-0.25],1,0.37,-0.19999999999999996,-0.19999999999999996,[-0.35],1,0.51,-0.29999999999999993,-0.29999999999999993,[-0.25],1,0.43999999999999995,-0.25,-0.25,[-0.35],0,0.21,-0.30000000000000004,-0.30000000000000004,[-0.6],1,0.5599999999999999,-0.55,-0.55
260,2436.0,[-0.2],0,0.06999999999999999,-0.09999999999999995,-0.09999999999999995,[-0.3],1,0.58,-0.24999999999999994,-0.24999999999999994,[-0.25],0,0.13999999999999999,-0.14999999999999997,-0.14999999999999997,[-0.3],1,0.58,-0.25,-0.25,[-0.55],1,0.8599999999999999,-0.45,-0.45
261,2433.0,[-0.1],0,0.06999999999999999,2.7755575615628914e-17,2.7755575615628914e-17,[-0.25],1,0.6499999999999999,-0.2,-0.2,[-0.15],1,0.51,-0.09999999999999998,-0.09999999999999998,[-0.25],1,0.27999999999999997,-0.15000000000000002,-0.15000000000000002,[-0.45],1,0.8599999999999999,-0.35000000000000003,-0.35000000000000003
262,2429.0,[-2.77555756e-17],0,0.06999999999999999,0.15000000000000002,0.15000000000000002,[-0.2],1,0.72,-0.09999999999999998,-0.09999999999999998,[-0.1],1,0.58,0.0,0.0,[-0.15],1,0.6499999999999999,-0.04999999999999999,-0.04999999999999999,[-0.35],1,0.8599999999999999,-0.2,-0.2
263,2425.0,[0.15],0,0.06999999999999999,0.25,0.25,[-0.1],1,0.7899999999999999,-0.04999999999999999,-0.04999999999999999,[-2.77555756e-17],1,0.6499999999999999,0.04999999999999999,0.04999999999999999,[-0.05],1,0.6499999999999999,0.04999999999999999,0.04999999999999999,[-0.2],1,0.8599999999999999,-0.10000000000000003,-0.10000000000000003
264,2423.0,[0.25],0,0.06999999999999999,0.29999999999999993,0.29999999999999993,[-0.05],0,0.48999999999999994,-5.551115123125783e-17,-5.551115123125783e-17,[0.05],1,0.72,0.04999999999999993,0.04999999999999993,[0.05],1,0.72,0.04999999999999993,0.04999999999999993,[-0.1],0,0.48999999999999994,-5.551115123125783e-17,-5.551115123125783e-17
265,2421.0,[0.3],0,0.06999999999999999,0.3,0.3,[-1.38777878e-17],1,0.8599999999999999,-0.050000000000000044,-0.050000000000000044,[0.05],1,0.42,0.04999999999999999,0.04999999999999999,[0.05],1,0.72,0.04999999999999999,0.04999999999999999,[0.],0,0.42,0.04999999999999999,0.04999999999999999
266,2419.0,[0.3],0,0.06999999999999999,0.25,0.25,[-0.05],1,0.8599999999999999,-0.10000000000000003,-0.10000000000000003,[0.05],0,0.42,0.0,0.0,[0.05],1,0.72,0.0,0.0,[0.05],0,0.35,0.04999999999999999,0.04999999999999999
267,2416.0,[0.25],0,0.06999999999999999,0.3,0.3,[-0.1],1,0.8599999999999999,-0.050000000000000044,-0.050000000000000044,[-1.38777878e-17],1,0.7899999999999999,0.0,0.0,[-1.38777878e-17],1,0.7899999999999999,0.0,0.0,[0.05],0,0.27999999999999997,0.14999999999999997,0.14999999999999997
268,2413.0,[0.3],0,0.06999999999999999,0.4,0.4,[-0.05],1,0.9299999999999999,0.0,0.0,[-1.38777878e-17],1,0.7899999999999999,0.10000000000000003,0.10000000000000003,[-1.38777878e-17],1,0.8599999999999999,0.04999999999999999,0.04999999999999999,[0.15],0,0.27999999999999997,0.25,0.25
269,2411.0,[0.4],0,0.0,0.4,0.4,[-1.38777878e-17],0,0.5599999999999999,0.0,0.0,[0.1],1,0.7899999999999999,0.050000000000000044,0.050000000000000044,[0.05],0,0.5599999999999999,0.0,0.0,[0.25],1,0.6499999999999999,0.15000000000000002,0.15000000000000002
270,2409.0,[0.4],0,0.0,0.35000000000000003,0.35000000000000003,[0.],1,0.8599999999999999,-0.04999999999999999,-0.04999999999999999,[0.05],1,0.48999999999999994,5.551115123125783e-17,5.551115123125783e-17,[0.],1,0.8599999999999999,-0.04999999999999999,-0.04999999999999999,[0.15],0,0.27999999999999997,0.15000000000000002,0.15000000000000002
271,2407.0,[0.35],0,0.0,0.30000000000000004,0.30000000000000004,[-0.05],1,0.8599999999999999,-0.1,-0.1,[-1.38777878e-17],1,0.42,2.7755575615628914e-17,2.7755575615628914e-17,[-0.05],1,0.9299999999999999,-0.15,-0.15,[0.15],0,0.21,0.15000000000000002,0.15000000000000002
272,2406.0,[0.3],0,0.0,0.15000000000000005,0.15000000000000005,[-0.1],1,0.8599999999999999,-0.24999999999999997,-0.24999999999999997,[0.],0,0.35,-0.09999999999999995,-0.09999999999999995,[-0.15],0,0.5599999999999999,-0.24999999999999997,-0.24999999999999997,[0.15],1,0.13999999999999999,0.050000000000000044,0.050000000000000044
273,2405.0,[0.15],0,0.0,0.0,0.0,[-0.25],1,0.8599999999999999,-0.4,-0.4,[-0.1],0,0.27999999999999997,-0.2,-0.2,[-0.25],1,0.48999999999999994,-0.35,-0.35,[0.05],0,0.06999999999999999,-0.04999999999999999,-0.04999999999999999
