step,resource,observation_0,action_0,personal_reward_0,empathic_reward_0,combined_reward_0,observation_1,action_1,personal_reward_1,empathic_reward_1,combined_reward_1,observation_2,action_2,personal_reward_2,empathic_reward_2,combined_reward_2,observation_3,action_3,personal_reward_3,empathic_reward_3,combined_reward_3,observation_4,action_4,personal_reward_4,empathic_reward_4,combined_reward_4
452,2074.0,[-0.6],0,0.0,-0.65,-0.65,[-0.8],1,0.27999999999999997,-0.85,-0.85,[-0.65],1,0.51,-0.8,-0.8,[-0.6],0,0.0,-0.65,-0.65,[-0.55],0,0.0,-0.65,-0.65
453,2071.0,[-0.65],1,0.37,-0.55,-0.55,[-0.85],1,0.6499999999999999,-0.75,-0.75,[-0.8],1,0.58,-0.7,-0.7,[-0.65],0,0.0,-0.5,-0.5,[-0.65],0,0.0,-0.5,-0.5
454,2069.0,[-0.55],1,0.06999999999999999,-0.5,-0.5,[-0.75],0,0.27999999999999997,-0.65,-0.65,[-0.7],1,0.6499999999999999,-0.7,-0.7,[-0.5],0,0.0,-0.45,-0.45,[-0.5],1,0.37,-0.5,-0.5
455,2067.0,[-0.5],1,0.43999999999999995,-0.5,-0.5,[-0.65],1,0.58,-0.6000000000000001,-0.6000000000000001,[-0.7],1,0.35,-0.6499999999999999,-0.6499999999999999,[-0.45],0,0.0,-0.4,-0.4,[-0.5],1,0.06999999999999999,-0.44999999999999996,-0.44999999999999996
456,2063.0,[-0.5],1,0.51,-0.4,-0.4,[-0.6],1,0.58,-0.45000000000000007,-0.45000000000000007,[-0.65],1,0.72,-0.55,-0.55,[-0.4],0,0.0,-0.25,-0.25,[-0.45],1,0.43999999999999995,-0.35,-0.35
457,2060.0,[-0.4],1,0.58,-0.30000000000000004,-0.30000000000000004,[-0.45],1,0.27999999999999997,-0.30000000000000004,-0.30000000000000004,[-0.55],1,0.7899999999999999,-0.44999999999999996,-0.44999999999999996,[-0.25],0,0.0,-0.1,-0.1,[-0.35],1,0.51,-0.25,-0.25
458,2055.0,[-0.3],1,0.6499999999999999,-0.09999999999999998,-0.09999999999999998,[-0.3],1,0.6499999999999999,-0.09999999999999998,-0.09999999999999998,[-0.45],1,0.8599999999999999,-0.25,-0.25,[-0.1],1,0.37,0.10000000000000003,0.10000000000000003,[-0.25],1,0.58,-0.04999999999999999,-0.04999999999999999
459,2051.0,[-0.1],1,0.72,-2.7755575615628914e-17,-2.7755575615628914e-17,[-0.1],1,0.72,-2.7755575615628914e-17,-2.7755575615628914e-17,[-0.25],0,0.48999999999999994,-0.05000000000000002,-0.05000000000000002,[0.1],1,0.43999999999999995,0.19999999999999996,0.19999999999999996,[-0.05],1,0.6499999999999999,0.04999999999999996,0.04999999999999996
460,2050.0,[2.77555756e-17],1,0.42,0.04999999999999996,0.04999999999999996,[2.77555756e-17],1,0.42,0.04999999999999996,0.04999999999999996,[-0.05],0,0.48999999999999994,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.2],1,0.13999999999999999,0.24999999999999994,0.24999999999999994,[0.05],1,0.72,0.04999999999999996,0.04999999999999996
461,2048.0,[0.05],1,0.7899999999999999,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.05],1,0.72,0.04999999999999996,0.04999999999999996,[1.38777878e-17],0,0.42,0.04999999999999996,0.04999999999999996,[0.25],1,0.13999999999999999,0.24999999999999994,0.24999999999999994,[0.05],1,0.42,0.04999999999999996,0.04999999999999996
462,2046.0,[1.38777878e-17],1,0.8599999999999999,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.05],1,0.7899999999999999,0.05000000000000002,0.05000000000000002,[0.05],0,0.35,0.15,0.15,[0.25],0,0.13999999999999999,0.3,0.3,[0.05],1,0.42,0.1,0.1
463,2045.0,[1.38777878e-17],1,0.48999999999999994,-0.05000000000000002,-0.05000000000000002,[0.05],0,0.42,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.15],0,0.27999999999999997,0.09999999999999995,0.09999999999999995,[0.3],1,0.13999999999999999,0.19999999999999996,0.19999999999999996,[0.1],1,0.7899999999999999,-0.05000000000000002,-0.05000000000000002
464,2043.0,[-0.05],1,0.8599999999999999,-0.10000000000000003,-0.10000000000000003,[1.38777878e-17],1,0.7899999999999999,-0.04999999999999999,-0.04999999999999999,[0.1],0,0.21,0.15,0.15,[0.2],0,0.13999999999999999,0.19999999999999998,0.19999999999999998,[-0.05],1,0.42,0.0,0.0
465,2039.0,[-0.1],1,0.8599999999999999,-5.551115123125783e-17,-5.551115123125783e-17,[-0.05],1,0.7899999999999999,0.04999999999999999,0.04999999999999999,[0.15],0,0.21,0.24999999999999997,0.24999999999999997,[0.2],1,0.51,0.24999999999999997,0.24999999999999997,[0.],1,0.7899999999999999,0.04999999999999999,0.04999999999999999
466,2036.0,[0.],0,0.48999999999999994,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.05],1,0.42,0.04999999999999996,0.04999999999999996,[0.25],1,0.51,0.19999999999999996,0.19999999999999996,[0.25],1,0.58,0.14999999999999994,0.14999999999999994,[0.05],1,0.7899999999999999,-2.7755575615628914e-17,-2.7755575615628914e-17
467,2034.0,[0.],1,0.7899999999999999,-0.05000000000000002,-0.05000000000000002,[0.05],1,0.42,-2.7755575615628914e-17,-2.7755575615628914e-17,[0.2],1,0.13999999999999999,0.19999999999999996,0.19999999999999996,[0.15],1,0.27999999999999997,0.09999999999999995,0.09999999999999995,[1.38777878e-17],1,0.7899999999999999,-0.05000000000000002,-0.05000000000000002
468,2032.0,[-0.05],1,0.7899999999999999,-0.2,-0.2,[1.38777878e-17],1,0.72,-0.15000000000000005,-0.15000000000000005,[0.2],1,0.06999999999999999,0.09999999999999995,0.09999999999999995,[0.1],0,0.21,-5.551115123125783e-17,-5.551115123125783e-17,[-0.05],1,0.42,-0.15000000000000005,-0.15000000000000005
469,2030.0,[-0.2],1,0.42,-0.25000000000000006,-0.25000000000000006,[-0.15],1,0.72,-0.25000000000000006,-0.25000000000000006,[0.1],0,0.06999999999999999,-2.7755575615628914e-17,-2.7755575615628914e-17,[1.38777878e-17],1,0.13999999999999999,-0.050000000000000044,-0.050000000000000044,[-0.15],1,0.72,-0.25,-0.25
470,2028.0,[-0.25],1,0.42,-0.2,-0.2,[-0.25],0,0.42,-0.2,-0.2,[1.38777878e-17],0,0.06999999999999999,0.04999999999999996,0.04999999999999996,[-0.05],1,0.51,-0.050000000000000044,-0.050000000000000044,[-0.25],1,0.72,-0.20000000000000004,-0.20000000000000004
471,2027.0,[-0.2],1,0.72,-0.25000000000000006,-0.25000000000000006,[-0.2],0,0.35,-0.2,-0.2,[0.05],0,0.06999999999999999,-2.7755575615628914e-17,-2.7755575615628914e-17,[-0.05],1,0.21,-0.10000000000000003,-0.10000000000000003,[-0.2],1,0.42,-0.25,-0.25
472,2027.0,[-0.25],0,0.35,-0.3,-0.3,[-0.2],0,0.27999999999999997,-0.25000000000000006,-0.25000000000000006,[0.],0,0.06999999999999999,-0.1,-0.1,[-0.1],1,0.21,-0.2,-0.2,[-0.25],1,0.42,-0.35,-0.35
473,2025.0,[-0.3],1,0.72,-0.3,-0.3,[-0.25],0,0.27999999999999997,-0.2,-0.2,[-0.1],0,0.06999999999999999,-0.05000000000000002,-0.05000000000000002,[-0.2],1,0.21,-0.15000000000000002,-0.15000000000000002,[-0.35],1,0.72,-0.30000000000000004,-0.30000000000000004
474,2023.0,[-0.3],1,0.72,-0.30000000000000004,-0.30000000000000004,[-0.2],0,0.21,-0.15000000000000002,-0.15000000000000002,[-0.05],0,0.06999999999999999,-0.05000000000000002,-0.05000000000000002,[-0.15],1,0.58,-0.2,-0.2,[-0.3],1,0.42,-0.3,-0.3
475,2022.0,[-0.3],1,0.72,-0.44999999999999996,-0.44999999999999996,[-0.15],0,0.13999999999999999,-0.25,-0.25,[-0.05],0,0.06999999999999999,-0.2,-0.2,[-0.2],1,0.21,-0.30000000000000004,-0.30000000000000004,[-0.3],1,0.35,-0.4,-0.4
476,2019.0,[-0.45],1,0.7899999999999999,-0.5,-0.5,[-0.25],0,0.13999999999999999,-0.25,-0.25,[-0.2],0,0.0,-0.15000000000000002,-0.15000000000000002,[-0.3],1,0.51,-0.30000000000000004,-0.30000000000000004,[-0.4],1,0.6499999999999999,-0.4,-0.4
477,2017.0,[-0.5],1,0.7899999999999999,-0.5,-0.5,[-0.25],0,0.13999999999999999,-0.25,-0.25,[-0.15],0,0.0,-0.15000000000000002,-0.15000000000000002,[-0.3],0,0.21,-0.30000000000000004,-0.30000000000000004,[-0.4],1,0.6499999999999999,-0.4,-0.4
478,2016.0,[-0.5],1,0.7899999999999999,-0.55,-0.55,[-0.25],0,0.06999999999999999,-0.25,-0.25,[-0.15],0,0.0,-0.20000000000000004,-0.20000000000000004,[-0.3],1,0.21,-0.35000000000000003,-0.35000000000000003,[-0.4],1,0.35,-0.45000000000000007,-0.45000000000000007
479,2016.0,[-0.55],0,0.48999999999999994,-0.6499999999999999,-0.6499999999999999,[-0.25],0,0.0,-0.3,-0.3,[-0.2],0,0.0,-0.3,-0.3,[-0.35],0,0.21,-0.45,-0.45,[-0.45],1,0.27999999999999997,-0.5,-0.5
480,2015.0,[-0.65],0,0.48999999999999994,-0.7,-0.7,[-0.3],0,0.0,-0.35,-0.35,[-0.3],1,0.37,-0.4,-0.4,[-0.45],0,0.13999999999999999,-0.45000000000000007,-0.45000000000000007,[-0.5],1,0.21,-0.5,-0.5
481,2013.0,[-0.7],0,0.42,-0.6000000000000001,-0.6000000000000001,[-0.35],0,0.0,-0.3,-0.3,[-0.4],1,0.43999999999999995,-0.39999999999999997,-0.39999999999999997,[-0.45],0,0.13999999999999999,-0.39999999999999997,-0.39999999999999997,[-0.5],1,0.58,-0.5,-0.5
482,2012.0,[-0.6],0,0.42,-0.55,-0.55,[-0.3],0,0.0,-0.25,-0.25,[-0.4],1,0.51,-0.39999999999999997,-0.39999999999999997,[-0.4],0,0.13999999999999999,-0.35000000000000003,-0.35000000000000003,[-0.5],1,0.27999999999999997,-0.45000000000000007,-0.45000000000000007
483,2010.0,[-0.55],0,0.35,-0.49999999999999994,-0.49999999999999994,[-0.25],0,0.0,-0.24999999999999997,-0.24999999999999997,[-0.4],1,0.58,-0.45,-0.45,[-0.35],0,0.13999999999999999,-0.35,-0.35,[-0.45],1,0.58,-0.44999999999999996,-0.44999999999999996
484,2008.0,[-0.5],0,0.27999999999999997,-0.45,-0.45,[-0.25],0,0.0,-0.25,-0.25,[-0.45],1,0.6499999999999999,-0.5,-0.5,[-0.35],0,0.06999999999999999,-0.3,-0.3,[-0.45],1,0.6499999999999999,-0.5,-0.5
485,2007.0,[-0.45],0,0.21,-0.4,-0.4,[-0.25],0,0.0,-0.25000000000000006,-0.25000000000000006,[-0.5],1,0.35,-0.5,-0.5,[-0.3],0,0.06999999999999999,-0.3,-0.3,[-0.5],1,0.72,-0.55,-0.55
486,2005.0,[-0.4],1,0.13999999999999999,-0.4,-0.4,[-0.25],0,0.0,-0.3,-0.3,[-0.5],1,0.72,-0.6000000000000001,-0.6000000000000001,[-0.3],0,0.0,-0.30000000000000004,-0.30000000000000004,[-0.55],1,0.72,-0.6000000000000001,-0.6000000000000001
487,2004.0,[-0.4],0,0.06999999999999999,-0.4,-0.4,[-0.3],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.6],1,0.7899999999999999,-0.7,-0.7,[-0.3],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.6],1,0.35,-0.6000000000000001,-0.6000000000000001
488,2004.0,[-0.4],0,0.0,-0.4,-0.4,[-0.35],0,0.0,-0.4,-0.4,[-0.7],0,0.48999999999999994,-0.75,-0.75,[-0.35],0,0.0,-0.4,-0.4,[-0.6],1,0.35,-0.65,-0.65
489,2002.0,[-0.4],0,0.0,-0.3,-0.3,[-0.4],0,0.0,-0.3,-0.3,[-0.75],1,0.8599999999999999,-0.7,-0.7,[-0.4],0,0.0,-0.3,-0.3,[-0.65],1,0.72,-0.6,-0.6
490,2001.0,[-0.3],0,0.0,-0.30000000000000004,-0.30000000000000004,[-0.3],0,0.0,-0.30000000000000004,-0.30000000000000004,[-0.7],1,0.48999999999999994,-0.65,-0.65,[-0.3],0,0.0,-0.30000000000000004,-0.30000000000000004,[-0.6],1,0.7899999999999999,-0.65,-0.65
491,1998.0,[-0.3],1,0.37,-0.30000000000000004,-0.30000000000000004,[-0.3],0,0.0,-0.25000000000000006,-0.25000000000000006,[-0.65],1,0.7899999999999999,-0.6,-0.6,[-0.3],0,0.0,-0.25000000000000006,-0.25000000000000006,[-0.65],1,0.7899999999999999,-0.6000000000000001,-0.6000000000000001
492,1996.0,[-0.3],0,0.06999999999999999,-0.25000000000000006,-0.25000000000000006,[-0.25],1,0.37,-0.25000000000000006,-0.25000000000000006,[-0.6],1,0.7899999999999999,-0.55,-0.55,[-0.25],0,0.0,-0.20000000000000007,-0.20000000000000007,[-0.6],1,0.48999999999999994,-0.55,-0.55
493,1994.0,[-0.25],0,0.06999999999999999,-0.25000000000000006,-0.25000000000000006,[-0.25],0,0.06999999999999999,-0.25000000000000006,-0.25000000000000006,[-0.55],1,0.7899999999999999,-0.55,-0.55,[-0.2],0,0.0,-0.20000000000000007,-0.20000000000000007,[-0.55],1,0.7899999999999999,-0.55,-0.55
494,1993.0,[-0.25],0,0.06999999999999999,-0.30000000000000004,-0.30000000000000004,[-0.25],0,0.06999999999999999,-0.30000000000000004,-0.30000000000000004,[-0.55],1,0.42,-0.55,-0.55,[-0.2],0,0.0,-0.25000000000000006,-0.25000000000000006,[-0.55],1,0.7899999999999999,-0.6000000000000001,-0.6000000000000001
495,1992.0,[-0.3],1,0.06999999999999999,-0.30000000000000004,-0.30000000000000004,[-0.3],0,0.06999999999999999,-0.30000000000000004,-0.30000000000000004,[-0.55],1,0.42,-0.55,-0.55,[-0.25],0,0.0,-0.25000000000000006,-0.25000000000000006,[-0.6],1,0.7899999999999999,-0.6000000000000001,-0.6000000000000001
496,1991.0,[-0.3],1,0.43999999999999995,-0.4,-0.4,[-0.3],0,0.06999999999999999,-0.35000000000000003,-0.35000000000000003,[-0.55],1,0.35,-0.55,-0.55,[-0.25],0,0.0,-0.3,-0.3,[-0.6],0,0.42,-0.6,-0.6
497,1990.0,[-0.4],0,0.13999999999999999,-0.4,-0.4,[-0.35],0,0.06999999999999999,-0.35000000000000003,-0.35000000000000003,[-0.55],1,0.6499999999999999,-0.55,-0.55,[-0.3],0,0.0,-0.3,-0.3,[-0.6],0,0.42,-0.6,-0.6
498,1990.0,[-0.4],0,0.13999999999999999,-0.4,-0.4,[-0.35],0,0.06999999999999999,-0.35000000000000003,-0.35000000000000003,[-0.55],1,0.35,-0.55,-0.55,[-0.3],0,0.0,-0.3,-0.3,[-0.6],0,0.42,-0.6,-0.6
499,1989.0,[-0.4],0,0.13999999999999999,-0.45,-0.45,[-0.35],0,0.06999999999999999,-0.4,-0.4,[-0.55],1,0.6499999999999999,-0.6,-0.6,[-0.3],0,0.0,-0.35,-0.35,[-0.6],0,0.35,-0.6,-0.6
500,1988.0,[-0.45],0,0.13999999999999999,-0.45,-0.45,[-0.4],0,0.06999999999999999,-0.39999999999999997,-0.39999999999999997,[-0.6],1,0.72,-0.6499999999999999,-0.6499999999999999,[-0.35],0,0.0,-0.35,-0.35,[-0.6],0,0.27999999999999997,-0.55,-0.55
501,1987.0,[-0.45],0,0.06999999999999999,-0.5,-0.5,[-0.4],0,0.06999999999999999,-0.5,-0.5,[-0.65],1,0.72,-0.75,-0.75,[-0.35],0,0.0,-0.45000000000000007,-0.45000000000000007,[-0.55],0,0.21,-0.6000000000000001,-0.6000000000000001
502,1986.0,[-0.5],0,0.06999999999999999,-0.55,-0.55,[-0.5],0,0.0,-0.5,-0.5,[-0.75],1,0.72,-0.7999999999999999,-0.7999999999999999,[-0.45],0,0.0,-0.5,-0.5,[-0.6],0,0.21,-0.65,-0.65
503,1986.0,[-0.55],0,0.06999999999999999,-0.65,-0.65,[-0.5],0,0.0,-0.6,-0.6,[-0.8],1,0.35,-0.85,-0.85,[-0.5],0,0.0,-0.6,-0.6,[-0.65],0,0.13999999999999999,-0.7,-0.7
504,1985.0,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.6],0,0.0,-0.6000000000000001,-0.6000000000000001,[-0.85],0,0.35,-0.8500000000000001,-0.8500000000000001,[-0.6],1,0.37,-0.65,-0.65,[-0.7],0,0.06999999999999999,-0.65,-0.65
505,1985.0,[-0.65],0,0.06999999999999999,-0.7,-0.7,[-0.6],0,0.0,-0.65,-0.65,[-0.85],0,0.35,-0.9,-0.9,[-0.65],1,0.06999999999999999,-0.7,-0.7,[-0.65],0,0.0,-0.65,-0.65
506,1984.0,[-0.7],0,0.0,-0.65,-0.65,[-0.65],0,0.0,-0.65,-0.65,[-0.9],0,0.35,-0.9,-0.9,[-0.7],1,0.43999999999999995,-0.75,-0.75,[-0.65],0,0.0,-0.65,-0.65
507,1983.0,[-0.65],1,0.37,-0.7,-0.7,[-0.65],0,0.0,-0.65,-0.65,[-0.9],0,0.27999999999999997,-0.85,-0.85,[-0.75],0,0.13999999999999999,-0.75,-0.75,[-0.65],0,0.0,-0.65,-0.65
508,1983.0,[-0.7],0,0.06999999999999999,-0.7,-0.7,[-0.65],0,0.0,-0.65,-0.65,[-0.85],0,0.27999999999999997,-0.85,-0.85,[-0.75],1,0.13999999999999999,-0.75,-0.75,[-0.65],0,0.0,-0.65,-0.65
509,1982.0,[-0.7],0,0.06999999999999999,-0.7,-0.7,[-0.65],0,0.0,-0.65,-0.65,[-0.85],1,0.58,-0.85,-0.85,[-0.75],1,0.13999999999999999,-0.75,-0.75,[-0.65],0,0.0,-0.65,-0.65
510,1982.0,[-0.7],0,0.06999999999999999,-0.75,-0.75,[-0.65],0,0.0,-0.7000000000000001,-0.7000000000000001,[-0.85],0,0.21,-0.85,-0.85,[-0.75],0,0.13999999999999999,-0.8,-0.8,[-0.65],0,0.0,-0.7000000000000001,-0.7000000000000001
511,1981.0,[-0.75],0,0.06999999999999999,-0.75,-0.75,[-0.7],0,0.0,-0.7,-0.7,[-0.85],0,0.13999999999999999,-0.8,-0.8,[-0.8],1,0.51,-0.85,-0.85,[-0.7],0,0.0,-0.7,-0.7
512,1980.0,[-0.75],0,0.06999999999999999,-0.75,-0.75,[-0.7],0,0.0,-0.7,-0.7,[-0.8],0,0.06999999999999999,-0.75,-0.75,[-0.85],1,0.58,-0.9,-0.9,[-0.7],1,0.0,-0.7,-0.7
513,1979.0,[-0.75],0,0.06999999999999999,-0.7,-0.7,[-0.7],1,0.37,-0.7,-0.7,[-0.75],0,0.06999999999999999,-0.7,-0.7,[-0.9],1,0.27999999999999997,-0.8500000000000001,-0.8500000000000001,[-0.7],0,0.0,-0.6500000000000001,-0.6500000000000001
514,1978.0,[-0.7],0,0.06999999999999999,-0.7,-0.7,[-0.7],0,0.06999999999999999,-0.7,-0.7,[-0.7],0,0.06999999999999999,-0.7,-0.7,[-0.85],1,0.58,-0.8500000000000001,-0.8500000000000001,[-0.65],0,0.0,-0.6500000000000001,-0.6500000000000001
515,1977.0,[-0.7],0,0.06999999999999999,-0.65,-0.65,[-0.7],0,0.06999999999999999,-0.65,-0.65,[-0.7],0,0.06999999999999999,-0.65,-0.65,[-0.85],1,0.6499999999999999,-0.8500000000000001,-0.8500000000000001,[-0.65],0,0.0,-0.6000000000000001,-0.6000000000000001
516,1976.0,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.85],1,0.6499999999999999,-0.8500000000000001,-0.8500000000000001,[-0.6],0,0.0,-0.6000000000000001,-0.6000000000000001
517,1975.0,[-0.65],0,0.0,-0.6000000000000001,-0.6000000000000001,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.65],0,0.06999999999999999,-0.65,-0.65,[-0.85],1,0.72,-0.9,-0.9,[-0.6],0,0.0,-0.6000000000000001,-0.6000000000000001
518,1974.0,[-0.6],0,0.0,-0.55,-0.55,[-0.65],0,0.06999999999999999,-0.6000000000000001,-0.6000000000000001,[-0.65],0,0.06999999999999999,-0.6000000000000001,-0.6000000000000001,[-0.9],1,0.7899999999999999,-0.9,-0.9,[-0.6],0,0.0,-0.55,-0.55
519,1973.0,[-0.55],0,0.0,-0.55,-0.55,[-0.6],1,0.06999999999999999,-0.6,-0.6,[-0.6],0,0.0,-0.55,-0.55,[-0.9],1,0.8599999999999999,-0.95,-0.95,[-0.55],0,0.0,-0.5499999999999999,-0.5499999999999999
520,1972.0,[-0.55],0,0.0,-0.5,-0.5,[-0.6],1,0.43999999999999995,-0.6,-0.6,[-0.55],0,0.0,-0.5,-0.5,[-0.95],0,0.5599999999999999,-0.9,-0.9,[-0.55],0,0.0,-0.5,-0.5
521,1970.0,[-0.5],0,0.0,-0.44999999999999996,-0.44999999999999996,[-0.6],1,0.51,-0.6,-0.6,[-0.5],0,0.0,-0.44999999999999996,-0.44999999999999996,[-0.9],1,0.8599999999999999,-0.85,-0.85,[-0.5],0,0.0,-0.44999999999999996,-0.44999999999999996
522,1968.0,[-0.45],0,0.0,-0.39999999999999997,-0.39999999999999997,[-0.6],1,0.58,-0.6,-0.6,[-0.45],0,0.0,-0.39999999999999997,-0.39999999999999997,[-0.85],1,0.8599999999999999,-0.8,-0.8,[-0.45],0,0.0,-0.4,-0.4
523,1967.0,[-0.4],0,0.0,-0.39999999999999997,-0.39999999999999997,[-0.6],1,0.58,-0.6,-0.6,[-0.4],0,0.0,-0.39999999999999997,-0.39999999999999997,[-0.8],1,0.5599999999999999,-0.8,-0.8,[-0.4],0,0.0,-0.4,-0.4
524,1965.0,[-0.4],0,0.0,-0.35,-0.35,[-0.6],1,0.6499999999999999,-0.6,-0.6,[-0.4],0,0.0,-0.35,-0.35,[-0.8],1,0.8599999999999999,-0.75,-0.75,[-0.4],0,0.0,-0.35,-0.35
525,1964.0,[-0.35],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.6],1,0.72,-0.65,-0.65,[-0.35],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.75],0,0.48999999999999994,-0.7,-0.7,[-0.35],0,0.0,-0.35000000000000003,-0.35000000000000003
526,1963.0,[-0.35],1,0.37,-0.4,-0.4,[-0.65],1,0.42,-0.65,-0.65,[-0.35],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.7],0,0.42,-0.65,-0.65,[-0.35],0,0.0,-0.35000000000000003,-0.35000000000000003
527,1962.0,[-0.4],0,0.06999999999999999,-0.4,-0.4,[-0.65],1,0.7899999999999999,-0.7,-0.7,[-0.35],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.65],0,0.35,-0.6000000000000001,-0.6000000000000001,[-0.35],0,0.0,-0.35000000000000003,-0.35000000000000003
528,1960.0,[-0.4],1,0.43999999999999995,-0.39999999999999997,-0.39999999999999997,[-0.7],1,0.8599999999999999,-0.7,-0.7,[-0.35],0,0.0,-0.29999999999999993,-0.29999999999999993,[-0.6],0,0.27999999999999997,-0.5,-0.5,[-0.35],0,0.0,-0.29999999999999993,-0.29999999999999993
529,1958.0,[-0.4],1,0.51,-0.4,-0.4,[-0.7],1,0.9299999999999999,-0.7,-0.7,[-0.3],0,0.0,-0.25,-0.25,[-0.5],0,0.21,-0.4,-0.4,[-0.3],0,0.0,-0.25,-0.25
530,1957.0,[-0.4],1,0.58,-0.44999999999999996,-0.44999999999999996,[-0.7],1,0.5599999999999999,-0.65,-0.65,[-0.25],0,0.0,-0.24999999999999997,-0.24999999999999997,[-0.4],0,0.21,-0.39999999999999997,-0.39999999999999997,[-0.25],0,0.0,-0.24999999999999997,-0.24999999999999997
531,1956.0,[-0.45],1,0.27999999999999997,-0.5,-0.5,[-0.65],1,0.8599999999999999,-0.7,-0.7,[-0.25],0,0.0,-0.29999999999999993,-0.29999999999999993,[-0.4],0,0.13999999999999999,-0.39999999999999997,-0.39999999999999997,[-0.25],0,0.0,-0.29999999999999993,-0.29999999999999993
532,1954.0,[-0.5],1,0.27999999999999997,-0.5,-0.5,[-0.7],1,0.8599999999999999,-0.7,-0.7,[-0.3],1,0.37,-0.35,-0.35,[-0.4],0,0.06999999999999999,-0.35,-0.35,[-0.3],0,0.0,-0.3,-0.3
533,1952.0,[-0.5],1,0.6499999999999999,-0.5,-0.5,[-0.7],1,0.8599999999999999,-0.65,-0.65,[-0.35],0,0.06999999999999999,-0.3,-0.3,[-0.35],0,0.06999999999999999,-0.3,-0.3,[-0.3],0,0.0,-0.25,-0.25
534,1951.0,[-0.5],1,0.35,-0.55,-0.55,[-0.65],1,0.8599999999999999,-0.7,-0.7,[-0.3],1,0.06999999999999999,-0.35,-0.35,[-0.3],0,0.0,-0.3,-0.3,[-0.25],0,0.0,-0.3,-0.3
535,1951.0,[-0.55],0,0.35,-0.6000000000000001,-0.6000000000000001,[-0.7],0,0.48999999999999994,-0.7,-0.7,[-0.35],1,0.06999999999999999,-0.4,-0.4,[-0.3],0,0.0,-0.35000000000000003,-0.35000000000000003,[-0.3],0,0.0,-0.35000000000000003,-0.35000000000000003
536,1951.0,[-0.6],0,0.27999999999999997,-0.6000000000000001,-0.6000000000000001,[-0.7],0,0.48999999999999994,-0.75,-0.75,[-0.4],1,0.06999999999999999,-0.45,-0.45,[-0.35],0,0.0,-0.4,-0.4,[-0.35],0,0.0,-0.4,-0.4
537,1951.0,[-0.6],0,0.27999999999999997,-0.65,-0.65,[-0.75],0,0.42,-0.75,-0.75,[-0.45],1,0.06999999999999999,-0.5,-0.5,[-0.4],0,0.0,-0.45,-0.45,[-0.4],0,0.0,-0.45,-0.45
538,1951.0,[-0.65],0,0.21,-0.7,-0.7,[-0.75],0,0.35,-0.8,-0.8,[-0.5],0,0.06999999999999999,-0.6,-0.6,[-0.45],0,0.0,-0.55,-0.55,[-0.45],0,0.0,-0.55,-0.55
539,1951.0,[-0.7],0,0.13999999999999999,-0.75,-0.75,[-0.8],0,0.27999999999999997,-0.85,-0.85,[-0.6],1,0.06999999999999999,-0.7,-0.7,[-0.55],0,0.0,-0.65,-0.65,[-0.55],0,0.0,-0.65,-0.65
540,1951.0,[-0.75],0,0.06999999999999999,-0.75,-0.75,[-0.85],1,0.27999999999999997,-0.9,-0.9,[-0.7],1,0.06999999999999999,-0.75,-0.75,[-0.65],0,0.0,-0.7,-0.7,[-0.65],0,0.0,-0.7,-0.7
541,1950.0,[-0.75],0,0.06999999999999999,-0.75,-0.75,[-0.9],0,0.21,-0.85,-0.85,[-0.75],1,0.43999999999999995,-0.8,-0.8,[-0.7],0,0.0,-0.7000000000000001,-0.7000000000000001,[-0.7],1,0.0,-0.7000000000000001,-0.7000000000000001
542,1949.0,[-0.75],0,0.06999999999999999,-0.8,-0.8,[-0.85],1,0.13999999999999999,-0.85,-0.85,[-0.8],1,0.43999999999999995,-0.85,-0.85,[-0.7],0,0.0,-0.75,-0.75,[-0.7],1,0.0,-0.75,-0.75
543,1947.0,[-0.8],0,0.0,-0.75,-0.75,[-0.85],0,0.06999999999999999,-0.8,-0.8,[-0.85],1,0.51,-0.8999999999999999,-0.8999999999999999,[-0.75],0,0.0,-0.75,-0.75,[-0.75],1,0.37,-0.8,-0.8
544,1945.0,[-0.75],1,0.37,-0.75,-0.75,[-0.8],0,0.0,-0.7000000000000001,-0.7000000000000001,[-0.9],1,0.21,-0.85,-0.85,[-0.75],0,0.0,-0.7000000000000001,-0.7000000000000001,[-0.8],1,0.43999999999999995,-0.8,-0.8
