step,resource,emotion_0,emotion_1,emotion_2,emotion_3,emotion_4,reward_0,reward_1,reward_2,reward_3,reward_4,action_0,action_1,action_2,action_3,action_4
58,1864.0,0.43103448275862066,0.43103448275862066,0.43103448275862066,0.43103448275862066,0.43103448275862066,1.5328389830508473,0.3548728813559322,1.548728813559322,0.3485169491525424,0.36758474576271183,1,0,1,0,0
59,1861.0,0.43050847457627117,0.43050847457627117,0.43050847457627117,0.43050847457627117,0.43050847457627117,0.4072916666666666,0.41666666666666663,1.6135416666666667,1.6010416666666667,1.6197916666666665,0,0,1,1,1
60,1860.0,0.5316666666666666,0.5316666666666666,0.5316666666666666,0.5316666666666666,0.5316666666666666,0.2797131147540983,0.2889344262295082,0.29815573770491804,1.4764344262295082,0.3043032786885246,0,0,0,1,0
61,1858.0,0.3295081967213115,0.3295081967213115,0.3295081967213115,0.3295081967213115,0.3295081967213115,0.3407258064516129,1.5403225806451613,0.3588709677419355,0.3497983870967742,1.5554435483870968,0,1,0,0,1
62,1855.0,0.42903225806451617,0.42903225806451617,0.42903225806451617,0.42903225806451617,0.42903225806451617,0.4027777777777778,1.6051587301587302,1.6111111111111112,1.6021825396825395,0.4295634920634921,1,1,1,1,0
63,1854.0,0.5301587301587302,0.5301587301587302,0.5301587301587302,0.5301587301587302,0.5301587301587302,1.4658203125,0.2900390625,0.2958984375,0.287109375,0.3017578125,1,0,0,0,0
64,1852.0,0.328125,0.328125,0.328125,0.328125,0.328125,0.33942307692307694,1.541346153846154,0.35673076923076924,0.34807692307692306,1.5528846153846154,0,1,0,0,1
65,1850.0,0.4276923076923077,0.4276923076923077,0.4276923076923077,0.4276923076923077,0.4276923076923077,1.5284090909090908,0.3522727272727273,0.35511363636363635,0.3465909090909091,1.5539772727272727,1,0,0,0,1
66,1847.0,0.42727272727272736,0.42727272727272736,0.42727272727272736,0.42727272727272736,0.42727272727272736,1.5932835820895521,1.6044776119402986,0.41697761194029853,1.5988805970149254,0.4281716417910448,1,1,0,1,1
67,1844.0,0.5283582089552239,0.5283582089552239,0.5283582089552239,0.5283582089552239,0.5283582089552239,0.4053308823529411,0.416360294117647,1.6066176470588236,1.6011029411764706,1.6176470588235294,0,0,1,1,1
68,1841.0,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,1.5951086956521738,1.6059782608695652,1.608695652173913,0.4130434782608695,0.42934782608695654,1,1,1,0,0
69,1839.0,0.5304347826086956,0.5304347826086956,0.5304347826086956,0.5304347826086956,0.5304347826086956,0.34375,0.3544642857142857,0.3571428571428571,1.5392857142857141,1.5553571428571429,0,0,0,1,1
70,1837.0,0.43,0.43,0.43,0.43,0.43,1.5325704225352113,1.5431338028169015,0.3556338028169014,0.35035211267605626,0.3661971830985915,1,1,0,0,0
71,1835.0,0.4295774647887323,0.4295774647887323,0.4295774647887323,0.4295774647887323,0.4295774647887323,1.5338541666666667,0.3541666666666667,1.5442708333333335,0.34895833333333337,0.3645833333333333,1,0,1,0,0
72,1833.0,0.4291666666666666,0.4291666666666666,0.4291666666666666,0.4291666666666666,0.4291666666666666,1.5351027397260273,0.3527397260273973,1.5453767123287672,0.34760273972602734,0.363013698630137,1,0,1,0,0
73,1830.0,0.4287671232876712,0.4287671232876712,0.4287671232876712,0.4287671232876712,0.4287671232876712,1.5996621621621623,1.6047297297297298,0.41976351351351354,1.5996621621621623,0.4248310810810811,1,1,0,1,0
74,1826.0,0.5297297297297298,0.5297297297297298,0.5297297297297298,0.5297297297297298,0.5297297297297298,1.665,1.67,1.6724999999999999,1.665,0.4875,1,1,1,1,0
75,1824.0,0.6319999999999999,0.6319999999999999,0.6319999999999999,0.6319999999999999,0.6319999999999999,0.3511513157894737,1.5460526315789473,1.5485197368421053,0.3511513157894737,0.36101973684210525,0,1,1,0,0
76,1824.0,0.43157894736842106,0.43157894736842106,0.43157894736842106,0.43157894736842106,0.43157894736842106,0.2232142857142857,0.2305194805194805,0.23295454545454547,0.2232142857142857,0.23295454545454547,0,0,0,0,0
77,1821.0,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.4102564102564103,1.607371794871795,1.609775641025641,0.4102564102564103,1.609775641025641,0,1,1,0,1
78,1819.0,0.5294871794871796,0.5294871794871796,0.5294871794871796,0.5294871794871796,0.5294871794871796,1.5363924050632911,1.5458860759493671,0.3583860759493671,0.3465189873417721,0.3583860759493671,1,1,0,0,0
79,1817.0,0.42911392405063287,0.42911392405063287,0.42911392405063287,0.42911392405063287,0.42911392405063287,0.34765625,0.35703125,0.35703125,1.53515625,1.546875,0,0,1,1,1
80,1813.0,0.42874999999999996,0.42874999999999996,0.42874999999999996,0.42874999999999996,0.42874999999999996,0.4729938271604939,1.6720679012345678,1.6720679012345678,1.6628086419753085,1.6743827160493827,0,1,1,1,1
81,1811.0,0.6308641975308642,0.6308641975308642,0.6308641975308642,0.6308641975308642,0.6308641975308642,0.3467987804878049,1.5480182926829267,0.35823170731707316,1.5388719512195121,0.3605182926829268,0,1,0,1,1
82,1810.0,0.4304878048780488,0.4304878048780488,0.4304878048780488,0.4304878048780488,0.4304878048780488,0.28237951807228917,0.29593373493975905,0.2936746987951807,1.4766566265060241,0.29593373493975905,0,0,0,1,0
83,1807.0,0.3289156626506024,0.3289156626506024,0.3289156626506024,0.3289156626506024,0.3289156626506024,1.5967261904761905,0.42038690476190477,0.41815476190476186,1.603422619047619,1.6101190476190477,1,0,0,1,1
84,1806.0,0.5297619047619048,0.5297619047619048,0.5297619047619048,0.5297619047619048,0.5297619047619048,0.2823529411764706,0.2933823529411764,0.29117647058823526,0.2889705882352941,1.4852941176470589,0,0,0,0,1
85,1805.0,0.32823529411764707,0.32823529411764707,0.32823529411764707,0.32823529411764707,0.32823529411764707,0.2805232558139535,0.2914244186046512,1.478924418604651,0.2870639534883721,0.2957848837209302,0,0,1,0,0
86,1802.0,0.32674418604651156,0.32674418604651156,0.32674418604651156,0.32674418604651156,0.32674418604651156,0.4051724137931035,1.605603448275862,1.605603448275862,0.41163793103448276,1.6099137931034484,0,1,1,0,1
87,1799.0,0.5275862068965518,0.5275862068965518,0.5275862068965518,0.5275862068965518,0.5275862068965518,1.5944602272727273,0.41761363636363635,1.6072443181818181,0.41122159090909094,1.6115056818181819,1,1,1,0,1
88,1796.0,0.5284090909090909,0.5284090909090909,0.5284090909090909,0.5284090909090909,0.5284090909090909,1.5962078651685392,0.4171348314606742,1.6088483146067416,1.6004213483146068,0.4234550561797753,1,0,1,1,0
89,1793.0,0.5292134831460674,0.5292134831460674,0.5292134831460674,0.5292134831460674,0.5292134831460674,0.4083333333333333,0.41666666666666663,1.6104166666666666,1.6020833333333333,1.6125,0,0,1,1,1
90,1790.0,0.53,0.53,0.53,0.53,0.53,0.40796703296703296,1.6057692307692308,1.6119505494505495,1.603708791208791,0.42445054945054944,0,1,1,1,0
91,1788.0,0.5307692307692308,0.5307692307692308,0.5307692307692308,0.5307692307692308,0.5307692307692308,1.533967391304348,0.3546195652173913,0.36073369565217395,1.5421195652173914,0.3607336956521739,1,0,0,1,0
92,1785.0,0.4304347826086956,0.4304347826086956,0.4304347826086956,0.4304347826086956,0.4304347826086956,1.5981182795698925,0.4166666666666667,0.4227150537634409,1.6061827956989247,1.612231182795699,1,0,1,1,1
93,1783.0,0.5311827956989248,0.5311827956989248,0.5311827956989248,0.5311827956989248,0.5311827956989248,0.34707446808510634,0.35305851063829785,0.35904255319148937,1.5445478723404256,1.550531914893617,0,1,0,1,1
94,1780.0,0.4308510638297872,0.4308510638297872,0.4308510638297872,0.4308510638297872,0.4308510638297872,0.40921052631578947,1.6046052631578949,1.6105263157894738,1.6085526315789473,0.425,0,1,1,1,0
95,1778.0,0.531578947368421,0.531578947368421,0.531578947368421,0.531578947368421,0.531578947368421,0.345703125,0.353515625,1.548828125,0.357421875,1.55078125,0,1,1,0,1
96,1776.0,0.43125,0.43125,0.43125,0.43125,0.43125,1.5341494845360826,1.5418814432989691,0.360180412371134,0.3563144329896907,0.36211340206185566,1,1,0,0,0
97,1774.0,0.43092783505154636,0.43092783505154636,0.43092783505154636,0.43092783505154636,0.43092783505154636,0.34566326530612246,0.35331632653061223,0.3590561224489796,1.5446428571428572,1.5503826530612246,0,0,0,1,1
98,1774.0,0.43061224489795913,0.43061224489795913,0.43061224489795913,0.43061224489795913,0.43061224489795913,0.21843434343434343,0.226010101010101,0.2316919191919192,0.22979797979797978,0.23547979797979796,0,0,0,0,0
99,1771.0,0.22828282828282825,0.22828282828282825,0.22828282828282825,0.22828282828282825,0.22828282828282825,1.595,0.41312499999999996,1.608125,0.416875,1.611875,1,0,1,0,1
100,1771.0,0.529,0.529,0.529,0.529,0.529,0.21782178217821782,0.2233910891089109,0.2308168316831683,0.2271039603960396,0.23452970297029702,0,0,0,0,0
101,1768.0,0.22673267326732677,0.22673267326732677,0.22673267326732677,0.22673267326732677,0.22673267326732677,1.594362745098039,1.5998774509803921,0.41789215686274506,1.6035539215686274,0.4215686274509804,1,1,0,1,1
102,1765.0,0.5274509803921569,0.5274509803921569,0.5274509803921569,0.5274509803921569,0.5274509803921569,0.40655339805825247,1.6013349514563107,0.41747572815533984,1.6049757281553398,1.6104368932038835,0,1,0,1,1
103,1762.0,0.5281553398058253,0.5281553398058253,0.5281553398058253,0.5281553398058253,0.5281553398058253,0.40625,1.6027644230769231,1.6063701923076923,1.6063701923076923,0.42247596153846156,0,1,1,1,0
104,1761.0,0.5288461538461539,0.5288461538461539,0.5288461538461539,0.5288461538461539,0.5288461538461539,1.4690476190476192,0.2886904761904762,0.2922619047619047,0.2922619047619047,0.29583333333333334,1,0,0,0,0
105,1758.0,0.3276190476190476,0.3276190476190476,0.3276190476190476,0.3276190476190476,0.3276190476190476,0.40625,1.6025943396226414,1.6061320754716981,0.41686320754716977,1.6096698113207548,0,1,1,0,1
106,1755.0,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.5283018867924528,0.4059579439252336,1.6039719626168223,1.6074766355140186,1.6057242990654206,0.4217289719626168,0,1,1,1,0
107,1753.0,0.5289719626168223,0.5289719626168223,0.5289719626168223,0.5289719626168223,0.5289719626168223,0.3425925925925926,0.35300925925925924,0.3564814814814815,1.5439814814814814,1.5474537037037037,0,0,0,1,1
108,1751.0,0.4287037037037037,0.4287037037037037,0.4287037037037037,0.4287037037037037,0.4287037037037037,0.34174311926605505,0.35206422018348627,0.35550458715596334,1.5447247706422018,1.548165137614679,0,0,0,1,1
109,1749.0,0.4284403669724771,0.4284403669724771,0.4284403669724771,0.4284403669724771,0.4284403669724771,0.34090909090909094,1.540340909090909,0.35454545454545455,0.35625,1.5488636363636363,0,1,1,0,1
110,1746.0,0.4281818181818181,0.4281818181818181,0.4281818181818181,0.4281818181818181,0.4281818181818181,0.4031531531531532,0.4149774774774775,1.605855855855856,1.607545045045045,1.6126126126126126,0,0,1,1,1
111,1744.0,0.5288288288288288,0.5288288288288288,0.5288288288288288,0.5288288288288288,0.5288288288288288,1.5290178571428572,0.3515625,0.3549107142857143,1.5457589285714286,0.36160714285714285,1,0,0,1,0
112,1740.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.4668141592920354,1.665929203539823,1.6692477876106195,1.672566371681416,1.6758849557522124,0,1,1,1,1
113,1737.0,0.6300884955752213,0.6300884955752213,0.6300884955752213,0.6300884955752213,0.6300884955752213,0.4040570175438597,0.41557017543859653,1.6080043859649122,1.6112938596491229,1.6145833333333333,0,0,1,1,1
114,1734.0,0.5307017543859649,0.5307017543859649,0.5307017543859649,0.5307017543859649,0.5307017543859649,0.403804347826087,1.6043478260869566,1.6092391304347826,0.42336956521739133,1.6157608695652175,0,1,1,0,1
115,1732.0,0.5313043478260869,0.5313043478260869,0.5313043478260869,0.5313043478260869,0.5313043478260869,1.5296336206896552,1.5425646551724137,0.3582974137931034,0.3599137931034483,0.36476293103448276,1,1,0,0,0
116,1730.0,0.4310344827586207,0.4310344827586207,0.4310344827586207,0.4310344827586207,0.4310344827586207,1.530448717948718,0.3541666666666667,1.546474358974359,0.358974358974359,0.36378205128205127,1,0,1,0,1
117,1727.0,0.43076923076923074,0.43076923076923074,0.43076923076923074,0.43076923076923074,0.43076923076923074,1.5942796610169492,0.41631355932203395,1.6101694915254239,1.6101694915254239,0.4258474576271186,1,0,1,1,0
118,1724.0,0.5313559322033898,0.5313559322033898,0.5313559322033898,0.5313559322033898,0.5313559322033898,0.4065126050420168,0.41596638655462187,1.611344537815126,1.611344537815126,1.6144957983193278,0,0,1,1,1
119,1722.0,0.5319327731092438,0.5319327731092438,0.5319327731092438,0.5319327731092438,0.5319327731092438,1.5322916666666666,0.35260416666666666,1.5494791666666665,0.36041666666666666,0.36354166666666665,1,0,1,1,1
120,1720.0,0.43166666666666664,0.43166666666666664,0.43166666666666664,0.43166666666666664,0.43166666666666664,1.5330578512396693,1.540805785123967,0.3610537190082645,0.359504132231405,0.362603305785124,1,1,0,0,0
121,1719.0,0.43140495867768597,0.43140495867768597,0.43140495867768597,0.43140495867768597,0.43140495867768597,1.4707991803278688,0.2894467213114754,0.2971311475409836,0.295594262295082,0.29866803278688525,1,0,0,0,0
122,1717.0,0.330327868852459,0.330327868852459,0.330327868852459,0.330327868852459,0.330327868852459,1.5340447154471546,0.3511178861788618,0.35873983739837395,1.5462398373983741,0.3602642276422764,1,1,0,1,1
123,1716.0,0.4300813008130081,0.4300813008130081,0.4300813008130081,0.4300813008130081,0.4300813008130081,0.28276209677419356,0.2872983870967742,1.4838709677419355,0.29485887096774194,0.2963709677419355,0,0,1,0,0
124,1715.0,0.32903225806451614,0.32903225806451614,0.32903225806451614,0.32903225806451614,0.32903225806451614,0.2815,0.286,1.484,0.2935,0.295,0,0,1,0,0
125,1713.0,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.32799999999999996,0.34325396825396826,1.5367063492063493,1.5471230158730158,0.3551587301587302,0.3566468253968254,0,1,1,0,0
126,1711.0,0.42777777777777776,0.42777777777777776,0.42777777777777776,0.42777777777777776,0.42777777777777776,1.531496062992126,0.34842519685039375,0.35875984251968507,1.5433070866141732,0.3558070866141732,1,0,0,1,0
127,1710.0,0.4275590551181102,0.4275590551181102,0.4275590551181102,0.4275590551181102,0.4275590551181102,0.2802734375,1.4736328125,0.294921875,0.2919921875,0.2919921875,0,1,1,0,0
128,1707.0,0.3265625,0.3265625,0.3265625,0.3265625,0.3265625,1.5939922480620154,0.4108527131782945,0.4195736434108527,1.6056201550387597,1.6056201550387597,1,0,0,1,1
129,1704.0,0.5271317829457365,0.5271317829457365,0.5271317829457365,0.5271317829457365,0.5271317829457365,1.5951923076923076,1.5995192307692307,0.4192307692307693,0.4177884615384616,1.6067307692307693,1,1,0,0,1
130,1701.0,0.5276923076923078,0.5276923076923078,0.5276923076923078,0.5276923076923078,0.5276923076923078,1.5963740458015268,1.6006679389312977,0.41889312977099236,0.41746183206106874,1.607824427480916,1,1,0,0,1
131,1699.0,0.5282442748091603,0.5282442748091603,0.5282442748091603,0.5282442748091603,0.5282442748091603,0.3456439393939394,1.5388257575757576,1.5445075757575757,0.3541666666666667,0.35700757575757575,1,1,1,0,0
132,1697.0,0.42803030303030304,0.42803030303030304,0.42803030303030304,0.42803030303030304,0.42803030303030304,0.3449248120300752,1.5394736842105263,0.35620300751879697,1.5422932330827068,0.35620300751879697,0,1,0,1,0
133,1695.0,0.42781954887218043,0.42781954887218043,0.42781954887218043,0.42781954887218043,0.42781954887218043,1.533115671641791,1.5401119402985075,0.355410447761194,0.3540111940298507,0.355410447761194,1,1,0,0,1
134,1694.0,0.4276119402985075,0.4276119402985075,0.4276119402985075,0.4276119402985075,0.4276119402985075,0.28194444444444444,0.28888888888888886,0.29166666666666663,0.2902777777777778,1.4805555555555556,0,0,0,0,1
135,1690.0,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.32666666666666666,0.4696691176470589,1.6654411764705883,1.6681985294117647,1.6668198529411766,1.669577205882353,1,1,1,1,1
136,1689.0,0.6279411764705882,0.6279411764705882,0.6279411764705882,0.6279411764705882,0.6279411764705882,1.469890510948905,0.28923357664233573,0.291970802919708,0.29060218978102187,0.29333941605839414,1,0,0,0,0
137,1686.0,0.32700729927007294,0.32700729927007294,0.32700729927007294,0.32700729927007294,0.32700729927007294,0.40715579710144933,1.6028079710144927,0.4166666666666667,1.6041666666666667,1.6068840579710144,0,1,1,1,1
138,1685.0,0.527536231884058,0.527536231884058,0.527536231884058,0.527536231884058,0.527536231884058,0.28102517985611514,0.2891187050359712,1.47931654676259,0.29046762589928055,0.29316546762589923,0,0,1,0,0
