seed,episode,total_steps,resource_remaining,total_personal_reward_0,total_personal_reward_1,total_personal_reward_2,total_personal_reward_3,total_personal_reward_4,total_empathic_reward_0,total_empathic_reward_1,total_empathic_reward_2,total_empathic_reward_3,total_empathic_reward_4,total_combined_reward_0,total_combined_reward_1,total_combined_reward_2,total_combined_reward_3,total_combined_reward_4
1,0,500,80.0,64.89999999999966,-383.80000000000075,-159.45000000000005,64.39999999999989,-383.29999999999984,-159.45000000000002,48.90000000000001,-375.8000000000002,-163.44999999999993,52.750000000000014,-377.1500000000002,-162.19999999999996,68.64999999999986,-385.5500000000008,-158.45
1,1,500,82.0,48.399999999999984,-401.09999999999974,-176.35000000000022,53.94999999999988,-404.15000000000003,-175.10000000000028,49.999999999999936,-402.1999999999993,-176.10000000000025,45.99999999999997,-400.2000000000004,-177.10000000000025,47.949999999999974,-401.15000000000003,-176.60000000000028
1,2,500,72.0,50.84999999999988,-402.5500000000004,-175.85000000000002,55.99999999999989,-405.1999999999994,-174.59999999999997,36.999999999999964,-395.7000000000003,-179.34999999999997,50.0,-402.19999999999965,-176.1,52.449999999999925,-403.1499999999998,-175.35
