simulation_number,seed,episode,step,resource_remaining,initial_resources,max_step,observation_0,observation_1,observation_2,observation_3,observation_4,observation_5,action_0,action_1,action_2,action_3,action_4,action_5,personal_reward_0,personal_reward_1,personal_reward_2,personal_reward_3,personal_reward_4,personal_reward_5,empathic_reward_0,empathic_reward_1,empathic_reward_2,empathic_reward_3,empathic_reward_4,empathic_reward_5,total_reward_0,total_reward_1,total_reward_2,total_reward_3,total_reward_4,total_reward_5
9,9,0,0,497.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,1,1,0,0,0.0,0.55,0.55,0.55,0.0,0.0,-0.8800000000000001,-0.9199999999999999,-0.9199999999999999,-0.9199999999999999,-0.8800000000000001,-0.8800000000000001,-0.44000000000000006,-0.18499999999999994,-0.18499999999999994,-0.18499999999999994,-0.44000000000000006,-0.44000000000000006
9,9,0,1,494.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,0,1,1,1,0.0,0.05,0.05,0.6,0.55,0.55,-0.76,-0.8,-0.8,-0.8400000000000001,-0.8,-0.8,-0.38,-0.375,-0.375,-0.12000000000000005,-0.125,-0.125
9,9,0,2,493.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,0,0,0,0,0.0,0.6,0.05,0.1,0.05,0.05,-0.72,-0.8,-0.76,-0.8,-0.7600000000000001,-0.7600000000000001,-0.36,-0.10000000000000003,-0.355,-0.35000000000000003,-0.35500000000000004,-0.35500000000000004
9,9,0,3,493.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,0,0,0,0,0.0,0.1,0.05,0.1,0.05,0.05,-0.72,-0.8,-0.76,-0.8,-0.7600000000000001,-0.7600000000000001,-0.36,-0.35000000000000003,-0.355,-0.35000000000000003,-0.35500000000000004,-0.35500000000000004
9,9,0,4,489.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,0,1,1,1,0.55,0.1,0.05,0.65,0.6,0.6,-0.6,-0.64,-0.6,-0.68,-0.64,-0.64,-0.024999999999999967,-0.27,-0.27499999999999997,-0.015000000000000013,-0.020000000000000018,-0.020000000000000018
9,9,0,5,486.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,0,1,0,0.6,0.1,0.6,0.15,0.65,0.1,-0.52,-0.52,-0.52,-0.5599999999999999,-0.5599999999999999,-0.5199999999999999,0.03999999999999998,-0.21000000000000002,0.03999999999999998,-0.20499999999999996,0.04500000000000004,-0.20999999999999996
9,9,0,6,484.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,1,0,0,0,0.1,0.65,0.65,0.15,0.15,0.1,-0.44000000000000006,-0.48,-0.48,-0.48,-0.48,-0.43999999999999995,-0.17000000000000004,0.08500000000000002,0.08500000000000002,-0.16499999999999998,-0.16499999999999998,-0.16999999999999998
9,9,0,7,481.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],1,0,1,0,0,1,0.65,0.15,0.7,0.15,0.15,0.65,-0.36,-0.36,-0.4,-0.36,-0.36,-0.36,0.14500000000000002,-0.105,0.14999999999999997,-0.105,-0.105,0.14500000000000002
9,9,0,8,477.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,1,1,0,1,1,0.15,0.7,0.75,0.15,0.7,0.7,-0.19999999999999998,-0.24,-0.27999999999999997,-0.19999999999999998,-0.24,-0.24,-0.024999999999999994,0.22999999999999998,0.23500000000000001,-0.024999999999999994,0.22999999999999998,0.22999999999999998
9,9,0,9,474.0,500,1000,[-1.],[-1.],[-1.],[-1.],[-1.],[-1.],0,0,0,1,1,1,0.15,0.2,0.25,0.7,0.75,0.75,-0.07999999999999999,-0.12,-0.15999999999999998,-0.12,-0.15999999999999998,-0.15999999999999998,0.035,0.04000000000000001,0.04500000000000001,0.29,0.29500000000000004,0.29500000000000004
