simulation_number,seed,episode,total_steps,resource_remaining,initial_resources,max_steps,total_personal_reward_0,total_personal_reward_1,total_personal_reward_2,total_personal_reward_3,total_personal_reward_4,total_personal_reward_5,total_empathic_reward_0,total_empathic_reward_1,total_empathic_reward_2,total_empathic_reward_3,total_empathic_reward_4,total_empathic_reward_5,total_combined_reward_0,total_combined_reward_1,total_combined_reward_2,total_combined_reward_3,total_combined_reward_4,total_combined_reward_5
0,0,0,1000,2.0,500,1000,93.99999999999928,86.9999999999993,78.99999999999945,77.99999999999953,86.99999999999929,72.99999999999952,-838.3999999999994,-835.6000000000001,-832.4000000000019,-832.0000000000014,-835.600000000001,-830.0,-372.19999999999976,-374.2999999999999,-376.6999999999998,-376.99999999999966,-374.29999999999967,-378.4999999999997
0,0,1,1000,1.0,500,1000,77.99999999999949,83.99999999999952,83.99999999999942,85.99999999999949,84.99999999999945,81.9999999999997,-831.6000000000003,-833.9999999999999,-834.0000000000009,-834.8000000000011,-834.3999999999999,-833.2000000000002,-376.79999999999916,-374.99999999999915,-374.9999999999992,-374.39999999999907,-374.6999999999993,-375.5999999999991
0,0,2,1000,1.0,500,1000,78.99999999999957,80.99999999999929,87.99999999999963,88.99999999999963,81.99999999999959,79.9999999999996,-831.9999999999993,-832.799999999999,-835.5999999999992,-835.9999999999993,-833.1999999999989,-832.3999999999993,-376.49999999999955,-375.8999999999994,-373.7999999999994,-373.49999999999943,-375.5999999999995,-376.1999999999996
0,0,3,1000,1.0,500,1000,80.99999999999943,77.99999999999952,89.99999999999946,91.99999999999967,76.9999999999997,80.99999999999956,-832.8000000000004,-831.600000000001,-836.4000000000003,-837.200000000001,-831.2000000000005,-832.8000000000009,-375.9,-376.7999999999998,-373.19999999999993,-372.5999999999998,-377.09999999999997,-375.89999999999986
0,0,4,1000,2.0,500,1000,89.99999999999943,68.99999999999977,78.99999999999957,75.99999999999952,96.99999999999928,86.99999999999947,-836.8000000000004,-828.4000000000009,-832.4000000000018,-831.2,-839.600000000001,-835.6000000000018,-373.4,-379.7000000000001,-376.70000000000016,-377.60000000000014,-371.3000000000001,-374.3
0,0,5,1000,1.0,500,1000,70.99999999999962,95.99999999999947,56.999999999999616,88.99999999999943,95.99999999999937,89.99999999999928,-828.7999999999988,-838.7999999999997,-823.1999999999997,-835.9999999999999,-838.7999999999981,-836.3999999999997,-378.9000000000001,-371.39999999999986,-383.10000000000014,-373.4999999999999,-371.39999999999986,-373.2
0,0,6,1000,0.0,500,1000,73.99999999999957,78.99999999999963,86.99999999999957,89.99999999999928,85.99999999999949,83.99999999999933,-829.6000000000006,-831.6000000000007,-834.8000000000003,-835.9999999999993,-834.4000000000004,-833.6000000000005,-377.7999999999999,-376.30000000000007,-373.8999999999998,-373.0,-374.19999999999976,-374.8000000000002
