simulation_number,seed,episode,total_steps,resource_remaining,initial_resources,max_steps,total_personal_reward_0,total_personal_reward_1,total_personal_reward_2,total_empathic_reward_0,total_empathic_reward_1,total_empathic_reward_2,total_combined_reward_0,total_combined_reward_1,total_combined_reward_2
0,0,0,500,0.0,100,500,32.00000000000004,26.00000000000003,41.99999999999992,-431.9999999999999,-426.00000000000006,-441.9999999999999,-199.99999999999994,-199.99999999999994,-199.9999999999999
