simulation_number,seed,episode,step,resource_remaining,initial_resources,max_step,observation_0,observation_1,observation_2,action_0,action_1,action_2,personal_reward_0,personal_reward_1,personal_reward_2,empathic_reward_0,empathic_reward_1,empathic_reward_2,total_reward_0,total_reward_1,total_reward_2
0,0,0,151,8.0,100,500,[-1.],0,0.05,-0.9,-0.425,[-0.9],1,0.55,-0.9,-0.175,[-0.9],1,0.0,-0.8,-0.4
0,0,0,152,8.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-0.9],0,0.05,-1.0,-0.475,[-0.8],1,0.0,-0.9,-0.45
0,0,0,153,8.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45
0,0,0,154,8.0,100,500,[-0.9],0,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,155,8.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,156,8.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,157,8.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,158,8.0,100,500,[-0.9],0,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,159,8.0,100,500,[-0.9],0,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45
0,0,0,160,8.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,161,8.0,100,500,[-0.9],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-0.9],0,0.0,-1.0,-0.5
0,0,0,162,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,163,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,164,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,165,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,166,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,167,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,168,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,169,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,170,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,171,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,172,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,173,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,174,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,175,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,176,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,177,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,178,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,179,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,180,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,181,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,182,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,183,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,184,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,185,8.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,186,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,187,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,188,8.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,189,7.0,100,500,[-1.],1,0.0,-0.9,-0.45,[-1.],1,0.55,-1.0,-0.22499999999999998,[-1.],0,0.0,-0.9,-0.45
0,0,0,190,7.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,191,7.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45
0,0,0,192,7.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,193,7.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,194,7.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45
0,0,0,195,6.0,100,500,[-0.9],1,0.55,-0.9,-0.175,[-1.],0,0.05,-0.9,-0.425,[-0.9],0,0.0,-0.8,-0.4
0,0,0,196,6.0,100,500,[-0.9],1,0.05,-0.9,-0.425,[-0.9],0,0.05,-0.9,-0.425,[-0.8],1,0.0,-0.8,-0.4
0,0,0,197,6.0,100,500,[-0.9],1,0.05,-0.9,-0.425,[-0.9],0,0.05,-0.9,-0.425,[-0.8],1,0.0,-0.8,-0.4
0,0,0,198,6.0,100,500,[-0.9],1,0.05,-0.9,-0.425,[-0.9],0,0.05,-0.9,-0.425,[-0.8],1,0.0,-0.8,-0.4
0,0,0,199,6.0,100,500,[-0.9],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45,[-0.8],0,0.0,-0.9,-0.45
0,0,0,200,6.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,201,6.0,100,500,[-1.],0,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,202,6.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,203,5.0,100,500,[-1.],1,0.6,-1.0,-0.2,[-0.9],1,0.0,-0.8,-0.4,[-0.9],0,0.0,-0.8,-0.4
0,0,0,204,5.0,100,500,[-1.],1,0.1,-1.0,-0.45,[-0.8],1,0.0,-0.8,-0.4,[-0.8],0,0.0,-0.8,-0.4
0,0,0,205,5.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.8],1,0.0,-0.9,-0.45,[-0.8],0,0.0,-0.9,-0.45
0,0,0,206,5.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],0,0.0,-0.9,-0.45
0,0,0,207,5.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],0,0.0,-0.9,-0.45
0,0,0,208,5.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45,[-0.9],0,0.0,-0.9,-0.45
0,0,0,209,5.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,210,4.0,100,500,[-1.],0,0.05,-0.9,-0.425,[-0.9],1,0.55,-0.9,-0.175,[-0.9],0,0.0,-0.8,-0.4
0,0,0,211,4.0,100,500,[-0.9],0,0.05,-0.9,-0.425,[-0.9],1,0.05,-0.9,-0.425,[-0.8],1,0.0,-0.8,-0.4
0,0,0,212,4.0,100,500,[-0.9],0,0.05,-0.9,-0.425,[-0.9],1,0.05,-0.9,-0.425,[-0.8],1,0.0,-0.8,-0.4
0,0,0,213,4.0,100,500,[-0.9],0,0.0,-0.9,-0.45,[-0.9],1,0.05,-1.0,-0.475,[-0.8],1,0.0,-0.9,-0.45
0,0,0,214,4.0,100,500,[-0.9],0,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,215,4.0,100,500,[-0.9],0,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,216,4.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,217,4.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],0,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45
0,0,0,218,4.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45
0,0,0,219,4.0,100,500,[-0.9],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45
0,0,0,220,4.0,100,500,[-0.9],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-0.9],0,0.0,-1.0,-0.5
0,0,0,221,4.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,222,4.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,223,4.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,224,4.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,225,4.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,226,4.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,227,4.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,228,3.0,100,500,[-1.],0,0.0,-0.9,-0.45,[-1.],0,0.0,-0.9,-0.45,[-1.],1,0.55,-1.0,-0.22499999999999998
0,0,0,229,2.0,100,500,[-0.9],0,0.0,-0.8,-0.4,[-0.9],0,0.0,-0.8,-0.4,[-1.],1,0.6,-1.0,-0.2
0,0,0,230,2.0,100,500,[-0.8],1,0.0,-0.8,-0.4,[-0.8],0,0.0,-0.8,-0.4,[-1.],1,0.1,-1.0,-0.45
0,0,0,231,2.0,100,500,[-0.8],1,0.0,-0.8,-0.4,[-0.8],0,0.0,-0.8,-0.4,[-1.],0,0.1,-1.0,-0.45
0,0,0,232,2.0,100,500,[-0.8],1,0.0,-0.8,-0.4,[-0.8],1,0.0,-0.8,-0.4,[-1.],1,0.1,-1.0,-0.45
0,0,0,233,2.0,100,500,[-0.8],1,0.0,-0.8,-0.4,[-0.8],0,0.0,-0.8,-0.4,[-1.],1,0.1,-1.0,-0.45
0,0,0,234,2.0,100,500,[-0.8],0,0.0,-0.8,-0.4,[-0.8],0,0.0,-0.8,-0.4,[-1.],1,0.1,-1.0,-0.45
0,0,0,235,2.0,100,500,[-0.8],1,0.0,-0.8,-0.4,[-0.8],1,0.0,-0.8,-0.4,[-1.],1,0.1,-1.0,-0.45
0,0,0,236,2.0,100,500,[-0.8],1,0.0,-0.8,-0.4,[-0.8],1,0.0,-0.8,-0.4,[-1.],1,0.1,-1.0,-0.45
0,0,0,237,2.0,100,500,[-0.8],1,0.0,-0.8,-0.4,[-0.8],1,0.0,-0.8,-0.4,[-1.],1,0.1,-1.0,-0.45
0,0,0,238,2.0,100,500,[-0.8],1,0.0,-0.9,-0.45,[-0.8],1,0.0,-0.9,-0.45,[-1.],1,0.05,-1.0,-0.475
0,0,0,239,2.0,100,500,[-0.9],1,0.0,-1.0,-0.5,[-0.9],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,240,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,241,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,242,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,243,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,244,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,245,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,246,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,247,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,248,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,249,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,250,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,251,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,252,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,253,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,254,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,255,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,256,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,257,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,258,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,259,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,260,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,261,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,262,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,263,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,264,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,265,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,266,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,267,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,268,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,269,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,270,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,271,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,272,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,273,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,274,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,275,2.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,276,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,277,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,278,2.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,279,1.0,100,500,[-1.],1,0.55,-1.0,-0.22499999999999998,[-1.],0,0.0,-0.9,-0.45,[-1.],1,0.0,-0.9,-0.45
0,0,0,280,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],0,0.0,-0.9,-0.45
0,0,0,281,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,282,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,283,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,284,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,285,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],0,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,286,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,287,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,288,1.0,100,500,[-1.],1,0.05,-1.0,-0.475,[-0.9],1,0.0,-0.9,-0.45,[-0.9],1,0.0,-0.9,-0.45
0,0,0,289,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-0.9],1,0.0,-1.0,-0.5,[-0.9],1,0.0,-1.0,-0.5
0,0,0,290,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,291,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,292,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,293,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,294,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,295,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,296,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,297,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,298,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,299,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,300,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,301,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,302,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,303,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,304,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,305,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,306,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,307,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,308,1.0,100,500,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,309,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,310,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,311,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,312,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,313,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,314,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,315,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,316,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,317,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,318,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,319,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,320,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
0,0,0,321,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,322,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],0,0.0,-1.0,-0.5
0,0,0,323,1.0,100,500,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5,[-1.],1,0.0,-1.0,-0.5
