simulation_number,seed,episode,step,resource_remaining,initial_resources,max_step,observation_0,observation_1,observation_2,observation_3,observation_4,observation_5,action_0,action_1,action_2,action_3,action_4,action_5,personal_reward_0,personal_reward_1,personal_reward_2,personal_reward_3,personal_reward_4,personal_reward_5,empathic_reward_0,empathic_reward_1,empathic_reward_2,empathic_reward_3,empathic_reward_4,empathic_reward_5,total_reward_0,total_reward_1,total_reward_2,total_reward_3,total_reward_4,total_reward_5
0,0,1,0,497.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],0,1,1,0,0,1,0.0,0.55,0.55,0.0,0.0,0.55,-0.8800000000000001,-0.9199999999999999,-0.9199999999999999,-0.8800000000000001,-0.8800000000000001,-0.9199999999999999,-0.44000000000000006,-0.18499999999999994,-0.18499999999999994,-0.44000000000000006,-0.44000000000000006,-0.18499999999999994
0,0,1,1,496.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],1,0,0,0,0,0,0.55,0.05,0.05,0.0,0.0,0.05,-0.8800000000000001,-0.8800000000000001,-0.8800000000000001,-0.8400000000000001,-0.8400000000000001,-0.8800000000000001,-0.16500000000000004,-0.41500000000000004,-0.41500000000000004,-0.42000000000000004,-0.42000000000000004,-0.41500000000000004
0,0,1,2,494.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],0,1,0,1,0,0,0.05,0.6,0.05,0.55,0.0,0.05,-0.8,-0.8400000000000001,-0.8,-0.8,-0.76,-0.8,-0.375,-0.12000000000000005,-0.375,-0.125,-0.38,-0.375
0,0,1,3,490.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],1,1,1,1,0,0,0.6,0.65,0.6,0.6,0.0,0.05,-0.68,-0.72,-0.68,-0.68,-0.6,-0.64,-0.040000000000000036,-0.034999999999999976,-0.040000000000000036,-0.040000000000000036,-0.3,-0.295
0,0,1,4,487.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],1,0,1,0,0,1,0.65,0.15,0.65,0.1,0.0,0.6,-0.6,-0.6,-0.6,-0.56,-0.4800000000000001,-0.56,0.025000000000000022,-0.22499999999999998,0.025000000000000022,-0.23000000000000004,-0.24000000000000005,0.019999999999999962
0,0,1,5,484.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],0,0,1,1,1,0,0.15,0.15,0.7,0.65,0.55,0.1,-0.48,-0.48,-0.52,-0.48,-0.4,-0.44000000000000006,-0.16499999999999998,-0.16499999999999998,0.08999999999999997,0.08500000000000002,0.07500000000000001,-0.17000000000000004
0,0,1,6,481.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],1,1,0,0,1,0,0.7,0.7,0.2,0.15,0.6,0.1,-0.4,-0.4,-0.4,-0.36,-0.31999999999999995,-0.31999999999999995,0.14999999999999997,0.14999999999999997,-0.1,-0.105,0.14,-0.10999999999999997
0,0,1,7,478.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],1,0,1,1,0,0,0.75,0.2,0.75,0.7,0.1,0.1,-0.31999999999999995,-0.27999999999999997,-0.31999999999999995,-0.27999999999999997,-0.19999999999999998,-0.19999999999999998,0.21500000000000002,-0.03999999999999998,0.21500000000000002,0.21,-0.04999999999999999,-0.04999999999999999
0,0,1,8,477.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],0,1,0,0,0,0,0.25,0.75,0.25,0.2,0.1,0.1,-0.27999999999999997,-0.27999999999999997,-0.27999999999999997,-0.24,-0.15999999999999998,-0.15999999999999998,-0.014999999999999986,0.23500000000000001,-0.014999999999999986,-0.01999999999999999,-0.029999999999999985,-0.029999999999999985
0,0,1,9,474.0,500,10,[0.08],[0.08],[0.08],[0.12],[0.],[0.04],1,0,0,1,0,1,0.8,0.25,0.25,0.75,0.1,0.65,-0.2,-0.16,-0.16,-0.16,-0.040000000000000015,-0.08,0.30000000000000004,0.045,0.045,0.295,0.029999999999999995,0.28500000000000003
0,0,2,0,498.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],0,1,0,0,1,0,0.0,0.55,0.0,0.0,0.55,0.0,-0.9199999999999999,-0.96,-0.9199999999999999,-0.9199999999999999,-0.96,-0.9199999999999999,-0.45999999999999996,-0.20499999999999996,-0.45999999999999996,-0.45999999999999996,-0.20499999999999996,-0.45999999999999996
0,0,2,1,496.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],0,1,0,0,0,1,0.0,0.6,0.0,0.0,0.05,0.55,-0.8400000000000001,-0.9199999999999999,-0.8400000000000001,-0.8400000000000001,-0.8800000000000001,-0.8800000000000001,-0.42000000000000004,-0.15999999999999998,-0.42000000000000004,-0.42000000000000004,-0.41500000000000004,-0.16500000000000004
0,0,2,2,492.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],0,1,1,1,0,1,0.0,0.65,0.55,0.55,0.05,0.6,-0.6799999999999999,-0.8,-0.72,-0.72,-0.72,-0.76,-0.33999999999999997,-0.07500000000000001,-0.08499999999999996,-0.08499999999999996,-0.33499999999999996,-0.08000000000000002
0,0,2,3,488.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],1,1,1,1,0,0,0.55,0.7,0.6,0.6,0.05,0.1,-0.56,-0.6799999999999999,-0.6000000000000001,-0.6000000000000001,-0.56,-0.6,-0.0050000000000000044,0.010000000000000009,-5.551115123125783e-17,-5.551115123125783e-17,-0.255,-0.25
0,0,2,4,486.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],0,0,1,1,0,0,0.05,0.2,0.65,0.65,0.05,0.1,-0.48,-0.6000000000000001,-0.56,-0.56,-0.48,-0.5199999999999999,-0.215,-0.20000000000000004,0.044999999999999984,0.044999999999999984,-0.215,-0.20999999999999996
0,0,2,5,486.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],0,0,0,0,0,0,0.05,0.2,0.15,0.15,0.05,0.1,-0.48,-0.6000000000000001,-0.56,-0.56,-0.48,-0.5199999999999999,-0.215,-0.20000000000000004,-0.20500000000000002,-0.20500000000000002,-0.215,-0.20999999999999996
0,0,2,6,485.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],0,1,0,0,0,0,0.05,0.75,0.15,0.15,0.05,0.1,-0.44000000000000006,-0.6000000000000001,-0.52,-0.52,-0.44000000000000006,-0.4800000000000001,-0.19500000000000003,0.07499999999999996,-0.185,-0.185,-0.19500000000000003,-0.19000000000000006
0,0,2,7,482.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],1,0,1,0,1,0,0.6,0.25,0.7,0.15,0.6,0.1,-0.36,-0.48,-0.44000000000000006,-0.4,-0.36,-0.36,0.12,-0.11499999999999999,0.12999999999999995,-0.125,0.12,-0.13
0,0,2,8,479.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],0,0,0,1,1,1,0.1,0.25,0.2,0.7,0.65,0.65,-0.24,-0.36,-0.32,-0.32,-0.27999999999999997,-0.27999999999999997,-0.06999999999999999,-0.05499999999999999,-0.06,0.18999999999999997,0.18500000000000003,0.18500000000000003
0,0,2,9,477.0,500,10,[-0.2],[-0.16],[-0.16],[-0.16],[-0.04],[-0.08],1,1,0,0,0,0,0.65,0.8,0.2,0.2,0.15,0.15,-0.2,-0.32,-0.24000000000000005,-0.24000000000000005,-0.2,-0.2,0.225,0.24000000000000002,-0.020000000000000018,-0.020000000000000018,-0.02500000000000001,-0.02500000000000001
0,0,3,0,497.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],1,0,1,0,0,1,0.55,0.0,0.55,0.0,0.0,0.55,-0.9199999999999999,-0.8800000000000001,-0.9199999999999999,-0.8800000000000001,-0.8800000000000001,-0.9199999999999999,-0.18499999999999994,-0.44000000000000006,-0.18499999999999994,-0.44000000000000006,-0.44000000000000006,-0.18499999999999994
0,0,3,1,494.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],0,1,0,0,1,1,0.05,0.55,0.05,0.0,0.55,0.6,-0.8,-0.8,-0.8,-0.76,-0.8,-0.8400000000000001,-0.375,-0.125,-0.375,-0.38,-0.125,-0.12000000000000005
0,0,3,2,490.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],1,0,0,1,1,1,0.6,0.05,0.05,0.55,0.6,0.65,-0.68,-0.64,-0.64,-0.64,-0.6799999999999999,-0.72,-0.040000000000000036,-0.295,-0.295,-0.044999999999999984,-0.03999999999999998,-0.034999999999999976
0,0,3,3,486.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],1,0,1,1,0,1,0.65,0.05,0.6,0.6,0.1,0.7,-0.5599999999999999,-0.4800000000000001,-0.5200000000000001,-0.5200000000000001,-0.5200000000000001,-0.6000000000000001,0.04500000000000004,-0.21500000000000005,0.039999999999999925,0.039999999999999925,-0.21000000000000008,0.04999999999999993
0,0,3,4,484.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],0,1,0,1,0,0,0.15,0.6,0.1,0.65,0.1,0.2,-0.4800000000000001,-0.44000000000000006,-0.44000000000000006,-0.4800000000000001,-0.44000000000000006,-0.52,-0.16500000000000004,0.07999999999999996,-0.17000000000000004,0.08499999999999996,-0.17000000000000004,-0.16
0,0,3,5,481.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],1,0,0,0,1,1,0.7,0.1,0.1,0.15,0.65,0.75,-0.4,-0.32,-0.32,-0.36,-0.36,-0.43999999999999995,0.14999999999999997,-0.11,-0.11,-0.105,0.14500000000000002,0.15500000000000003
0,0,3,6,476.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],1,1,1,0,1,1,0.75,0.65,0.65,0.15,0.7,0.8,-0.24000000000000005,-0.16,-0.16,-0.16,-0.20000000000000004,-0.28,0.255,0.245,0.245,-0.0050000000000000044,0.24999999999999994,0.26
0,0,3,7,473.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],1,1,0,0,1,0,0.8,0.7,0.15,0.15,0.75,0.3,-0.16,-0.08000000000000003,-0.040000000000000015,-0.040000000000000015,-0.12000000000000002,-0.16,0.32,0.30999999999999994,0.05499999999999999,0.05499999999999999,0.315,0.06999999999999999
0,0,3,8,467.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],1,1,1,1,1,1,0.85,0.75,0.7,0.7,0.8,0.85,0.039999999999999994,0.11999999999999997,0.15999999999999998,0.15999999999999998,0.07999999999999999,0.039999999999999994,0.445,0.435,0.42999999999999994,0.42999999999999994,0.44,0.445
0,0,3,9,465.0,500,10,[-0.2],[-0.32],[-0.24],[-0.24],[-0.2],[-0.2],0,1,1,0,0,0,0.35,0.8,0.75,0.2,0.3,0.35,0.11999999999999997,0.15999999999999998,0.19999999999999996,0.23999999999999994,0.15999999999999998,0.11999999999999997,0.235,0.48,0.475,0.21999999999999997,0.22999999999999998,0.235
0,0,4,0,498.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],0,1,0,0,0,1,0.0,0.55,0.0,0.0,0.0,0.55,-0.9199999999999999,-0.96,-0.9199999999999999,-0.9199999999999999,-0.9199999999999999,-0.96,-0.45999999999999996,-0.20499999999999996,-0.45999999999999996,-0.45999999999999996,-0.45999999999999996,-0.20499999999999996
0,0,4,1,495.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],1,1,1,0,0,0,0.55,0.6,0.55,0.0,0.0,0.05,-0.8400000000000001,-0.8800000000000001,-0.8400000000000001,-0.8,-0.8,-0.8400000000000001,-0.14500000000000002,-0.14000000000000007,-0.14500000000000002,-0.4,-0.4,-0.395
0,0,4,2,492.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],1,0,0,0,1,1,0.6,0.1,0.05,0.0,0.55,0.6,-0.76,-0.76,-0.72,-0.6799999999999999,-0.72,-0.76,-0.08000000000000002,-0.33,-0.33499999999999996,-0.33999999999999997,-0.08499999999999996,-0.08000000000000002
0,0,4,3,491.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],1,0,0,0,0,0,0.65,0.1,0.05,0.0,0.05,0.1,-0.76,-0.72,-0.6799999999999999,-0.64,-0.6799999999999999,-0.72,-0.05499999999999999,-0.31,-0.31499999999999995,-0.32,-0.31499999999999995,-0.31
0,0,4,4,489.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],0,0,1,0,0,1,0.15,0.1,0.6,0.0,0.05,0.65,-0.6799999999999999,-0.6399999999999999,-0.6399999999999999,-0.56,-0.6,-0.68,-0.26499999999999996,-0.26999999999999996,-0.019999999999999962,-0.28,-0.27499999999999997,-0.015000000000000013
0,0,4,5,488.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],1,0,0,0,0,0,0.7,0.1,0.1,0.0,0.05,0.15,-0.6799999999999999,-0.5999999999999999,-0.5999999999999999,-0.52,-0.5599999999999999,-0.64,0.010000000000000009,-0.24999999999999994,-0.24999999999999994,-0.26,-0.25499999999999995,-0.245
0,0,4,6,483.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],1,1,1,1,1,1,0.75,0.65,0.65,0.55,0.6,0.15,-0.52,-0.44000000000000006,-0.44000000000000006,-0.36,-0.4,-0.44000000000000006,0.11499999999999999,0.10499999999999998,0.10499999999999998,0.09500000000000003,0.09999999999999998,-0.14500000000000002
0,0,4,7,480.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],1,1,0,0,1,0,0.8,0.7,0.15,0.05,0.65,0.15,-0.43999999999999995,-0.36,-0.32,-0.24000000000000005,-0.32,-0.32,0.18000000000000005,0.16999999999999998,-0.085,-0.09500000000000003,0.165,-0.085
0,0,4,8,478.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],1,0,0,0,1,0,0.85,0.2,0.15,0.05,0.7,0.15,-0.4,-0.27999999999999997,-0.24000000000000005,-0.16,-0.27999999999999997,-0.24,0.22499999999999998,-0.03999999999999998,-0.045000000000000026,-0.055,0.21,-0.045
0,0,4,9,477.0,500,10,[0.12],[0.16],[0.2],[0.24],[0.16],[0.12],0,0,1,0,0,0,0.35,0.2,0.7,0.05,0.2,0.15,-0.36,-0.24000000000000005,-0.24000000000000005,-0.12,-0.24000000000000005,-0.2,-0.0050000000000000044,-0.020000000000000018,0.22999999999999995,-0.034999999999999996,-0.020000000000000018,-0.02500000000000001
0,0,5,0,498.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],0,0,1,1,0,0,0.0,0.0,0.55,0.55,0.0,0.0,-0.9199999999999999,-0.9199999999999999,-0.96,-0.96,-0.9199999999999999,-0.9199999999999999,-0.45999999999999996,-0.45999999999999996,-0.20499999999999996,-0.20499999999999996,-0.45999999999999996,-0.45999999999999996
0,0,5,1,494.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],1,1,1,0,0,1,0.55,0.55,0.6,0.05,0.0,0.55,-0.8,-0.8,-0.8400000000000001,-0.8,-0.76,-0.8,-0.125,-0.125,-0.12000000000000005,-0.375,-0.38,-0.125
0,0,5,2,490.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],1,1,0,1,1,0,0.6,0.6,0.1,0.6,0.55,0.05,-0.6799999999999999,-0.6799999999999999,-0.6799999999999999,-0.6799999999999999,-0.64,-0.64,-0.03999999999999998,-0.03999999999999998,-0.29,-0.03999999999999998,-0.044999999999999984,-0.295
0,0,5,3,488.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],1,0,0,0,1,0,0.65,0.1,0.1,0.1,0.6,0.05,-0.64,-0.6,-0.6,-0.6,-0.6,-0.56,0.0050000000000000044,-0.25,-0.25,-0.25,0.0,-0.255
0,0,5,4,483.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],0,1,1,1,1,1,0.15,0.65,0.65,0.65,0.65,0.6,-0.44000000000000006,-0.44000000000000006,-0.44000000000000006,-0.44000000000000006,-0.44000000000000006,-0.4,-0.14500000000000002,0.10499999999999998,0.10499999999999998,0.10499999999999998,0.10499999999999998,0.09999999999999998
0,0,5,5,478.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],1,1,1,1,1,0,0.7,0.7,0.7,0.7,0.7,0.1,-0.27999999999999997,-0.27999999999999997,-0.27999999999999997,-0.27999999999999997,-0.27999999999999997,-0.19999999999999996,0.21,0.21,0.21,0.21,0.21,-0.049999999999999975
0,0,5,6,476.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],1,0,1,0,0,0,0.75,0.2,0.75,0.2,0.2,0.1,-0.23999999999999994,-0.19999999999999998,-0.23999999999999994,-0.19999999999999998,-0.19999999999999998,-0.11999999999999997,0.255,1.3877787807814457e-17,0.255,1.3877787807814457e-17,1.3877787807814457e-17,-0.009999999999999981
0,0,5,7,474.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],0,0,0,0,1,1,0.25,0.2,0.25,0.2,0.75,0.65,-0.15999999999999998,-0.12,-0.15999999999999998,-0.12,-0.15999999999999998,-0.07999999999999999,0.04500000000000001,0.04000000000000001,0.04500000000000001,0.04000000000000001,0.29500000000000004,0.28500000000000003
0,0,5,8,470.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],1,0,1,1,1,1,0.25,0.2,0.8,0.75,0.8,0.7,0.0,0.039999999999999994,-0.039999999999999994,0.0,-0.039999999999999994,0.039999999999999994,0.125,0.12,0.38,0.375,0.38,0.37
0,0,5,9,467.0,500,10,[-0.36],[-0.24],[-0.24],[-0.12],[-0.24],[-0.2],1,1,0,1,0,0,0.8,0.75,0.3,0.8,0.3,0.2,0.07999999999999999,0.11999999999999997,0.07999999999999999,0.07999999999999999,0.07999999999999999,0.15999999999999998,0.44,0.435,0.19,0.44,0.19,0.18
0,0,6,0,498.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,0,1,0,0,1,0.0,0.0,0.55,0.0,0.0,0.55,-0.9199999999999999,-0.9199999999999999,-0.96,-0.9199999999999999,-0.9199999999999999,-0.96,-0.45999999999999996,-0.45999999999999996,-0.20499999999999996,-0.45999999999999996,-0.45999999999999996,-0.20499999999999996
0,0,6,1,494.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,1,1,0,1,1,0.0,0.55,0.6,0.0,0.55,0.6,-0.76,-0.8,-0.8399999999999999,-0.76,-0.8,-0.8400000000000001,-0.38,-0.125,-0.11999999999999994,-0.38,-0.125,-0.12000000000000005
0,0,6,2,491.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,0,0,1,1,1,0.0,0.05,0.1,0.55,0.6,0.65,-0.64,-0.68,-0.72,-0.6799999999999999,-0.72,-0.76,-0.32,-0.315,-0.31,-0.06499999999999995,-0.06,-0.05499999999999999
0,0,6,3,488.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,1,1,0,1,0,0.0,0.6,0.65,0.05,0.65,0.15,-0.52,-0.6,-0.64,-0.5599999999999999,-0.6399999999999999,-0.6399999999999999,-0.26,0.0,0.0050000000000000044,-0.25499999999999995,0.00500000000000006,-0.24499999999999994
0,0,6,4,486.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,0,1,1,0,0,0.0,0.1,0.7,0.6,0.15,0.15,-0.43999999999999995,-0.5199999999999999,-0.6,-0.52,-0.5599999999999999,-0.5599999999999999,-0.21999999999999997,-0.20999999999999996,0.04999999999999999,0.03999999999999998,-0.20499999999999996,-0.20499999999999996
0,0,6,5,483.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],1,1,0,1,1,0,0.55,0.65,0.2,0.65,0.15,0.15,-0.36,-0.43999999999999995,-0.48,-0.44000000000000006,-0.44000000000000006,-0.44000000000000006,0.09500000000000003,0.10500000000000004,-0.13999999999999999,0.10499999999999998,-0.14500000000000002,-0.14500000000000002
0,0,6,6,481.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,0,1,0,1,0,0.05,0.15,0.75,0.15,0.7,0.15,-0.27999999999999997,-0.36000000000000004,-0.44000000000000006,-0.36000000000000004,-0.4,-0.36,-0.11499999999999999,-0.10500000000000002,0.15499999999999997,-0.10500000000000002,0.14999999999999997,-0.105
0,0,6,7,478.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,0,1,1,1,0,0.05,0.15,0.8,0.7,0.75,0.15,-0.16,-0.24000000000000005,-0.36000000000000004,-0.2800000000000001,-0.32,-0.24000000000000005,-0.055,-0.045000000000000026,0.22,0.20999999999999994,0.215,-0.045000000000000026
0,0,6,8,476.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],1,0,0,1,0,0,0.6,0.15,0.3,0.75,0.25,0.15,-0.12000000000000002,-0.16,-0.27999999999999997,-0.24000000000000005,-0.24000000000000005,-0.16,0.24,-0.0050000000000000044,0.010000000000000009,0.255,0.004999999999999977,-0.0050000000000000044
0,0,6,9,474.0,500,10,[0.08],[0.12],[0.08],[0.08],[0.08],[0.16],0,0,1,0,0,1,0.1,0.15,0.85,0.25,0.25,0.7,-0.040000000000000015,-0.08,-0.24,-0.16,-0.16,-0.12000000000000002,0.029999999999999995,0.034999999999999996,0.305,0.045,0.045,0.29
0,0,7,0,496.0,500,10,[-0.04],[-0.08],[-0.24],[-0.16],[-0.16],[-0.12],0,0,1,1,1,1,0.0,0.0,0.55,0.55,0.55,0.55,-0.8400000000000001,-0.8400000000000001,-0.8799999999999999,-0.8799999999999999,-0.8799999999999999,-0.8799999999999999,-0.42000000000000004,-0.42000000000000004,-0.16499999999999992,-0.16499999999999992,-0.16499999999999992,-0.16499999999999992
0,0,7,1,494.0,500,10,[-0.04],[-0.08],[-0.24],[-0.16],[-0.16],[-0.12],0,0,1,1,0,0,0.0,0.0,0.6,0.6,0.05,0.05,-0.76,-0.76,-0.8400000000000001,-0.8400000000000001,-0.8,-0.8,-0.38,-0.38,-0.12000000000000005,-0.12000000000000005,-0.375,-0.375
0,0,7,2,490.0,500,10,[-0.04],[-0.08],[-0.24],[-0.16],[-0.16],[-0.12],0,1,0,1,1,1,0.0,0.55,0.1,0.65,0.6,0.6,-0.6,-0.64,-0.68,-0.72,-0.6799999999999999,-0.6799999999999999,-0.3,-0.044999999999999984,-0.29000000000000004,-0.034999999999999976,-0.03999999999999998,-0.03999999999999998
0,0,7,3,485.0,500,10,[-0.04],[-0.08],[-0.24],[-0.16],[-0.16],[-0.12],1,1,1,1,0,1,0.55,0.6,0.65,0.7,0.1,0.65,-0.43999999999999995,-0.48,-0.5199999999999999,-0.5599999999999999,-0.48,-0.5199999999999999,0.05500000000000005,0.06,0.06500000000000006,0.07,-0.19,0.06500000000000006
0,0,7,4,482.0,500,10,[-0.04],[-0.08],[-0.24],[-0.16],[-0.16],[-0.12],1,1,0,1,0,0,0.6,0.65,0.15,0.75,0.1,0.15,-0.36,-0.4,-0.4,-0.48,-0.36,-0.4,0.12,0.125,-0.125,0.135,-0.13,-0.125
