episode,agent_id,total_reward,consumption_count,final_emotional_state,exploration_rate
44,1,5.383333333333334,6.0,-1.0,0.09910481551887473
44,2,0.6666666666666666,1.0,-1.0,0.09910481551887473
45,0,8.071111111111112,9.0,-1.0,0.09910481551887473
45,1,7.4,9.0,-1.0,0.09910481551887473
45,2,6.293333333333334,7.0,-0.6,0.09910481551887473
46,0,5.244444444444445,6.0,-1.0,0.09910481551887473
46,1,5.476666666666667,6.0,-1.0,0.09910481551887473
46,2,2.8266666666666667,3.0,-1.0,0.09910481551887473
47,0,12.000000000000002,15.0,-0.19999999999999996,0.09910481551887473
47,1,7.955555555555557,9.0,-0.6,0.09910481551887473
47,2,4.96,5.0,-1.0,0.09910481551887473
48,0,4.942222222222222,5.0,-1.0,0.09910481551887473
48,1,6.182222222222222,7.0,-1.0,0.09910481551887473
48,2,6.666666666666667,8.0,-1.0,0.09910481551887473
49,0,5.653333333333334,6.0,-1.0,0.09910481551887473
49,1,9.133333333333335,11.0,-0.6,0.09910481551887473
49,2,5.293333333333334,6.0,-1.0,0.09910481551887473
50,0,7.2366666666666655,8.0,-0.19999999999999996,0.09910481551887473
50,1,7.000000000000001,8.0,-0.6,0.09910481551887473
50,2,4.213333333333334,5.0,-0.6,0.09910481551887473
51,0,10.250000000000002,12.0,-0.6,0.09910481551887473
51,1,6.63111111111111,7.0,-1.0,0.09910481551887473
51,2,6.733333333333334,7.0,-0.19999999999999996,0.09910481551887473
52,0,4.4,5.0,-1.0,0.09910481551887473
52,1,5.4,6.0,-1.0,0.09910481551887473
52,2,4.95,6.0,-1.0,0.09910481551887473
53,0,7.166666666666667,8.0,-0.6,0.09910481551887473
53,1,6.877777777777777,8.0,-0.6,0.09910481551887473
53,2,6.78,7.0,-0.6,0.09910481551887473
54,0,5.364444444444445,6.0,-1.0,0.09910481551887473
54,1,5.5600000000000005,6.0,-0.6,0.09910481551887473
54,2,7.316666666666666,8.0,-1.0,0.09910481551887473
55,0,5.333333333333334,6.0,-0.6,0.09910481551887473
55,1,6.333333333333334,7.0,-0.6,0.09910481551887473
55,2,4.92,6.0,-1.0,0.09910481551887473
56,0,9.233333333333334,11.0,-1.0,0.09910481551887473
56,1,6.586666666666667,7.0,-0.19999999999999996,0.09910481551887473
56,2,4.933333333333334,6.0,-1.0,0.09910481551887473
57,0,4.3999999999999995,5.0,-0.19999999999999996,0.09910481551887473
57,1,3.5599999999999996,4.0,-1.0,0.09910481551887473
57,2,7.200000000000001,9.0,-0.6,0.09910481551887473
58,0,6.743333333333333,9.0,-1.0,0.09910481551887473
58,1,3.8666666666666667,4.0,-1.0,0.09910481551887473
58,2,4.586666666666666,5.0,-1.0,0.09910481551887473
59,0,7.966666666666667,9.0,-1.0,0.09910481551887473
59,1,5.626666666666667,6.0,-1.0,0.09910481551887473
59,2,7.586666666666668,10.0,-0.6,0.09910481551887473
60,0,5.022222222222222,6.0,-1.0,0.09910481551887473
60,1,5.0,6.0,-1.0,0.09910481551887473
60,2,2.8933333333333335,3.0,-1.0,0.09910481551887473
61,0,6.300000000000001,7.0,-1.0,0.09910481551887473
61,1,7.366666666666667,8.0,-0.6,0.09910481551887473
61,2,5.4,6.0,-0.6,0.09910481551887473
62,0,6.3933333333333335,7.0,-1.0,0.09910481551887473
62,1,8.666666666666668,10.0,-0.6,0.09910481551887473
62,2,3.9333333333333336,5.0,-1.0,0.09910481551887473
63,0,5.333333333333334,6.0,-1.0,0.09910481551887473
63,1,5.0,6.0,-1.0,0.09910481551887473
63,2,5.533333333333333,6.0,-0.6,0.09910481551887473
64,0,9.06,10.0,-1.0,0.09910481551887473
64,1,7.493333333333334,8.0,-0.6,0.09910481551887473
64,2,7.003333333333334,8.0,-1.0,0.09910481551887473
65,0,5.9333333333333345,7.0,-0.19999999999999996,0.09910481551887473
65,1,3.6000000000000005,4.0,-1.0,0.09910481551887473
65,2,5.093333333333334,6.0,-1.0,0.09910481551887473
66,0,8.453333333333333,9.0,-0.19999999999999996,0.09910481551887473
66,1,9.093333333333334,11.0,-0.6,0.09910481551887473
66,2,4.533333333333333,5.0,-1.0,0.09910481551887473
67,0,8.533333333333333,10.0,-0.6,0.09910481551887473
67,1,5.493333333333333,6.0,-1.0,0.09910481551887473
67,2,4.6,5.0,-0.6,0.09910481551887473
68,0,7.133333333333333,8.0,-1.0,0.09910481551887473
68,1,4.023333333333333,4.0,-1.0,0.09910481551887473
68,2,8.666666666666668,10.0,-0.19999999999999996,0.09910481551887473
69,0,5.0600000000000005,6.0,-0.6,0.09910481551887473
69,1,2.9333333333333336,3.0,-1.0,0.09910481551887473
69,2,5.966666666666668,7.0,-1.0,0.09910481551887473
70,0,4.366666666666667,5.0,-1.0,0.09910481551887473
70,1,3.866666666666667,4.0,-1.0,0.09910481551887473
70,2,7.733333333333334,10.0,0.19999999999999996,0.09910481551887473
71,0,4.543333333333334,5.0,-1.0,0.09910481551887473
71,1,7.760000000000001,9.0,-0.19999999999999996,0.09910481551887473
71,2,5.933333333333334,7.0,-0.19999999999999996,0.09910481551887473
72,0,6.133333333333333,7.0,-1.0,0.09910481551887473
72,1,4.866666666666667,5.0,-0.6,0.09910481551887473
72,2,7.733333333333333,9.0,-0.6,0.09910481551887473
73,0,5.8533333333333335,7.0,-1.0,0.09910481551887473
73,1,8.11,9.0,-0.6,0.09910481551887473
73,2,7.693333333333334,9.0,-1.0,0.09910481551887473
74,0,5.466666666666667,6.0,-0.6,0.09910481551887473
74,1,6.8,7.0,-0.6,0.09910481551887473
74,2,7.659999999999999,9.0,-0.6,0.09910481551887473
75,0,7.493333333333333,8.0,-1.0,0.09910481551887473
75,1,5.633333333333334,6.0,-1.0,0.09910481551887473
75,2,7.426666666666666,8.0,-0.6,0.09910481551887473
76,0,6.733333333333334,8.0,-0.6,0.09910481551887473
76,1,6.364444444444445,7.0,-0.6,0.09910481551887473
76,2,7.343333333333334,8.0,-1.0,0.09910481551887473
77,0,6.159999999999999,7.0,-1.0,0.09910481551887473
77,1,3.6666666666666665,4.0,-1.0,0.09910481551887473
77,2,6.177777777777778,8.0,-1.0,0.09910481551887473
78,0,4.066666666666666,5.0,-1.0,0.09910481551887473
78,1,3.92,4.0,-0.6,0.09910481551887473
78,2,6.28888888888889,7.0,-1.0,0.09910481551887473
79,0,8.27111111111111,9.0,-0.6,0.09910481551887473
79,1,9.733333333333334,11.0,-0.6,0.09910481551887473
79,2,8.346666666666668,9.0,-0.6,0.09910481551887473
80,0,4.586666666666667,5.0,-1.0,0.09910481551887473
80,1,6.92,8.0,-0.6,0.09910481551887473
80,2,7.466666666666667,9.0,-1.0,0.09910481551887473
81,0,5.199999999999999,6.0,-1.0,0.09910481551887473
81,1,10.220000000000002,12.0,-0.19999999999999996,0.09910481551887473
81,2,6.546666666666667,7.0,-0.6,0.09910481551887473
82,0,7.199999999999999,8.0,-0.19999999999999996,0.09910481551887473
82,1,6.686666666666667,7.0,-0.6,0.09910481551887473
82,2,8.933333333333334,11.0,-0.19999999999999996,0.09910481551887473
83,0,7.053333333333334,8.0,-0.19999999999999996,0.09910481551887473
83,1,5.333333333333334,6.0,-0.6,0.09910481551887473
83,2,6.022222222222222,7.0,-1.0,0.09910481551887473
84,0,4.293333333333333,5.0,-1.0,0.09910481551887473
84,1,7.666666666666667,9.0,-1.0,0.09910481551887473
84,2,6.493333333333332,7.0,-0.6,0.09910481551887473
85,0,6.933333333333333,8.0,-0.6,0.09910481551887473
85,1,9.42222222222222,11.0,0.19999999999999996,0.09910481551887473
85,2,4.813333333333333,5.0,-0.6,0.09910481551887473
86,0,10.72,12.0,-0.19999999999999996,0.09910481551887473
86,1,9.360000000000001,10.0,-0.6,0.09910481551887473
86,2,8.306666666666667,9.0,-0.6,0.09910481551887473
87,0,9.013333333333334,10.0,-0.6,0.09910481551887473
87,1,5.6866666666666665,6.0,-1.0,0.09910481551887473
87,2,7.243333333333334,9.0,-1.0,0.09910481551887473
88,0,5.8100000000000005,6.0,-1.0,0.09910481551887473
88,1,10.486666666666668,12.0,-0.6,0.09910481551887473
88,2,9.450000000000001,12.0,-0.6,0.09910481551887473
89,0,8.160000000000002,9.0,-0.6,0.09910481551887473
89,1,7.926666666666668,9.0,-0.6,0.09910481551887473
89,2,6.466666666666667,7.0,-1.0,0.09910481551887473
90,0,4.553333333333333,5.0,-0.6,0.09910481551887473
90,1,3.7666666666666666,4.0,-1.0,0.09910481551887473
90,2,5.133333333333333,6.0,-1.0,0.09910481551887473
91,0,7.926666666666667,9.0,-1.0,0.09910481551887473
91,1,5.819999999999999,6.0,-1.0,0.09910481551887473
91,2,7.293333333333333,8.0,-1.0,0.09910481551887473
92,0,7.466666666666668,9.0,-1.0,0.09910481551887473
92,1,5.773333333333333,6.0,-0.19999999999999996,0.09910481551887473
92,2,7.693333333333333,8.0,-0.6,0.09910481551887473
93,0,8.133333333333333,9.0,-0.6,0.09910481551887473
93,1,6.69,7.0,-0.6,0.09910481551887473
93,2,9.933333333333334,11.0,-1.0,0.09910481551887473
94,0,8.293333333333335,9.0,-0.6,0.09910481551887473
94,1,6.626666666666667,7.0,-0.6,0.09910481551887473
94,2,7.466666666666667,9.0,-1.0,0.09910481551887473
95,0,7.73,9.0,-1.0,0.09910481551887473
95,1,5.586666666666667,6.0,-0.6,0.09910481551887473
95,2,8.36,11.0,-0.6,0.09910481551887473
96,0,2.8,3.0,-0.6,0.09910481551887473
96,1,5.4222222222222225,6.0,-0.6,0.09910481551887473
96,2,7.6000000000000005,9.0,-0.6,0.09910481551887473
97,0,6.653333333333334,7.0,-1.0,0.09910481551887473
97,1,6.933333333333334,8.0,-0.6,0.09910481551887473
97,2,8.76,10.0,-0.6,0.09910481551887473
98,0,4.4,5.0,-0.6,0.09910481551887473
98,1,1.8933333333333333,2.0,-1.0,0.09910481551887473
98,2,2.666666666666667,3.0,-1.0,0.09910481551887473
99,0,7.5,9.0,-0.6,0.09910481551887473
99,1,4.6,5.0,-0.6,0.09910481551887473
99,2,3.8,4.0,-1.0,0.09910481551887473
