seed,episode,total_steps,resource_remaining,total_personal_reward_0,total_personal_reward_1,total_personal_reward_2,total_personal_reward_3,total_personal_reward_4,total_empathic_reward_0,total_empathic_reward_1,total_empathic_reward_2,total_empathic_reward_3,total_empathic_reward_4,total_combined_reward_0,total_combined_reward_1,total_combined_reward_2,total_combined_reward_3,total_combined_reward_4
0,0,500,71.0,46.90000000000001,-387.55000000000007,-170.32500000000016,53.99999999999976,-391.1500000000002,-168.5750000000002,57.55000000000007,-392.70000000000067,-167.5750000000002,57.54999999999991,-392.7000000000009,-167.5750000000002,56.84999999999975,-392.50000000000057,-167.8250000000002
0,1,500,66.0,49.349999999999966,-406.64999999999975,-178.65000000000003,53.64999999999998,-408.9499999999996,-177.65000000000003,42.34999999999998,-403.14999999999986,-180.40000000000003,44.69999999999989,-404.5,-179.90000000000003,47.64999999999989,-405.9500000000001,-179.15000000000003
0,2,500,74.0,54.699999999999896,-414.7499999999995,-180.02500000000023,42.54999999999989,-408.60000000000076,-183.02500000000023,50.15000000000008,-412.19999999999953,-181.02500000000026,47.50000000000006,-411.0499999999999,-181.77500000000023,32.550000000000054,-403.5999999999996,-185.52500000000023
